t_s,x_m,y_m,z_m,error_norm_m
2.554257,-1.040373,1.454130,-3.003039,0.080447
2.604341,-1.007553,1.469589,-3.004894,0.088836
2.654424,-0.967677,1.481012,-3.008148,0.100708
2.704508,-0.918189,1.491274,-3.009716,0.111543
2.754591,-0.861690,1.499027,-3.011564,0.117296
2.804674,-0.797769,1.504250,-3.015674,0.116697
2.854758,-0.733239,1.508709,-3.019571,0.115786
2.904841,-0.671566,1.516202,-3.021715,0.116816
2.954925,-0.609508,1.521152,-3.025168,0.118135
3.005008,-0.545500,1.528006,-3.027983,0.117122
3.055092,-0.479118,1.532817,-3.031718,0.114329
3.105175,-0.415597,1.537630,-3.035100,0.114303
3.155259,-0.350888,1.544151,-3.036194,0.112923
3.205342,-0.287921,1.549521,-3.038757,0.113372
3.255426,-0.225131,1.556139,-3.042330,0.113533
3.305509,-0.163433,1.561233,-3.046611,0.115062
3.355593,-0.101987,1.566762,-3.050572,0.116775
3.405676,-0.042384,1.571127,-3.053235,0.120703
3.455760,0.020442,1.575174,-3.056452,0.121544
3.505843,0.084855,1.580446,-3.059140,0.120620
3.555927,0.148981,1.585863,-3.063401,0.119749
3.606010,0.212965,1.593196,-3.068112,0.118517
3.656093,0.275665,1.598319,-3.071874,0.119163
3.706177,0.339765,1.602480,-3.074521,0.118792
3.756260,0.401380,1.608426,-3.078174,0.120306
3.806344,0.466072,1.613218,-3.082838,0.119014
3.856427,0.527601,1.617394,-3.085347,0.121134
3.906511,0.589722,1.621804,-3.087479,0.122671
3.956594,0.653346,1.627021,-3.092406,0.122285
4.006678,0.718568,1.631605,-3.095740,0.120663
4.056761,0.780676,1.635497,-3.099402,0.122190
4.106845,0.843823,1.638154,-3.102289,0.123114
4.156928,0.905666,1.642045,-3.105262,0.124977
4.207012,0.967105,1.646756,-3.109761,0.126871
4.257095,1.029352,1.647836,-3.113664,0.129068
4.307179,1.093450,1.652848,-3.117091,0.128433
4.357262,1.158463,1.656391,-3.120817,0.127349
4.407346,1.222214,1.661372,-3.123784,0.127091
4.457429,1.285287,1.666215,-3.128387,0.127396
4.507513,1.347986,1.671730,-3.131423,0.127963
4.557596,1.411627,1.678151,-3.134402,0.127373
4.607679,1.474840,1.683536,-3.136901,0.127543
4.657763,1.535652,1.686713,-3.139112,0.130679
4.707846,1.599430,1.692296,-3.141583,0.130265
4.757930,1.660729,1.700138,-3.144756,0.131520
4.808013,1.724727,1.702701,-3.147899,0.131690
4.858097,1.787377,1.707622,-3.150254,0.132564
4.908180,1.850178,1.714179,-3.153668,0.132728
4.958264,1.913357,1.720457,-3.157873,0.132547
5.008347,1.977023,1.722987,-3.160156,0.133119
5.058431,2.039789,1.729861,-3.163566,0.133237
5.108514,2.102040,1.736671,-3.168093,0.133788
5.158598,2.164340,1.744601,-3.171805,0.133337
5.208681,2.226593,1.749753,-3.175469,0.129195
5.258765,2.289711,1.752422,-3.178460,0.120437
5.308848,2.347616,1.757836,-3.181886,0.112185
5.358932,2.403006,1.753581,-3.183439,0.103905
5.409015,2.453621,1.749566,-3.185964,0.096300
5.459098,2.500006,1.741435,-3.188543,0.089392
5.509182,2.543336,1.731917,-3.189726,0.082331
5.559265,2.582384,1.720587,-3.192463,0.076413
5.609349,2.615876,1.702424,-3.195112,0.072005
5.659432,2.646338,1.681743,-3.196624,0.067580
5.709516,2.673720,1.659347,-3.197978,0.064116
5.759599,2.695679,1.631951,-3.200262,0.063238
5.809683,2.716211,1.602120,-3.203352,0.062335
5.859766,2.736170,1.575692,-3.204243,0.063821
5.909850,2.756452,1.547976,-3.204675,0.064449
5.959933,2.780063,1.519617,-3.205535,0.061842
6.010017,2.797906,1.491345,-3.206977,0.064218
6.060100,2.816697,1.464114,-3.208330,0.066296
6.110184,2.836719,1.435717,-3.208879,0.066836
6.160267,2.858835,1.408358,-3.208605,0.066109
6.210351,2.879395,1.378720,-3.208369,0.065743
6.260434,2.900337,1.350367,-3.209709,0.065413
6.310518,2.920413,1.324203,-3.210448,0.066902
6.360601,2.941707,1.293289,-3.211673,0.065173
6.410684,2.962028,1.267016,-3.213682,0.066193
6.460768,2.982112,1.239374,-3.214361,0.067030
6.510851,3.004011,1.211304,-3.214571,0.066136
6.560935,3.026794,1.182074,-3.215332,0.063887
6.611018,3.047753,1.153717,-3.216623,0.063553
6.661102,3.070309,1.127792,-3.217960,0.062846
6.711185,3.090171,1.100453,-3.220077,0.063798
6.761269,3.112600,1.074641,-3.221781,0.063303
6.811352,3.133789,1.046382,-3.222215,0.062909
6.861436,3.153240,1.020649,-3.223600,0.065118
6.911519,3.173683,0.993755,-3.226152,0.065771
6.961603,3.193931,0.965732,-3.227371,0.066189
7.011686,3.213063,0.936510,-3.228425,0.067013
7.061770,3.235850,0.910288,-3.229619,0.066133
7.111853,3.255026,0.882395,-3.230199,0.067611
7.161937,3.275770,0.852882,-3.230087,0.067056
7.212020,3.294479,0.825691,-3.231281,0.069226
7.262104,3.315591,0.798903,-3.234550,0.069259
7.312187,3.336430,0.771918,-3.234801,0.069783
7.362270,3.356642,0.744930,-3.235894,0.070764
7.412354,3.377986,0.719031,-3.236374,0.071405
7.462437,3.398464,0.691608,-3.237977,0.071889
7.512521,3.419690,0.662178,-3.237677,0.070930
7.562604,3.441373,0.634791,-3.239976,0.070314
7.612688,3.459767,0.608428,-3.241684,0.073105
7.662771,3.481414,0.580234,-3.240781,0.072488
7.712855,3.500539,0.551879,-3.241888,0.073705
7.762938,3.521281,0.525920,-3.242714,0.074798
7.813022,3.540486,0.497245,-3.243136,0.075875
7.863105,3.561731,0.470444,-3.243152,0.076229
7.913189,3.584922,0.440035,-3.242356,0.073280
7.963272,3.605252,0.412528,-3.242862,0.074007
8.013356,3.625809,0.386050,-3.244730,0.074805
8.063439,3.645920,0.360449,-3.247148,0.076369
8.113523,3.667155,0.332305,-3.247226,0.076066
8.163606,3.687582,0.304427,-3.248434,0.076391
8.213689,3.708226,0.277307,-3.250595,0.076776
8.263773,3.730208,0.248842,-3.250381,0.075729
8.313856,3.751403,0.220887,-3.250347,0.075598
8.363940,3.772800,0.193610,-3.251594,0.075425
8.414023,3.794127,0.164266,-3.251922,0.074398
8.464107,3.814538,0.135924,-3.255398,0.074070
8.514190,3.835639,0.106750,-3.256090,0.073259
8.564274,3.856740,0.080299,-3.258941,0.073475
8.614357,3.876781,0.053268,-3.259941,0.074601
8.664441,3.899499,0.025459,-3.261247,0.073035
8.714524,3.921004,-0.002281,-3.263595,0.072370
8.764608,3.942790,-0.028657,-3.263660,0.071426
8.814691,3.963821,-0.057401,-3.265017,0.065832
8.864775,3.983236,-0.085476,-3.266116,0.058329
8.914858,3.996883,-0.113505,-3.267448,0.051719
8.964942,4.007381,-0.138052,-3.268497,0.046548
9.015025,4.015823,-0.162717,-3.268242,0.040434
9.065109,4.019074,-0.188914,-3.268416,0.033985
9.115192,4.018543,-0.214090,-3.267406,0.029278
9.165275,4.014611,-0.237511,-3.268657,0.027612
9.215359,4.006264,-0.258803,-3.267025,0.030647
9.265442,3.993677,-0.278953,-3.265563,0.036027
9.315526,3.976462,-0.301188,-3.264470,0.039649
9.365609,3.953361,-0.320433,-3.262774,0.041204
9.415693,3.929366,-0.340812,-3.261755,0.041363
9.465776,3.905007,-0.360588,-3.261274,0.041667
9.515860,3.878287,-0.379460,-3.257781,0.040652
9.565943,3.853428,-0.396353,-3.256594,0.042558
9.616027,3.828399,-0.416663,-3.253356,0.041949
9.666110,3.803317,-0.437433,-3.250312,0.041000
9.716194,3.779553,-0.454373,-3.247132,0.043742
9.766277,3.753379,-0.472402,-3.245921,0.044132
9.816361,3.727333,-0.493581,-3.244337,0.042263
9.866444,3.703335,-0.511511,-3.241570,0.044215
9.916528,3.679822,-0.531727,-3.239640,0.044672
9.966611,3.656471,-0.551299,-3.237418,0.045744
10.016694,3.633926,-0.571700,-3.234180,0.046727
10.066778,3.609873,-0.592355,-3.232680,0.046550
10.116861,3.586398,-0.611666,-3.231069,0.047771
10.166945,3.563107,-0.630386,-3.228565,0.049542
10.217028,3.538210,-0.652492,-3.225230,0.047756
10.267112,3.514688,-0.672395,-3.224302,0.048522
10.317195,3.490388,-0.693475,-3.222394,0.047922
10.367279,3.465552,-0.711654,-3.221006,0.049012
10.417362,3.441533,-0.731152,-3.217934,0.049698
10.467446,3.415482,-0.751693,-3.215284,0.048246
10.517529,3.391710,-0.770541,-3.211115,0.049619
10.567613,3.368592,-0.791402,-3.208098,0.049990
10.617696,3.344685,-0.812268,-3.205175,0.049847
10.667780,3.320557,-0.830855,-3.203686,0.051082
10.717863,3.295042,-0.849633,-3.202142,0.051249
10.767947,3.269972,-0.871325,-3.200602,0.049626
10.818030,3.245707,-0.893460,-3.197445,0.048312
10.868114,3.223193,-0.912215,-3.195481,0.050607
10.918197,3.199835,-0.934523,-3.193514,0.049897
10.968280,3.176003,-0.955112,-3.191398,0.050029
11.018364,3.152663,-0.975972,-3.189570,0.050386
11.068447,3.126859,-0.996138,-3.187722,0.049272
11.118531,3.102554,-1.015568,-3.185565,0.049794
11.168614,3.077422,-1.035965,-3.182758,0.049072
11.218698,3.053449,-1.056504,-3.181547,0.049139
11.268781,3.028706,-1.075675,-3.179027,0.049489
11.318865,3.004761,-1.095595,-3.175495,0.049997
11.368948,2.980709,-1.113735,-3.172949,0.051563
11.419032,2.957303,-1.134592,-3.170968,0.051846
11.469115,2.932144,-1.155838,-3.169042,0.050548
11.519199,2.908166,-1.175342,-3.165795,0.051310
11.569282,2.884028,-1.194752,-3.165081,0.051929
11.619366,2.859180,-1.212654,-3.162846,0.053036
11.669449,2.835454,-1.232612,-3.159424,0.053686
11.719533,2.813114,-1.253506,-3.157665,0.054765
11.769616,2.791238,-1.273299,-3.154839,0.056986
11.819699,2.764995,-1.293037,-3.153815,0.055752
11.869783,2.741571,-1.312664,-3.151976,0.056831
11.919866,2.718096,-1.333730,-3.149180,0.057009
11.969950,2.692135,-1.353963,-3.147749,0.055705
12.020033,2.668194,-1.372396,-3.144938,0.057126
12.070117,2.641056,-1.392428,-3.142264,0.055087
12.120200,2.617767,-1.411875,-3.141469,0.056364
12.170284,2.592245,-1.432425,-3.139255,0.055239
12.220367,2.567895,-1.451387,-3.136780,0.056039
12.270451,2.544535,-1.469678,-3.133229,0.058051
12.320534,2.520625,-1.489425,-3.132216,0.058655
12.370618,2.497606,-1.507706,-3.130711,0.060916
12.420701,2.472958,-1.528005,-3.128264,0.060616
12.470785,2.448113,-1.549438,-3.125629,0.059423
12.520868,2.425870,-1.571526,-3.123959,0.059852
12.570952,2.401758,-1.590597,-3.121598,0.060740
12.621035,2.377495,-1.612217,-3.119571,0.059944
12.671119,2.355314,-1.634652,-3.117900,0.060428
12.721202,2.329839,-1.654369,-3.116394,0.059807
12.771285,2.303299,-1.672785,-3.112590,0.059070
12.821369,2.278613,-1.693163,-3.110540,0.058703
12.871452,2.253860,-1.713785,-3.107732,0.058134
12.921536,2.229028,-1.732784,-3.104455,0.058497
12.971619,2.204442,-1.750918,-3.102969,0.059592
13.021703,2.181042,-1.770556,-3.099839,0.060697
13.071786,2.156297,-1.789300,-3.097651,0.061315
13.121870,2.132217,-1.806316,-3.094914,0.063611
13.171953,2.104841,-1.824332,-3.092907,0.062893
13.222037,2.081179,-1.845671,-3.090347,0.062580
13.272120,2.057267,-1.864671,-3.088269,0.063163
13.322204,2.031045,-1.886894,-3.087805,0.058823
13.372287,2.004777,-1.903503,-3.084313,0.057290
13.422371,1.978167,-1.920790,-3.082289,0.054704
13.472454,1.951101,-1.935524,-3.080358,0.053342
13.522538,1.924960,-1.943421,-3.078100,0.055895
13.572621,1.896894,-1.947099,-3.076506,0.058135
13.622705,1.867933,-1.952805,-3.076142,0.059695
13.672788,1.838037,-1.953523,-3.074001,0.062271
13.722871,1.806923,-1.952567,-3.072373,0.064960
13.772955,1.776764,-1.949121,-3.071364,0.070032
13.823038,1.741836,-1.942927,-3.070766,0.071113
13.873122,1.705586,-1.932429,-3.071075,0.070230
13.923205,1.670402,-1.920759,-3.068750,0.070327
13.973289,1.633840,-1.910027,-3.067433,0.069188
14.023372,1.596052,-1.901376,-3.066031,0.067272
14.073456,1.560772,-1.890547,-3.065099,0.067351
14.123539,1.525433,-1.879852,-3.064766,0.067349
14.173623,1.492084,-1.867580,-3.065923,0.068886
14.223706,1.459535,-1.858366,-3.063024,0.072076
14.273790,1.424851,-1.847016,-3.062013,0.072640
14.323873,1.388504,-1.835982,-3.060241,0.071711
14.373957,1.354008,-1.825532,-3.058101,0.072756
14.424040,1.320349,-1.814386,-3.058357,0.074237
14.474124,1.283916,-1.803686,-3.057774,0.073181
14.524207,1.248466,-1.790891,-3.057996,0.072647
14.574290,1.212187,-1.780353,-3.058327,0.071697
14.624374,1.176102,-1.769764,-3.057342,0.071027
14.674457,1.141217,-1.758151,-3.055573,0.071428
14.724541,1.105549,-1.748925,-3.054677,0.071399
14.774624,1.069391,-1.737335,-3.054069,0.070454
14.824708,1.032654,-1.727409,-3.053252,0.069260
14.874791,0.999427,-1.715626,-3.052136,0.071196
14.924875,0.966100,-1.705859,-3.050972,0.073397
14.974958,0.931439,-1.694872,-3.051336,0.073948
15.025042,0.898195,-1.685281,-3.052154,0.076136
15.075125,0.865829,-1.674469,-3.052692,0.079012
15.125209,0.831650,-1.661173,-3.053449,0.079727
15.175292,0.796203,-1.650929,-3.052653,0.079719
15.225376,0.760730,-1.642458,-3.051372,0.080001
15.275459,0.724190,-1.630844,-3.050994,0.078681
15.325543,0.688330,-1.620085,-3.051208,0.078181
15.375626,0.655020,-1.610320,-3.050919,0.080379
15.425710,0.620086,-1.598071,-3.050412,0.080538
15.475793,0.585483,-1.587810,-3.048247,0.081370
15.525876,0.551449,-1.579324,-3.047685,0.083091
15.575960,0.517250,-1.572042,-3.046469,0.084977
15.626043,0.481541,-1.563277,-3.045082,0.085140
15.676127,0.447301,-1.553134,-3.044546,0.086382
15.726210,0.412733,-1.543020,-3.043747,0.087320
15.776294,0.378402,-1.530333,-3.044715,0.087821
15.826377,0.344385,-1.520064,-3.043475,0.089246
15.876461,0.309126,-1.508642,-3.043731,0.089193
15.926544,0.273814,-1.497828,-3.043640,0.089240
15.976628,0.238418,-1.487397,-3.042865,0.089288
16.026711,0.204930,-1.476245,-3.042099,0.091017
16.076795,0.169284,-1.464289,-3.040654,0.090459
16.126878,0.134246,-1.454959,-3.039046,0.091097
16.176962,0.095826,-1.444254,-3.036800,0.088151
16.227045,0.060651,-1.434401,-3.036251,0.088558
16.277129,0.025460,-1.423276,-3.036059,0.088629
16.327212,-0.009858,-1.414103,-3.035734,0.089085
16.377295,-0.043751,-1.402308,-3.033623,0.090244
16.427379,-0.080427,-1.392062,-3.034330,0.089101
16.477462,-0.116044,-1.379857,-3.034105,0.088490
16.527546,-0.150662,-1.370483,-3.033731,0.089571
16.577629,-0.187228,-1.357807,-3.032277,0.087915
16.627713,-0.223770,-1.344266,-3.031022,0.086120
16.677796,-0.258529,-1.332936,-3.031217,0.086593
16.727880,-0.297317,-1.323207,-3.030358,0.083481
16.777963,-0.332964,-1.311653,-3.030352,0.083036
16.828047,-0.368125,-1.300435,-3.028706,0.083117
16.878130,-0.404933,-1.287218,-3.027206,0.081189
16.928214,-0.441341,-1.275905,-3.025372,0.080060
16.978297,-0.477913,-1.266682,-3.024823,0.079184
17.028381,-0.514774,-1.256425,-3.023051,0.077845
17.078464,-0.549386,-1.246592,-3.021953,0.078796
17.128548,-0.582387,-1.235441,-3.020516,0.081023
17.178631,-0.618471,-1.223836,-3.018665,0.080175
17.228715,-0.652622,-1.213427,-3.017803,0.081436
17.278798,-0.686372,-1.202496,-3.016969,0.082975
17.328881,-0.720766,-1.191459,-3.014992,0.083925
17.378965,-0.753105,-1.180663,-3.014545,0.086854
17.429048,-0.790047,-1.171339,-3.014340,0.085582
17.479132,-0.822807,-1.160163,-3.012854,0.088067
17.529215,-0.858654,-1.151280,-3.011641,0.088032
17.579299,-0.892355,-1.141453,-3.011429,0.089833
17.629382,-0.926590,-1.130146,-3.010702,0.090798
17.679466,-0.959579,-1.121471,-3.010821,0.093556
17.729549,-0.993453,-1.108666,-3.008969,0.094573
17.779633,-1.026261,-1.098747,-3.007042,0.097310
17.829716,-1.061386,-1.088954,-3.006646,0.097740
17.879800,-1.097048,-1.078147,-3.005671,0.097449
17.929883,-1.130720,-1.068297,-3.006045,0.099246
17.979967,-1.165507,-1.057426,-3.005273,0.099778
18.030050,-1.199510,-1.045223,-3.004095,0.100788
18.080134,-1.231006,-1.034126,-3.004146,0.104450
18.130217,-1.266124,-1.024308,-3.003205,0.104897
18.180301,-1.302132,-1.014549,-3.004136,0.104441
18.230384,-1.339110,-1.001145,-3.004771,0.102260
18.280467,-1.372441,-0.992255,-3.004123,0.104646
18.330551,-1.408382,-0.981563,-3.002581,0.104107
18.380634,-1.442994,-0.971349,-3.002446,0.104065
18.430718,-1.481029,-0.959682,-3.000460,0.098972
18.480801,-1.514151,-0.947213,-2.999486,0.097023
18.530885,-1.549009,-0.934412,-2.997402,0.091976
18.580968,-1.579310,-0.924527,-2.997877,0.090710
18.631052,-1.610434,-0.910201,-2.997480,0.086093
18.681135,-1.636130,-0.896175,-2.997729,0.085361
18.731219,-1.662988,-0.879590,-2.997016,0.081432
18.781302,-1.689184,-0.866961,-2.996021,0.078392
18.831386,-1.710883,-0.851063,-2.997167,0.076914
18.881469,-1.733389,-0.834546,-2.996703,0.073471
18.931553,-1.753043,-0.819511,-2.997038,0.072836
18.981636,-1.771588,-0.803749,-2.997135,0.072940
19.031720,-1.789339,-0.787192,-2.998242,0.073221
19.081803,-1.808353,-0.772538,-2.999161,0.073532
19.131886,-1.826298,-0.754215,-2.999541,0.072805
19.181970,-1.842685,-0.735216,-3.000257,0.072967
19.232053,-1.860947,-0.716978,-3.001351,0.071945
19.282137,-1.876630,-0.701273,-3.002024,0.074483
19.332220,-1.894164,-0.682247,-3.003155,0.073648
19.382304,-1.911702,-0.665638,-3.004963,0.074013
19.432387,-1.928903,-0.646731,-3.005347,0.073618
19.482471,-1.943820,-0.628910,-3.007495,0.075563
19.532554,-1.961123,-0.610961,-3.007687,0.075614
19.582638,-1.976254,-0.595490,-3.009301,0.078629
19.632721,-1.993693,-0.576026,-3.008517,0.077920
19.682805,-2.010260,-0.557866,-3.009539,0.078440
19.732888,-2.029783,-0.542264,-3.009916,0.077695
19.782972,-2.047796,-0.526612,-3.010305,0.078291
19.833055,-2.064044,-0.508583,-3.012546,0.078968
19.883139,-2.081362,-0.491365,-3.014065,0.079240
19.933222,-2.096459,-0.474107,-3.015490,0.081415
19.983306,-2.114256,-0.454618,-3.016931,0.080170
20.033389,-2.131062,-0.436078,-3.018293,0.080282
20.083472,-2.148402,-0.419626,-3.019913,0.080909
20.133556,-2.164557,-0.400543,-3.021463,0.081353
20.183639,-2.183719,-0.384505,-3.022219,0.080618
20.233723,-2.202648,-0.366750,-3.023492,0.079264
20.283806,-2.219293,-0.350097,-3.023526,0.080503
20.333890,-2.234958,-0.333089,-3.024381,0.082380
20.383973,-2.252956,-0.316047,-3.024042,0.082284
20.434057,-2.269419,-0.297211,-3.024909,0.082581
20.484140,-2.287064,-0.283224,-3.025832,0.084212
20.534224,-2.305273,-0.267535,-3.027081,0.084555
20.584307,-2.324747,-0.252351,-3.028804,0.084146
20.634391,-2.343588,-0.235028,-3.030302,0.083147
20.684474,-2.360803,-0.216921,-3.031591,0.083062
20.734558,-2.379624,-0.202875,-3.031993,0.084037
20.784641,-2.396893,-0.183707,-3.033296,0.083265
20.834725,-2.415921,-0.164080,-3.035100,0.080802
20.884808,-2.432120,-0.145118,-3.035427,0.081111
20.934891,-2.450054,-0.127492,-3.035534,0.080747
20.984975,-2.470160,-0.109240,-3.035683,0.078240
21.035058,-2.486520,-0.093867,-3.036275,0.080438
21.085142,-2.505197,-0.078376,-3.037331,0.080692
21.135225,-2.521793,-0.058121,-3.038073,0.079863
21.185309,-2.538438,-0.041193,-3.038202,0.080970
21.235392,-2.553963,-0.022941,-3.039686,0.082185
21.285476,-2.571785,-0.007160,-3.040504,0.082924
21.335559,-2.590662,0.011215,-3.040983,0.081355
21.385643,-2.606421,0.027313,-3.041514,0.083639
21.435726,-2.622765,0.045186,-3.042904,0.084389
21.485810,-2.641317,0.062497,-3.043088,0.083706
21.535893,-2.660163,0.081320,-3.044804,0.081843
21.585977,-2.679396,0.098279,-3.045194,0.080798
21.636060,-2.694612,0.115013,-3.045838,0.083153
21.686144,-2.711634,0.133700,-3.046931,0.082900
21.736227,-2.729556,0.150742,-3.048712,0.082804
21.786311,-2.747060,0.170289,-3.048632,0.081744
21.836394,-2.764005,0.185662,-3.048937,0.083459
21.886477,-2.780969,0.201977,-3.049253,0.084644
21.936561,-2.800046,0.217431,-3.050670,0.084564
21.986644,-2.817688,0.234146,-3.052376,0.084917
22.036728,-2.834912,0.253199,-3.053524,0.084238
22.086811,-2.853155,0.271752,-3.055074,0.083030
22.136895,-2.869750,0.291080,-3.055951,0.082756
22.186978,-2.887477,0.306271,-3.055880,0.083978
22.237062,-2.905143,0.322729,-3.056613,0.084505
22.287145,-2.923387,0.341016,-3.057101,0.083498
22.337229,-2.939718,0.357860,-3.058270,0.084851
22.387312,-2.955461,0.375400,-3.059194,0.086285
22.437396,-2.976320,0.394747,-3.059977,0.082527
22.487479,-2.993006,0.411520,-3.060430,0.083672
22.537563,-3.009402,0.427831,-3.061193,0.085307
22.587646,-3.024014,0.446412,-3.061684,0.087093
22.637730,-3.038824,0.466102,-3.062793,0.088156
22.687813,-3.057510,0.483730,-3.063321,0.087146
22.737896,-3.075435,0.501050,-3.064044,0.086934
22.787980,-3.091756,0.517881,-3.064220,0.088364
22.838063,-3.108563,0.535594,-3.066620,0.088786
22.888147,-3.124986,0.554666,-3.068498,0.088867
22.938230,-3.142378,0.572499,-3.070010,0.088808
22.988314,-3.159416,0.590572,-3.069359,0.089001
23.038397,-3.177642,0.610165,-3.069339,0.087403
23.088481,-3.193769,0.623394,-3.070393,0.090788
23.138564,-3.210389,0.639965,-3.070538,0.092099
23.188648,-3.227875,0.656600,-3.070677,0.092652
23.238731,-3.245879,0.673556,-3.071598,0.092555
23.288815,-3.265144,0.691500,-3.072096,0.090897
23.338898,-3.283973,0.706050,-3.072787,0.091502
23.388982,-3.302571,0.724582,-3.072881,0.090109
23.439065,-3.320088,0.741459,-3.074246,0.090455
23.489149,-3.334776,0.758468,-3.074689,0.093102
23.539232,-3.353469,0.774031,-3.075975,0.093256
23.589316,-3.372108,0.793430,-3.076525,0.091288
23.639399,-3.391772,0.810328,-3.077389,0.089935
23.689482,-3.411090,0.825080,-3.077457,0.090273
23.739566,-3.427378,0.843841,-3.078121,0.090502
23.789649,-3.444159,0.858114,-3.077781,0.093198
23.839733,-3.460893,0.875368,-3.078221,0.094026
23.889816,-3.477953,0.891276,-3.078781,0.095431
23.939900,-3.496511,0.908257,-3.080027,0.094950
23.989983,-3.513378,0.923884,-3.080251,0.096736
24.040067,-3.534418,0.942036,-3.082180,0.093591
24.090150,-3.548527,0.958378,-3.082661,0.096964
24.140234,-3.565949,0.976785,-3.083093,0.096513
24.190317,-3.582913,0.993820,-3.083859,0.097267
24.240401,-3.601649,1.012466,-3.085840,0.095527
24.290484,-3.617586,1.029111,-3.086206,0.097347
24.340568,-3.633920,1.046766,-3.087667,0.098127
24.390651,-3.651580,1.065947,-3.088568,0.092583
24.440735,-3.670204,1.082256,-3.088972,0.082887
24.490818,-3.683534,1.096561,-3.090014,0.073241
24.540902,-3.695447,1.109502,-3.091302,0.060577
24.590985,-3.698380,1.119282,-3.092516,0.051404
24.641068,-3.696219,1.125632,-3.093016,0.043447
24.691152,-3.690523,1.132354,-3.092979,0.032901
24.741235,-3.678415,1.136520,-3.093774,0.023654
24.791319,-3.663121,1.135406,-3.093241,0.019257
24.841402,-3.644408,1.135913,-3.093500,0.018245
24.891486,-3.622303,1.131976,-3.093908,0.027624
24.941569,-3.593400,1.124893,-3.092578,0.033791
24.991653,-3.559101,1.111486,-3.090175,0.034835
25.041736,-3.525259,1.101583,-3.089693,0.036173
25.091820,-3.487161,1.090523,-3.089497,0.033286
25.141903,-3.452739,1.078308,-3.088431,0.034136
25.191987,-3.418451,1.068282,-3.087971,0.035051
25.242070,-3.383891,1.057092,-3.086767,0.035744
25.292154,-3.347541,1.045346,-3.084599,0.034718
25.342237,-3.311934,1.035565,-3.084314,0.034308
25.392321,-3.276250,1.024392,-3.083041,0.033889
25.442404,-3.242763,1.012830,-3.082465,0.035619
25.492487,-3.208051,1.001961,-3.082528,0.036112
25.542571,-3.174612,0.993267,-3.081392,0.038018
25.592654,-3.137581,0.982575,-3.079750,0.036303
25.642738,-3.102456,0.974962,-3.077193,0.037012
25.692821,-3.067505,0.964016,-3.076123,0.037344
25.742905,-3.031772,0.950669,-3.074991,0.036539
25.792988,-2.998786,0.936932,-3.073736,0.038577
25.843072,-2.963776,0.926017,-3.072924,0.038808
