t_s,x_m,y_m,z_m,error_norm_m
2.203673,-0.231806,1.094537,-2.994658,0.075586
2.253756,-0.243535,1.119490,-2.994239,0.075454
2.303840,-0.255243,1.144568,-2.993484,0.075327
2.353923,-0.269618,1.170637,-2.994510,0.072705
2.404007,-0.282415,1.194655,-2.995487,0.072682
2.454090,-0.295982,1.216264,-2.995298,0.074407
2.504174,-0.307639,1.238046,-2.996967,0.076828
2.554257,-0.322014,1.261054,-2.997090,0.076956
2.604341,-0.333419,1.283541,-2.997544,0.079109
2.654424,-0.347704,1.307080,-2.998757,0.078760
2.704508,-0.360175,1.331111,-2.997265,0.079321
2.754591,-0.373898,1.356902,-2.997192,0.077685
2.804674,-0.389641,1.379598,-2.998464,0.077187
2.854758,-0.405575,1.399448,-2.998936,0.078978
2.904841,-0.417712,1.421066,-2.998131,0.081716
2.954925,-0.433568,1.443474,-2.998658,0.081507
3.005008,-0.449078,1.464808,-2.998668,0.082421
3.055092,-0.464994,1.486435,-3.000424,0.082694
3.105175,-0.480596,1.507959,-3.002110,0.083273
3.155259,-0.496735,1.528179,-3.002517,0.084669
3.205342,-0.512771,1.549465,-3.001179,0.085403
3.255426,-0.528701,1.571113,-3.000912,0.085843
3.305509,-0.545567,1.590688,-3.000867,0.087324
3.355593,-0.562739,1.610679,-3.001584,0.088214
3.405676,-0.576343,1.630084,-3.001244,0.091839
3.455760,-0.596403,1.650533,-3.001601,0.090591
3.505843,-0.614208,1.670605,-3.001894,0.091023
3.555927,-0.632866,1.690666,-3.000788,0.091056
3.606010,-0.653208,1.711083,-3.000387,0.089708
3.656093,-0.671813,1.732753,-3.000870,0.088297
3.706177,-0.690855,1.752795,-3.001165,0.087897
3.756260,-0.707886,1.769861,-3.002261,0.090944
3.806344,-0.728287,1.786955,-3.002797,0.091944
3.856427,-0.747709,1.807521,-3.002069,0.090890
3.906511,-0.767103,1.829585,-3.002747,0.088524
3.956594,-0.788242,1.848660,-3.004590,0.087242
4.006678,-0.806288,1.868297,-3.005338,0.087568
4.056761,-0.825697,1.885763,-3.006364,0.088636
4.106845,-0.844961,1.906196,-3.006633,0.087620
4.156928,-0.865001,1.924340,-3.005795,0.087872
4.207012,-0.886165,1.942729,-3.005778,0.087087
4.257095,-0.908792,1.958416,-3.007350,0.087105
4.307179,-0.929793,1.975334,-3.008012,0.087360
4.357262,-0.953328,1.992646,-3.008154,0.085636
4.407346,-0.974455,2.011193,-3.007894,0.084577
4.457429,-0.996742,2.026427,-3.009650,0.084977
4.507513,-1.017094,2.043929,-3.008621,0.085179
4.557596,-1.038538,2.061760,-3.008042,0.084370
4.607679,-1.061713,2.077185,-3.008834,0.083904
4.657763,-1.081210,2.092395,-3.010230,0.086051
4.707846,-1.104621,2.105273,-3.010810,0.087142
4.757930,-1.126185,2.119863,-3.011958,0.088200
4.808013,-1.152246,2.133991,-3.012338,0.086498
4.858097,-1.173003,2.149733,-3.013364,0.087142
4.908180,-1.195031,2.165462,-3.014045,0.086930
4.958264,-1.217824,2.177011,-3.015239,0.089035
5.008347,-1.239656,2.189888,-3.013534,0.090984
5.058431,-1.264752,2.201240,-3.014454,0.091496
5.108514,-1.288132,2.215802,-3.014081,0.090916
5.158598,-1.311151,2.226156,-3.013681,0.093529
5.208681,-1.333526,2.238910,-3.014349,0.094696
5.258765,-1.356374,2.250614,-3.014626,0.096232
5.308848,-1.379008,2.264828,-3.015715,0.096027
5.358932,-1.403706,2.274757,-3.016247,0.097294
5.409015,-1.426112,2.286745,-3.016611,0.098692
5.459098,-1.448726,2.297505,-3.017114,0.100707
5.509182,-1.473269,2.309875,-3.016779,0.100197
5.559265,-1.498075,2.321023,-3.018108,0.100115
5.609349,-1.520988,2.332618,-3.020338,0.101025
5.659432,-1.545234,2.341664,-3.019608,0.102698
5.709516,-1.571134,2.353426,-3.020274,0.101178
5.759599,-1.595565,2.364574,-3.019994,0.101148
5.809683,-1.621623,2.375336,-3.020059,0.100023
5.859766,-1.645372,2.386456,-3.020845,0.100341
5.909850,-1.671235,2.394250,-3.019962,0.101107
5.959933,-1.696091,2.402554,-3.019672,0.102216
6.010017,-1.721336,2.413007,-3.019298,0.101623
6.060100,-1.748809,2.421698,-3.021141,0.100063
6.110184,-1.774342,2.431235,-3.020817,0.099619
6.160267,-1.799991,2.440803,-3.023015,0.098789
6.210351,-1.826824,2.449987,-3.023757,0.097270
6.260434,-1.853293,2.456920,-3.024447,0.097253
6.310518,-1.880720,2.465073,-3.024336,0.095713
6.360601,-1.907300,2.472106,-3.024715,0.095373
6.410684,-1.933900,2.480844,-3.024899,0.093981
6.460768,-1.959726,2.487690,-3.025787,0.094146
6.510851,-1.986434,2.495056,-3.026324,0.093238
6.560935,-2.013712,2.502875,-3.026068,0.091599
6.611018,-2.038950,2.509595,-3.027406,0.092081
6.661102,-2.067404,2.514593,-3.027107,0.090697
6.711185,-2.094264,2.522258,-3.029943,0.089054
6.761269,-2.119895,2.528623,-3.030402,0.089263
6.811352,-2.147199,2.535768,-3.031102,0.087599
6.861436,-2.175688,2.540459,-3.030126,0.085982
6.911519,-2.200869,2.544575,-3.031038,0.087386
6.961603,-2.227689,2.549249,-3.032266,0.086989
7.011686,-2.253470,2.551445,-3.033344,0.088464
7.061770,-2.280215,2.554810,-3.033861,0.088549
7.111853,-2.308300,2.557837,-3.033662,0.087496
7.161937,-2.334121,2.558929,-3.034258,0.089133
7.212020,-2.361518,2.559438,-3.033796,0.089541
7.262104,-2.386710,2.561736,-3.034412,0.091091
7.312187,-2.416045,2.564614,-3.035211,0.088513
7.362270,-2.443016,2.566414,-3.036298,0.088414
7.412354,-2.467675,2.566212,-3.036552,0.091163
7.462437,-2.492587,2.567091,-3.036962,0.093180
7.512521,-2.519724,2.566787,-3.037956,0.093409
7.562604,-2.547584,2.566546,-3.038443,0.092876
7.612688,-2.575121,2.565128,-3.039726,0.092913
7.662771,-2.602827,2.564751,-3.040036,0.092365
7.712855,-2.629437,2.562623,-3.040631,0.093347
7.762938,-2.656955,2.563162,-3.038158,0.092634
7.813022,-2.684781,2.560451,-3.038233,0.092508
7.863105,-2.711813,2.558276,-3.039134,0.092726
7.913189,-2.738201,2.555826,-3.041573,0.093388
7.963272,-2.767204,2.553876,-3.041651,0.091516
8.013356,-2.795169,2.551196,-3.043330,0.090621
8.063439,-2.822289,2.548798,-3.044236,0.090331
8.113523,-2.848071,2.545750,-3.044608,0.091429
8.163606,-2.872654,2.543744,-3.045035,0.093163
8.213689,-2.897806,2.542320,-3.046772,0.094028
8.263773,-2.924305,2.540547,-3.046855,0.093776
8.313856,-2.953309,2.536288,-3.047156,0.091718
8.363940,-2.978075,2.531620,-3.046733,0.093761
8.414023,-3.004279,2.526305,-3.047506,0.094394
8.464107,-3.032706,2.522064,-3.046491,0.092623
8.514190,-3.060183,2.516111,-3.047322,0.091942
8.564274,-3.087007,2.510154,-3.046914,0.091874
8.614357,-3.115088,2.505978,-3.048664,0.089774
8.664441,-3.142205,2.500842,-3.050272,0.088757
8.714524,-3.167074,2.496299,-3.050321,0.089801
8.764608,-3.193369,2.491478,-3.052351,0.089288
8.814691,-3.219206,2.482657,-3.054339,0.089956
8.864775,-3.245203,2.474491,-3.054967,0.090294
8.914858,-3.269546,2.466464,-3.055272,0.092093
8.964942,-3.294895,2.459988,-3.054749,0.092502
9.015025,-3.320857,2.451215,-3.054584,0.092638
9.065109,-3.346383,2.444472,-3.054173,0.092690
9.115192,-3.373627,2.435716,-3.055367,0.091172
9.165275,-3.401796,2.425624,-3.056496,0.088872
9.215359,-3.430306,2.417984,-3.058161,0.085575
9.265442,-3.459575,2.407649,-3.057386,0.082114
9.315526,-3.484220,2.397430,-3.059117,0.082779
9.365609,-3.509239,2.386131,-3.060194,0.083210
9.415693,-3.536471,2.376325,-3.061803,0.080973
9.465776,-3.560124,2.367326,-3.062047,0.082010
9.515860,-3.585123,2.357988,-3.063574,0.081587
9.565943,-3.610023,2.349079,-3.064321,0.081134
9.616027,-3.635972,2.339040,-3.065886,0.079647
9.666110,-3.659407,2.326670,-3.065539,0.080902
9.716194,-3.682958,2.313795,-3.064401,0.082025
9.766277,-3.709054,2.301269,-3.064412,0.080360
9.816361,-3.732503,2.290254,-3.064364,0.080957
9.866444,-3.755790,2.278214,-3.065464,0.081585
9.916528,-3.779914,2.266964,-3.067544,0.081083
9.966611,-3.805230,2.252970,-3.069004,0.079564
10.016694,-3.828971,2.240492,-3.069680,0.079365
10.066778,-3.851650,2.228188,-3.071578,0.079993
10.116861,-3.875326,2.213265,-3.072710,0.079705
10.166945,-3.897286,2.201198,-3.072272,0.080871
10.217028,-3.918874,2.189134,-3.072608,0.082279
10.267112,-3.941059,2.173053,-3.072932,0.083041
10.317195,-3.961631,2.161188,-3.073923,0.085154
10.367279,-3.985406,2.146309,-3.074496,0.083976
10.417362,-4.006767,2.132087,-3.074440,0.085113
10.467446,-4.029557,2.117023,-3.075663,0.084567
10.517529,-4.052869,2.102449,-3.076378,0.083414
10.567613,-4.074340,2.085288,-3.077697,0.083774
10.617696,-4.096461,2.068425,-3.077597,0.083439
10.667780,-4.116235,2.053059,-3.076995,0.085396
10.717863,-4.137149,2.036953,-3.077359,0.085955
10.767947,-4.157885,2.021013,-3.079074,0.086437
10.818030,-4.176114,2.003041,-3.081080,0.089101
10.868114,-4.196981,1.986135,-3.080741,0.089207
10.918197,-4.219151,1.969375,-3.082110,0.087754
10.968280,-4.239290,1.953916,-3.081228,0.088472
11.018364,-4.258845,1.939125,-3.081874,0.089666
11.068447,-4.277689,1.919619,-3.083797,0.090660
11.118531,-4.297243,1.901728,-3.084033,0.091149
11.168614,-4.315542,1.883103,-3.084090,0.092624
11.218698,-4.336494,1.865087,-3.084591,0.091381
11.268781,-4.355353,1.845710,-3.086538,0.091714
11.318865,-4.374552,1.827959,-3.087983,0.091862
11.368948,-4.395052,1.806026,-3.088631,0.089917
11.419032,-4.413850,1.786898,-3.088530,0.089988
11.469115,-4.434478,1.769135,-3.090060,0.088235
11.519199,-4.451678,1.749528,-3.089057,0.089537
11.569282,-4.470591,1.727496,-3.090222,0.088368
11.619366,-4.489695,1.708031,-3.090007,0.087436
11.669449,-4.506930,1.689000,-3.090464,0.088209
11.719533,-4.526301,1.666910,-3.091564,0.086034
11.769616,-4.544891,1.647229,-3.093183,0.084919
11.819699,-4.562256,1.627611,-3.092639,0.085059
11.869783,-4.581145,1.607480,-3.093684,0.083325
11.919866,-4.598931,1.584031,-3.094768,0.081614
11.969950,-4.614484,1.562474,-3.095669,0.082384
12.020033,-4.631117,1.539303,-3.097168,0.081480
12.070117,-4.649206,1.514355,-3.097801,0.078659
12.120200,-4.667789,1.492365,-3.098942,0.075806
12.170284,-4.684281,1.469758,-3.100157,0.074648
12.220367,-4.699556,1.448984,-3.102139,0.074879
12.270451,-4.713359,1.425684,-3.103528,0.075764
12.320534,-4.729644,1.403689,-3.103247,0.074502
12.370618,-4.743935,1.380155,-3.102238,0.074647
12.420701,-4.758272,1.357146,-3.102947,0.074552
12.470785,-4.773128,1.332322,-3.103553,0.073297
12.520868,-4.785305,1.309578,-3.104130,0.074959
12.570952,-4.799278,1.286756,-3.105476,0.074609
12.621035,-4.812027,1.263064,-3.106567,0.075025
12.671119,-4.824723,1.239370,-3.107287,0.075323
12.721202,-4.835978,1.212885,-3.110086,0.075917
12.771285,-4.847314,1.190803,-3.111813,0.077460
12.821369,-4.859108,1.165135,-3.111796,0.077513
12.871452,-4.872106,1.140707,-3.113802,0.076411
12.921536,-4.885379,1.116451,-3.114519,0.074938
12.971619,-4.898052,1.093476,-3.114620,0.074230
13.021703,-4.908423,1.070534,-3.114493,0.075582
13.071786,-4.919221,1.045636,-3.114523,0.075718
13.121870,-4.926995,1.024187,-3.115053,0.079603
13.171953,-4.935501,0.999454,-3.115203,0.081523
13.222037,-4.946129,0.975328,-3.114992,0.081504
13.272120,-4.958182,0.949098,-3.114024,0.079301
13.322204,-4.969649,0.924864,-3.114253,0.078065
13.372287,-4.977691,0.899517,-3.114351,0.079377
13.422371,-4.984805,0.873524,-3.116239,0.080869
13.472454,-4.990795,0.847090,-3.116413,0.083244
13.522538,-4.998494,0.823730,-3.117713,0.084811
13.572621,-5.006407,0.796653,-3.118248,0.084681
13.622705,-5.012367,0.770511,-3.120349,0.086325
13.672788,-5.019465,0.746084,-3.121076,0.087457
13.722871,-5.026782,0.720741,-3.122754,0.087753
13.772955,-5.035900,0.695775,-3.122071,0.086553
13.823038,-5.042520,0.669829,-3.122291,0.086959
13.873122,-5.049582,0.642553,-3.122308,0.086228
13.923205,-5.055449,0.615611,-3.122207,0.086515
13.973289,-5.061257,0.589274,-3.122882,0.086776
14.023372,-5.065492,0.561097,-3.125692,0.087281
14.073456,-5.072502,0.534538,-3.125663,0.085958
14.123539,-5.080356,0.508403,-3.126668,0.083697
14.173623,-5.086786,0.479003,-3.127809,0.081193
14.223706,-5.093082,0.454255,-3.127588,0.080589
14.273790,-5.097091,0.428499,-3.128660,0.081285
14.323873,-5.102349,0.404110,-3.130454,0.081184
14.373957,-5.104691,0.377418,-3.131955,0.082465
14.424040,-5.109939,0.351977,-3.132946,0.081596
14.474124,-5.117165,0.325813,-3.133999,0.078499
14.524207,-5.121475,0.302264,-3.135924,0.079068
14.574290,-5.127634,0.276382,-3.137006,0.076825
14.624374,-5.131949,0.251378,-3.138365,0.076466
14.674457,-5.135143,0.224189,-3.139071,0.075546
14.724541,-5.138431,0.197880,-3.139687,0.074921
14.774624,-5.141923,0.171847,-3.140467,0.074150
14.824708,-5.142696,0.146615,-3.141989,0.075718
14.874791,-5.144058,0.118834,-3.142592,0.075009
14.924875,-5.144980,0.092876,-3.144102,0.075597
14.974958,-5.146511,0.065894,-3.145631,0.074859
15.025042,-5.146538,0.038404,-3.146296,0.074695
15.075125,-5.145779,0.012953,-3.146563,0.076337
15.125209,-5.145500,-0.015048,-3.146819,0.075647
15.175292,-5.144804,-0.043078,-3.148554,0.074933
15.225376,-5.145656,-0.069796,-3.148358,0.073963
15.275459,-5.145171,-0.097237,-3.148379,0.073219
15.325543,-5.143755,-0.124967,-3.148708,0.072684
15.375626,-5.143146,-0.152836,-3.149661,0.071229
15.425710,-5.141866,-0.180273,-3.150554,0.070344
15.475793,-5.140536,-0.208349,-3.151762,0.068792
15.525876,-5.136437,-0.234385,-3.152375,0.070442
15.575960,-5.136902,-0.261683,-3.152791,0.067924
15.626043,-5.130777,-0.290337,-3.153722,0.068534
15.676127,-5.127157,-0.318430,-3.155161,0.067646
15.726210,-5.123482,-0.345093,-3.156181,0.067636
15.776294,-5.117197,-0.373203,-3.157266,0.068187
15.826377,-5.111584,-0.401798,-3.158224,0.067762
15.876461,-5.106978,-0.428504,-3.158282,0.067739
15.926544,-5.102824,-0.455879,-3.159393,0.066611
15.976628,-5.098257,-0.482538,-3.160701,0.066021
16.026711,-5.094830,-0.509326,-3.160493,0.064416
16.076795,-5.090150,-0.534474,-3.161883,0.064531
16.126878,-5.086977,-0.560736,-3.162841,0.062683
16.176962,-5.081638,-0.588250,-3.164921,0.061049
16.227045,-5.075885,-0.613635,-3.165456,0.061181
16.277129,-5.068046,-0.638510,-3.166561,0.062781
16.327212,-5.060940,-0.664221,-3.168084,0.063024
16.377295,-5.055289,-0.692473,-3.170277,0.060137
16.427379,-5.046103,-0.720262,-3.171218,0.059649
16.477462,-5.039113,-0.745589,-3.171290,0.059448
16.527546,-5.032163,-0.772002,-3.173292,0.058119
16.577629,-5.024903,-0.798203,-3.173588,0.056954
16.627713,-5.015742,-0.823776,-3.174926,0.057194
16.677796,-5.008442,-0.848768,-3.176153,0.056571
16.727880,-5.000517,-0.874752,-3.176199,0.055315
16.777963,-4.992846,-0.900197,-3.175611,0.054199
16.828047,-4.985835,-0.925422,-3.175700,0.052776
16.878130,-4.975527,-0.950747,-3.176135,0.052719
16.928214,-4.966792,-0.975851,-3.177047,0.051854
16.978297,-4.957846,-0.999891,-3.177670,0.051892
17.028381,-4.947309,-1.023919,-3.178702,0.052433
17.078464,-4.935029,-1.048935,-3.181361,0.052538
17.128548,-4.924234,-1.076711,-3.181173,0.049404
17.178631,-4.914009,-1.101387,-3.181241,0.048613
17.228715,-4.902358,-1.124033,-3.182123,0.050030
17.278798,-4.888826,-1.146921,-3.181246,0.051871
17.328881,-4.878434,-1.170199,-3.182310,0.051809
17.378965,-4.866436,-1.196751,-3.183217,0.049120
17.429048,-4.854353,-1.218977,-3.181873,0.050513
17.479132,-4.840363,-1.241551,-3.182231,0.051852
17.529215,-4.826450,-1.264718,-3.183547,0.052284
17.579299,-4.808882,-1.288753,-3.182272,0.053337
17.629382,-4.794228,-1.313700,-3.183066,0.052058
17.679466,-4.778074,-1.338738,-3.182923,0.051297
17.729549,-4.765070,-1.361932,-3.183319,0.050484
17.779633,-4.749351,-1.385303,-3.182936,0.050612
17.829716,-4.733384,-1.406899,-3.183498,0.051995
17.879800,-4.718004,-1.428112,-3.184210,0.053177
17.929883,-4.704629,-1.449226,-3.186192,0.053157
17.979967,-4.690673,-1.473119,-3.186653,0.050969
18.030050,-4.675110,-1.494888,-3.188100,0.050916
18.080134,-4.661272,-1.518572,-3.187441,0.048667
18.130217,-4.643473,-1.539594,-3.186834,0.050028
18.180301,-4.626438,-1.559434,-3.187328,0.051726
18.230384,-4.607680,-1.581163,-3.187893,0.052074
18.280467,-4.591766,-1.602791,-3.189418,0.051022
18.330551,-4.574054,-1.626069,-3.191673,0.048752
18.380634,-4.556426,-1.649024,-3.191324,0.047060
18.430718,-4.538656,-1.668181,-3.192378,0.048272
18.480801,-4.520077,-1.687566,-3.193198,0.049397
18.530885,-4.503331,-1.708083,-3.193922,0.048583
18.580968,-4.486137,-1.729705,-3.193609,0.046939
18.631052,-4.471176,-1.748079,-3.195890,0.046813
18.681135,-4.454103,-1.768033,-3.195367,0.046360
18.731219,-4.436404,-1.786445,-3.197165,0.046813
18.781302,-4.415767,-1.807319,-3.198878,0.045356
18.831386,-4.396339,-1.825654,-3.199697,0.046006
18.881469,-4.377346,-1.845617,-3.200109,0.044845
18.931553,-4.356828,-1.865874,-3.201368,0.043340
18.981636,-4.334693,-1.885769,-3.201187,0.042697
19.031720,-4.313241,-1.902926,-3.203152,0.043778
19.081803,-4.292863,-1.921883,-3.203190,0.042998
19.131886,-4.272395,-1.938920,-3.204048,0.043606
19.181970,-4.253137,-1.956985,-3.204293,0.042782
19.232053,-4.233431,-1.975582,-3.205272,0.041204
19.282137,-4.214532,-1.993451,-3.205984,0.039977
19.332220,-4.192291,-2.011012,-3.205768,0.039758
19.382304,-4.172415,-2.030130,-3.205889,0.037268
19.432387,-4.150655,-2.044873,-3.206800,0.038828
19.482471,-4.129195,-2.060582,-3.207354,0.039275
19.532554,-4.108704,-2.078485,-3.208566,0.037076
19.582638,-4.087071,-2.095304,-3.209378,0.035956
19.632721,-4.064875,-2.110333,-3.210845,0.036204
19.682805,-4.042276,-2.126031,-3.210924,0.035978
19.732888,-4.019616,-2.139545,-3.211848,0.037384
19.782972,-3.998975,-2.155570,-3.212496,0.036041
19.833055,-3.976947,-2.168906,-3.211108,0.037780
19.883139,-3.954794,-2.183900,-3.212595,0.036896
19.933222,-3.930907,-2.199114,-3.214277,0.035536
19.983306,-3.911165,-2.213593,-3.216002,0.034800
20.033389,-3.890889,-2.225254,-3.216436,0.037180
20.083472,-3.866888,-2.239383,-3.216124,0.036653
20.133556,-3.844782,-2.253899,-3.216377,0.035810
20.183639,-3.818763,-2.268698,-3.218331,0.033205
20.233723,-3.796608,-2.282548,-3.218991,0.032489
20.283806,-3.771457,-2.294178,-3.219483,0.032994
20.333890,-3.745710,-2.304067,-3.220740,0.034636
20.383973,-3.721713,-2.316654,-3.221356,0.034036
20.434057,-3.697188,-2.325795,-3.220626,0.036732
20.484140,-3.674009,-2.340082,-3.222417,0.033994
20.534224,-3.648384,-2.352158,-3.222608,0.032997
20.584307,-3.623113,-2.363164,-3.224526,0.032393
20.634391,-3.599092,-2.373536,-3.224794,0.032919
20.684474,-3.574411,-2.384417,-3.224978,0.032634
20.734558,-3.549054,-2.398058,-3.226753,0.029004
20.784641,-3.522852,-2.409968,-3.228973,0.026371
20.834725,-3.498284,-2.418484,-3.228745,0.027788
20.884808,-3.474093,-2.429465,-3.230638,0.026462
20.934891,-3.449587,-2.438560,-3.230439,0.027072
20.984975,-3.426765,-2.447303,-3.230876,0.028575
21.035058,-3.399041,-2.454338,-3.230210,0.029121
21.085142,-3.373434,-2.464545,-3.231256,0.027490
21.135225,-3.348536,-2.474722,-3.232345,0.026201
21.185309,-3.321094,-2.480915,-3.233996,0.026289
21.235392,-3.295988,-2.487094,-3.234458,0.027853
21.285476,-3.268694,-2.494582,-3.235117,0.026944
21.335559,-3.243624,-2.503603,-3.235583,0.025972
21.385643,-3.218837,-2.513136,-3.234204,0.025537
21.435726,-3.192739,-2.519138,-3.235279,0.025814
21.485810,-3.165687,-2.526579,-3.237078,0.024168
21.535893,-3.137210,-2.531049,-3.236560,0.024028
21.585977,-3.111542,-2.537447,-3.237834,0.023846
21.636060,-3.084543,-2.542011,-3.238233,0.024083
21.686144,-3.056746,-2.547905,-3.239094,0.022621
21.736227,-3.031717,-2.554909,-3.239865,0.022477
21.786311,-3.005376,-2.556429,-3.238854,0.024985
21.836394,-2.978923,-2.558966,-3.239108,0.026316
21.886477,-2.951217,-2.563005,-3.239661,0.025606
21.936561,-2.922987,-2.566222,-3.240220,0.024897
21.986644,-2.895955,-2.569219,-3.241925,0.024589
22.036728,-2.869065,-2.571531,-3.242155,0.025177
22.086811,-2.841064,-2.575990,-3.243032,0.023255
22.136895,-2.814458,-2.578794,-3.242628,0.023682
22.186978,-2.788692,-2.581354,-3.243738,0.024187
22.237062,-2.761410,-2.584807,-3.243557,0.023510
22.287145,-2.735162,-2.587257,-3.242972,0.024290
22.337229,-2.707678,-2.587481,-3.244471,0.024081
22.387312,-2.681540,-2.586586,-3.245623,0.025548
22.437396,-2.653911,-2.588322,-3.247951,0.024065
22.487479,-2.626163,-2.590042,-3.248241,0.023071
22.537563,-2.598927,-2.589270,-3.248669,0.023454
22.587646,-2.572110,-2.591878,-3.250325,0.022304
22.637730,-2.546030,-2.593389,-3.250752,0.022783
22.687813,-2.519864,-2.594049,-3.251281,0.023480
22.737896,-2.492921,-2.592984,-3.251767,0.023757
22.787980,-2.464416,-2.592183,-3.252304,0.022453
22.838063,-2.438579,-2.591824,-3.253796,0.023349
22.888147,-2.410625,-2.590410,-3.254220,0.022608
22.938230,-2.384090,-2.589952,-3.254883,0.023181
22.988314,-2.356999,-2.587434,-3.254858,0.023385
23.038397,-2.330533,-2.586121,-3.255303,0.024153
23.088481,-2.303546,-2.585438,-3.256827,0.024400
23.138564,-2.278758,-2.580903,-3.257719,0.026298
23.188648,-2.252063,-2.579064,-3.258361,0.026947
23.238731,-2.223718,-2.573627,-3.257661,0.025615
23.288815,-2.198192,-2.569368,-3.258890,0.026806
23.338898,-2.171245,-2.565854,-3.259421,0.026954
23.388982,-2.143809,-2.560687,-3.259527,0.026404
23.439065,-2.116873,-2.556443,-3.259028,0.026711
23.489149,-2.090540,-2.549778,-3.258750,0.027017
23.539232,-2.063743,-2.543865,-3.258201,0.027175
23.589316,-2.037960,-2.538948,-3.258306,0.028282
23.639399,-2.011776,-2.531160,-3.258190,0.028513
23.689482,-1.985128,-2.523335,-3.258726,0.028143
23.739566,-1.957207,-2.515008,-3.259149,0.026593
23.789649,-1.930590,-2.509624,-3.258715,0.026868
23.839733,-1.903853,-2.502272,-3.259791,0.026195
23.889816,-1.878873,-2.495212,-3.259198,0.027787
23.939900,-1.853878,-2.489463,-3.259846,0.029139
23.989983,-1.824607,-2.480533,-3.260283,0.026085
24.040067,-1.800541,-2.474436,-3.260716,0.028357
24.090150,-1.773701,-2.465856,-3.260787,0.027692
24.140234,-1.746472,-2.455427,-3.260057,0.026538
24.190317,-1.719635,-2.448965,-3.259716,0.026886
24.240401,-1.694259,-2.439651,-3.260229,0.027080
24.290484,-1.669303,-2.430652,-3.261261,0.027513
24.340568,-1.643422,-2.420498,-3.261598,0.027114
24.390651,-1.619347,-2.409129,-3.263234,0.027093
24.440735,-1.597399,-2.401270,-3.264026,0.030683
24.490818,-1.571921,-2.390863,-3.264839,0.030368
24.540902,-1.545555,-2.379585,-3.265840,0.028903
24.590985,-1.521248,-2.369137,-3.267049,0.029476
24.641068,-1.496468,-2.358177,-3.268545,0.029404
24.691152,-1.472627,-2.345936,-3.269147,0.029752
24.741235,-1.447437,-2.334225,-3.268844,0.029566
24.791319,-1.423367,-2.323138,-3.268950,0.030545
24.841402,-1.399258,-2.309468,-3.270642,0.029673
24.891486,-1.376124,-2.297687,-3.269918,0.031311
24.941569,-1.350385,-2.286746,-3.270593,0.031131
24.991653,-1.326965,-2.273067,-3.271053,0.031200
25.041736,-1.307078,-2.262401,-3.272100,0.035660
25.091820,-1.280529,-2.247028,-3.272772,0.032398
25.141903,-1.256425,-2.233737,-3.274045,0.032206
25.191987,-1.232595,-2.219319,-3.274181,0.031791
25.242070,-1.210967,-2.205252,-3.273558,0.033393
25.292154,-1.186751,-2.188232,-3.273692,0.031093
25.342237,-1.162919,-2.174062,-3.273328,0.031166
25.392321,-1.140843,-2.160141,-3.272622,0.032797
25.442404,-1.117835,-2.145171,-3.272427,0.033024
