t_s,x_m,y_m,z_m,error_norm_m,score_hint
5.559265,1.061571,2.337394,-3.145068,0.061015,95.963718
5.609349,1.038052,2.348624,-3.147358,0.061353,95.963718
5.659432,1.013507,2.357875,-3.147177,0.062712,95.963718
5.709516,0.987695,2.369098,-3.148153,0.061523,95.963718
5.759599,0.962961,2.379792,-3.148335,0.061281,95.963718
5.809683,0.936982,2.390129,-3.148800,0.060434,95.963718
5.859766,0.912711,2.400668,-3.149859,0.060264,95.963718
5.909850,0.886833,2.408643,-3.149522,0.061101,95.963718
5.959933,0.861688,2.416934,-3.149673,0.061950,95.963718
6.010017,0.836229,2.426768,-3.149749,0.061253,95.963718
6.060100,0.809079,2.435211,-3.151667,0.060276,95.963718
6.110184,0.783364,2.444221,-3.151773,0.059744,95.963718
6.160267,0.757544,2.453185,-3.153975,0.058857,95.963718
6.210351,0.730816,2.461791,-3.154958,0.057621,95.963718
6.260434,0.704345,2.468640,-3.155892,0.057734,95.963718
6.310518,0.677136,2.476334,-3.156152,0.056612,95.963718
6.360601,0.650548,2.483119,-3.156816,0.056387,95.963718
6.410684,0.623929,2.491113,-3.157311,0.055070,95.963718
6.460768,0.597877,2.497617,-3.158387,0.055044,95.963718
6.510851,0.571148,2.504441,-3.159165,0.054198,95.963718
6.560935,0.543979,2.511536,-3.159276,0.052757,95.963718
6.611018,0.518327,2.517735,-3.160710,0.052747,95.963718
6.661102,0.490251,2.522571,-3.160774,0.051987,95.963718
6.711185,0.463360,2.529338,-3.163444,0.050309,95.963718
6.761269,0.437380,2.535058,-3.164128,0.050045,95.963718
6.811352,0.410136,2.541294,-3.165007,0.048382,95.963718
6.861436,0.381994,2.545617,-3.164483,0.047262,95.963718
6.911519,0.356326,2.549438,-3.165527,0.048065,95.963718
6.961603,0.329420,2.553606,-3.166829,0.047551,95.963718
7.011686,0.303288,2.555844,-3.167999,0.048718,95.963718
7.061770,0.276427,2.558889,-3.168696,0.048688,95.963718
7.111853,0.248555,2.561608,-3.168791,0.047951,95.963718
7.161937,0.222377,2.562804,-3.169542,0.049285,95.963718
7.212020,0.195013,2.563492,-3.169406,0.049920,95.963718
7.262104,0.169301,2.565450,-3.170162,0.050806,95.963718
7.312187,0.140479,2.567771,-3.171065,0.048872,95.963718
7.362270,0.113429,2.569212,-3.172203,0.048687,95.963718
7.412354,0.088112,2.569080,-3.172640,0.050718,95.963718
7.462437,0.062606,2.569688,-3.173200,0.051995,95.963718
7.512521,0.035432,2.569336,-3.174242,0.052298,95.963718
7.562604,0.007717,2.568961,-3.174855,0.052039,95.963718
7.612688,-0.019753,2.567631,-3.176126,0.052339,95.963718
7.662771,-0.047347,2.567010,-3.176580,0.051985,95.963718
7.712855,-0.074115,2.565005,-3.177265,0.052934,95.963718
7.762938,-0.101559,2.564928,-3.175389,0.052192,95.963718
7.813022,-0.129228,2.562343,-3.175629,0.052452,95.963718
7.863105,-0.156297,2.560087,-3.176552,0.052728,95.963718
7.913189,-0.182874,2.557555,-3.178750,0.053259,95.963718
7.963272,-0.211407,2.555327,-3.178976,0.052049,95.963718
8.013356,-0.239151,2.552480,-3.180528,0.051543,95.963718
8.063439,-0.266253,2.549773,-3.181431,0.051296,95.963718
8.113523,-0.292342,2.546508,-3.181884,0.052015,95.963718
8.163606,-0.317520,2.543955,-3.182376,0.052846,95.963718
8.213689,-0.343114,2.541767,-3.183954,0.052951,95.963718
8.263773,-0.369706,2.539246,-3.184147,0.052363,95.963718
8.313856,-0.398164,2.534790,-3.184516,0.051047,95.963718
8.363940,-0.423430,2.529958,-3.184275,0.052479,95.963718
8.414023,-0.449760,2.524571,-3.185026,0.053045,95.963718
8.464107,-0.477742,2.519918,-3.184280,0.051759,95.963718
8.514190,-0.504996,2.513912,-3.185067,0.051477,95.963718
8.564274,-0.531744,2.507834,-3.184815,0.051568,95.963718
8.614357,-0.559417,2.503021,-3.186356,0.049813,95.963718
8.664441,-0.586349,2.497419,-3.187772,0.048927,95.963718
8.714524,-0.611576,2.492193,-3.187883,0.049239,95.963718
8.764608,-0.637854,2.486690,-3.189639,0.048498,95.963718
8.814691,-0.663768,2.478118,-3.191354,0.049374,95.963718
8.864775,-0.689780,2.469969,-3.191930,0.049834,95.963718
8.914858,-0.714531,2.461856,-3.192230,0.051183,95.963718
8.964942,-0.740014,2.454838,-3.191834,0.051215,95.963718
9.015025,-0.765934,2.446029,-3.191731,0.051497,95.963718
9.065109,-0.791503,2.438676,-3.191417,0.051244,95.963718
9.115192,-0.818337,2.429746,-3.192434,0.050266,95.963718
9.165275,-0.845838,2.419746,-3.193391,0.049012,95.963718
9.215359,-0.873569,2.411518,-3.194788,0.046479,95.963718
9.265442,-0.901844,2.401204,-3.194147,0.044467,95.963718
9.315526,-0.926623,2.390910,-3.195587,0.045055,95.963718
9.365609,-0.951655,2.379740,-3.196477,0.045713,95.963718
9.415693,-0.978318,2.369624,-3.197804,0.044185,95.963718
9.465776,-1.002267,2.360048,-3.197987,0.044504,95.963718
9.515860,-1.027196,2.350153,-3.199234,0.043898,95.963718
9.565943,-1.052020,2.340515,-3.199824,0.043096,95.963718
9.616027,-1.077598,2.329965,-3.201090,0.041825,95.963718
9.666110,-1.101261,2.317603,-3.200757,0.042911,95.963718
9.716194,-1.124976,2.304798,-3.199759,0.043984,95.963718
9.766277,-1.150567,2.292193,-3.199712,0.043037,95.963718
9.816361,-1.174140,2.280657,-3.199610,0.043155,95.963718
9.866444,-1.197556,2.268289,-3.200458,0.043482,95.963718
9.916528,-1.221564,2.256452,-3.202118,0.042775,95.963718
9.966611,-1.246431,2.242496,-3.203254,0.042012,95.963718
10.016694,-1.270079,2.229615,-3.203732,0.041702,95.963718
10.066778,-1.292894,2.216803,-3.205221,0.041864,95.963718
10.116861,-1.316418,2.201966,-3.206067,0.041997,95.963718
10.166945,-1.338617,2.189212,-3.205598,0.042336,95.963718
10.217028,-1.360499,2.176399,-3.205768,0.042835,95.963718
10.267112,-1.382787,2.160514,-3.205921,0.043780,95.963718
10.317195,-1.403826,2.147732,-3.206625,0.044671,95.963718
10.367279,-1.427226,2.132631,-3.206974,0.043837,95.963718
10.417362,-1.448773,2.117964,-3.206794,0.044475,95.963718
10.467446,-1.471350,2.102608,-3.207673,0.044034,95.963718
10.517529,-1.494276,2.087563,-3.208124,0.042988,95.963718
10.567613,-1.515777,2.070520,-3.209070,0.043569,95.963718
10.617696,-1.537723,2.053645,-3.208829,0.043522,95.963718
10.667780,-1.557863,2.037836,-3.208164,0.044764,95.963718
10.717863,-1.578813,2.021416,-3.208297,0.045109,95.963718
10.767947,-1.599584,2.005067,-3.209551,0.045313,95.963718
10.818030,-1.618427,1.987139,-3.211041,0.047518,95.963718
10.868114,-1.639203,1.969956,-3.210571,0.047561,95.963718
10.918197,-1.660908,1.952830,-3.211518,0.046388,95.963718
10.968280,-1.681042,1.936625,-3.210583,0.046505,95.963718
11.018364,-1.700690,1.920870,-3.210917,0.046839,95.963718
11.068447,-1.719754,1.901526,-3.212308,0.047897,95.963718
11.118531,-1.739302,1.883342,-3.212287,0.048226,95.963718
11.168614,-1.757858,1.864557,-3.212112,0.049401,95.963718
11.218698,-1.778353,1.846177,-3.212300,0.048373,95.963718
11.268781,-1.797227,1.826727,-3.213688,0.048754,95.963718
11.318865,-1.816304,1.808448,-3.214651,0.048659,95.963718
11.368948,-1.836305,1.786983,-3.214944,0.047726,95.963718
11.419032,-1.854976,1.767574,-3.214607,0.047739,95.963718
11.469115,-1.874966,1.749141,-3.215625,0.046071,95.963718
11.519199,-1.892332,1.729278,-3.214524,0.047042,95.963718
11.569282,-1.910928,1.707549,-3.215225,0.046575,95.963718
11.619366,-1.929612,1.687699,-3.214770,0.045743,95.963718
11.669449,-1.946839,1.668130,-3.214869,0.046092,95.963718
11.719533,-1.965613,1.646221,-3.215498,0.044755,95.963718
11.769616,-1.983744,1.626076,-3.216554,0.043700,95.963718
11.819699,-2.000901,1.605933,-3.215801,0.043566,95.963718
11.869783,-2.019142,1.585363,-3.216367,0.042043,95.963718
11.919866,-2.036499,1.562262,-3.216960,0.041187,95.963718
11.969950,-2.052123,1.540538,-3.217393,0.041828,95.963718
12.020033,-2.068499,1.517563,-3.218321,0.041488,95.963718
12.070117,-2.085908,1.493214,-3.218520,0.040068,95.963718
12.120200,-2.103627,1.471044,-3.219137,0.037906,95.963718
12.170284,-2.119720,1.448371,-3.219809,0.037158,95.963718
12.220367,-2.134838,1.427035,-3.221116,0.036985,95.963718
12.270451,-2.148792,1.403765,-3.221922,0.037919,95.963718
12.320534,-2.164547,1.381437,-3.221331,0.036782,95.963718
12.370618,-2.178746,1.357918,-3.220127,0.037092,95.963718
12.420701,-2.192917,1.334757,-3.220350,0.037063,95.963718
12.470785,-2.207415,1.310199,-3.220481,0.036573,95.963718
12.520868,-2.219840,1.287166,-3.220582,0.037756,95.963718
12.570952,-2.233551,1.264040,-3.221318,0.037371,95.963718
12.621035,-2.246280,1.240229,-3.221836,0.037773,95.963718
12.671119,-2.258906,1.216382,-3.222040,0.038045,95.963718
12.721202,-2.270387,1.190411,-3.223971,0.039275,95.963718
12.771285,-2.281864,1.167710,-3.225001,0.040059,95.963718
12.821369,-2.293621,1.142289,-3.224574,0.040524,95.963718
12.871452,-2.306215,1.117767,-3.225827,0.039812,95.963718
12.921536,-2.318952,1.093344,-3.225999,0.038690,95.963718
12.971619,-2.331172,1.069855,-3.225653,0.037761,95.963718
13.021703,-2.341600,1.046361,-3.225111,0.038416,95.963718
13.071786,-2.352281,1.021373,-3.224694,0.038604,95.963718
13.121870,-2.360630,0.998945,-3.224689,0.040916,95.963718
13.171953,-2.369460,0.974028,-3.224362,0.042448,95.963718
13.222037,-2.379814,0.949542,-3.223728,0.042267,95.963718
13.272120,-2.391171,0.923451,-3.222458,0.040797,95.963718
13.322204,-2.402020,0.898835,-3.222179,0.039617,95.963718
13.372287,-2.410233,0.873360,-3.221786,0.040735,95.963718
13.422371,-2.417681,0.847379,-3.222879,0.042112,95.963718
13.472454,-2.424219,0.821044,-3.222539,0.044281,95.963718
13.522538,-2.431970,0.796994,-3.223131,0.045095,95.963718
13.572621,-2.439813,0.770136,-3.223081,0.045349,95.963718
13.622705,-2.446123,0.743960,-3.224330,0.046808,95.963718
13.672788,-2.453217,0.719051,-3.224428,0.047468,95.963718
13.722871,-2.460406,0.693437,-3.225315,0.047649,95.963718
13.772955,-2.468876,0.668087,-3.224227,0.046505,95.963718
13.823038,-2.475404,0.641987,-3.223887,0.046860,95.963718
13.873122,-2.482192,0.614872,-3.223373,0.046562,95.963718
13.923205,-2.488015,0.587993,-3.222755,0.047011,95.963718
13.973289,-2.493724,0.561553,-3.222778,0.047292,95.963718
14.023372,-2.498182,0.533719,-3.224575,0.048155,95.963718
14.073456,-2.504652,0.507086,-3.224000,0.047177,95.963718
14.123539,-2.511684,0.480759,-3.224283,0.045330,95.963718
14.173623,-2.517577,0.451971,-3.224673,0.044028,95.963718
14.223706,-2.523299,0.426661,-3.223923,0.043156,95.963718
14.273790,-2.527235,0.400585,-3.224246,0.043579,95.963718
14.323873,-2.532038,0.375525,-3.225165,0.043029,95.963718
14.373957,-2.534581,0.348729,-3.225835,0.044152,95.963718
14.424040,-2.539233,0.322863,-3.226074,0.043198,95.963718
14.474124,-2.545297,0.296448,-3.226359,0.040523,95.963718
14.524207,-2.549104,0.271988,-3.227367,0.040339,95.963718
14.574290,-2.554225,0.245772,-3.227666,0.038269,95.963718
14.624374,-2.557892,0.220211,-3.228193,0.037621,95.963718
14.674457,-2.560648,0.193006,-3.228169,0.036939,95.963718
14.724541,-2.563401,0.166457,-3.228064,0.036313,95.963718
14.774624,-2.566237,0.140114,-3.228093,0.035498,95.963718
14.824708,-2.566961,0.114369,-3.228733,0.036592,95.963718
14.874791,-2.568057,0.086711,-3.228603,0.036188,95.963718
14.924875,-2.568750,0.060419,-3.229224,0.036577,95.963718
14.974958,-2.569828,0.033361,-3.229856,0.036018,95.963718
15.025042,-2.569707,0.005922,-3.229763,0.036029,95.963718
15.075125,-2.568925,-0.019985,-3.229333,0.037201,95.963718
15.125209,-2.568432,-0.047802,-3.228889,0.036839,95.963718
15.175292,-2.567554,-0.075638,-3.229673,0.036525,95.963718
15.225376,-2.567766,-0.102486,-3.228842,0.035634,95.963718
15.275459,-2.566903,-0.129871,-3.228188,0.035108,95.963718
15.325543,-2.565271,-0.157467,-3.227786,0.034846,95.963718
15.375626,-2.564173,-0.185161,-3.227898,0.033815,95.963718
15.425710,-2.562500,-0.212524,-3.227955,0.033200,95.963718
15.475793,-2.560719,-0.240358,-3.228271,0.032145,95.963718
15.525876,-2.556791,-0.266655,-3.228086,0.033502,95.963718
15.575960,-2.556213,-0.293887,-3.227731,0.031368,95.963718
15.626043,-2.550623,-0.322127,-3.227801,0.032442,95.963718
15.676127,-2.546841,-0.349935,-3.228290,0.032052,95.963718
15.726210,-2.542947,-0.376660,-3.228425,0.032100,95.963718
15.776294,-2.537025,-0.404457,-3.228610,0.033057,95.963718
15.826377,-2.531537,-0.432605,-3.228684,0.033274,95.963718
15.876461,-2.526733,-0.459322,-3.228002,0.033317,95.963718
15.926544,-2.522198,-0.486527,-3.228195,0.032598,95.963718
15.976628,-2.517284,-0.513179,-3.228546,0.032194,95.963718
16.026711,-2.513155,-0.539912,-3.227630,0.030825,95.963718
16.076795,-2.508017,-0.565398,-3.228041,0.030664,95.963718
16.126878,-2.503939,-0.591703,-3.228087,0.028978,95.963718
16.176962,-2.498168,-0.618928,-3.229064,0.027941,95.963718
16.227045,-2.492018,-0.644538,-3.228748,0.027868,95.963718
16.277129,-2.484233,-0.669746,-3.228904,0.029118,95.963718
16.327212,-2.476931,-0.695560,-3.229403,0.029373,95.963718
16.377295,-2.470650,-0.723259,-3.230456,0.027467,95.963718
16.427379,-2.461651,-0.750588,-3.230461,0.027678,95.963718
16.477462,-2.454231,-0.776049,-3.229738,0.027330,95.963718
16.527546,-2.446773,-0.802301,-3.230618,0.026441,95.963718
16.577629,-2.439015,-0.828370,-3.230073,0.025501,95.963718
16.627713,-2.429764,-0.853944,-3.230391,0.025871,95.963718
16.677796,-2.421841,-0.879057,-3.230613,0.025211,95.963718
16.727880,-2.413383,-0.904887,-3.229847,0.024153,95.963718
16.777963,-2.405050,-0.930287,-3.228547,0.023004,95.963718
16.828047,-2.397146,-0.955494,-3.227807,0.021557,95.963718
16.878130,-2.386703,-0.980748,-3.227352,0.021620,95.963718
16.928214,-2.377373,-1.005807,-3.227290,0.020847,95.963718
16.978297,-2.367821,-1.030040,-3.226983,0.020661,95.963718
17.028381,-2.357011,-1.054233,-3.227013,0.021080,95.963718
17.078464,-2.344828,-1.079136,-3.228394,0.021592,95.963718
17.128548,-2.333695,-1.106077,-3.227399,0.019416,95.963718
17.178631,-2.322926,-1.130662,-3.226613,0.018653,95.963718
17.228715,-2.311024,-1.153691,-3.226501,0.019657,95.963718
17.278798,-2.297648,-1.176868,-3.224919,0.021077,95.963718
17.328881,-2.286564,-1.200302,-3.224951,0.020868,95.963718
17.378965,-2.274212,-1.226159,-3.224848,0.019007,95.963718
17.429048,-2.261735,-1.248734,-3.222865,0.019869,95.963718
17.479132,-2.247766,-1.271536,-3.222297,0.020990,95.963718
17.529215,-2.233793,-1.294744,-3.222523,0.021455,95.963718
17.579299,-2.217018,-1.318566,-3.220585,0.022773,95.963718
17.629382,-2.202368,-1.343034,-3.220369,0.022131,95.963718
17.679466,-2.186533,-1.367533,-3.219367,0.022136,95.963718
17.729549,-2.173000,-1.390608,-3.218811,0.021424,95.963718
17.779633,-2.157372,-1.413776,-3.217602,0.021871,95.963718
17.829716,-2.141499,-1.435573,-3.217176,0.023055,95.963718
17.879800,-2.126007,-1.457040,-3.216872,0.023938,95.963718
17.929883,-2.111962,-1.478393,-3.217622,0.023594,95.963718
17.979967,-2.097423,-1.501786,-3.217101,0.021958,95.963718
18.030050,-2.081621,-1.523544,-3.217399,0.021946,95.963718
18.080134,-2.067056,-1.546694,-3.215937,0.020214,95.963718
18.130217,-2.049465,-1.567804,-3.214515,0.021551,95.963718
18.180301,-2.032390,-1.587982,-3.214008,0.022872,95.963718
18.230384,-2.013968,-1.609532,-3.213555,0.023544,95.963718
18.280467,-1.997624,-1.630961,-3.213899,0.022706,95.963718
18.330551,-1.979877,-1.653579,-3.214847,0.021337,95.963718
18.380634,-1.962140,-1.675909,-3.213623,0.020464,95.963718
18.430718,-1.944242,-1.695343,-3.213565,0.021319,95.963718
18.480801,-1.925686,-1.714899,-3.213307,0.022273,95.963718
18.530885,-1.908451,-1.735255,-3.212966,0.021574,95.963718
18.580968,-1.890828,-1.756391,-3.211758,0.020454,95.963718
18.631052,-1.874828,-1.775041,-3.212707,0.019744,95.963718
18.681135,-1.857194,-1.794826,-3.211318,0.019364,95.963718
18.731219,-1.839040,-1.813403,-3.211858,0.019572,95.963718
18.781302,-1.818633,-1.833776,-3.212325,0.018802,95.963718
18.831386,-1.799084,-1.852192,-3.212043,0.019372,95.963718
18.881469,-1.779812,-1.871777,-3.211419,0.018590,95.963718
18.931553,-1.759348,-1.891529,-3.211497,0.017751,95.963718
18.981636,-1.737624,-1.910956,-3.210373,0.017868,95.963718
19.031720,-1.716366,-1.928276,-3.211033,0.018917,95.963718
19.081803,-1.695866,-1.946891,-3.210084,0.018539,95.963718
19.131886,-1.675252,-1.964012,-3.209817,0.019023,95.963718
19.181970,-1.655501,-1.981847,-3.209034,0.018298,95.963718
19.232053,-1.635370,-2.000026,-3.208861,0.017101,95.963718
19.282137,-1.615800,-2.017603,-3.208462,0.015957,95.963718
19.332220,-1.593679,-2.034891,-3.207286,0.016149,95.963718
19.382304,-1.573290,-2.053291,-3.206388,0.014329,95.963718
19.432387,-1.551445,-2.068351,-3.206146,0.015486,95.963718
19.482471,-1.529784,-2.084078,-3.205603,0.015849,95.963718
19.532554,-1.508808,-2.101391,-3.205607,0.014147,95.963718
19.582638,-1.486935,-2.117833,-3.205273,0.013383,95.963718
19.632721,-1.464600,-2.132872,-3.205483,0.013594,95.963718
19.682805,-1.441924,-2.148353,-3.204533,0.013607,95.963718
19.732888,-1.419164,-2.162136,-3.204285,0.014695,95.963718
19.782972,-1.397879,-2.177742,-3.203803,0.013535,95.963718
19.833055,-1.375517,-2.191270,-3.201622,0.014961,95.963718
19.883139,-1.353025,-2.205980,-3.201835,0.014263,95.963718
19.933222,-1.329196,-2.220793,-3.202208,0.013370,95.963718
19.983306,-1.308441,-2.234993,-3.202612,0.012603,95.963718
20.033389,-1.287250,-2.247016,-3.201940,0.014479,95.963718
20.083472,-1.263232,-2.260827,-3.200642,0.014227,95.963718
20.133556,-1.240601,-2.274866,-3.199814,0.013800,95.963718
20.183639,-1.215003,-2.289053,-3.200399,0.011830,95.963718
20.233723,-1.192271,-2.302465,-3.199905,0.011501,95.963718
20.283806,-1.167261,-2.314146,-3.199268,0.011916,95.963718
20.333890,-1.141772,-2.324458,-3.199265,0.013185,95.963718
20.383973,-1.117567,-2.336728,-3.198727,0.012842,95.963718
20.434057,-1.092935,-2.346349,-3.197064,0.015011,95.963718
20.484140,-1.069286,-2.359763,-3.197500,0.013060,95.963718
20.534224,-1.043773,-2.371453,-3.196600,0.012424,95.963718
20.584307,-1.018498,-2.382275,-3.197137,0.012028,95.963718
20.634391,-0.994135,-2.392555,-3.196296,0.012557,95.963718
20.684474,-0.969250,-2.403149,-3.195384,0.012483,95.963718
20.734558,-0.943834,-2.415746,-3.195794,0.009907,95.963718
20.784641,-0.917759,-2.426979,-3.196574,0.008034,95.963718
20.834725,-0.892886,-2.435598,-3.195312,0.009230,95.963718
20.884808,-0.868272,-2.445998,-3.195815,0.008638,95.963718
20.934891,-0.843400,-2.454916,-3.194572,0.009335,95.963718
20.984975,-0.819770,-2.463501,-3.193857,0.011035,95.963718
21.035058,-0.792442,-2.470737,-3.192221,0.011048,95.963718
21.085142,-0.766681,-2.480284,-3.192010,0.010179,95.963718
21.135225,-0.741433,-2.489738,-3.191833,0.009868,95.963718
21.185309,-0.714258,-2.496136,-3.192122,0.009557,95.963718
21.235392,-0.688817,-2.502455,-3.191419,0.010823,95.963718
21.285476,-0.661718,-2.509685,-3.190877,0.010115,95.963718
21.335559,-0.636270,-2.517996,-3.190173,0.009988,95.963718
21.385643,-0.611018,-2.526620,-3.187930,0.010644,95.963718
21.435726,-0.584769,-2.532527,-3.187729,0.010895,95.963718
21.485810,-0.557789,-2.539442,-3.188131,0.010079,95.963718
21.535893,-0.529727,-2.544060,-3.186600,0.009306,95.963718
21.585977,-0.503759,-2.550052,-3.186560,0.009672,95.963718
21.636060,-0.476780,-2.554600,-3.185790,0.009688,95.963718
21.686144,-0.449192,-2.560073,-3.185403,0.008753,95.963718
21.736227,-0.423668,-2.566309,-3.184939,0.009774,95.963718
21.786311,-0.397151,-2.568360,-3.182989,0.010867,95.963718
