t_s,x_m,y_m,z_m,error_norm_m
15.525876,1.524552,1.805646,-3.231457,0.028590
15.609349,1.552625,1.797614,-3.232582,0.029381
15.692821,1.581346,1.790963,-3.234085,0.029148
15.776294,1.610595,1.784944,-3.236022,0.028193
15.859766,1.638584,1.778085,-3.237916,0.028650
15.943239,1.667137,1.770236,-3.239458,0.028831
16.026711,1.694510,1.763247,-3.240688,0.030033
16.110184,1.722639,1.756376,-3.242109,0.030453
16.193656,1.751881,1.749602,-3.243955,0.029709
16.277129,1.780744,1.742105,-3.245465,0.029522
16.360601,1.809409,1.735179,-3.246617,0.029483
16.444073,1.838130,1.728403,-3.248228,0.029286
16.527546,1.865716,1.721860,-3.248985,0.030317
16.611018,1.893689,1.714702,-3.250433,0.030942
16.694491,1.922200,1.706364,-3.251836,0.031241
16.777963,1.951172,1.698378,-3.253395,0.031036
16.861436,1.979619,1.691429,-3.254837,0.030934
16.944908,2.007566,1.684226,-3.255264,0.030946
17.028381,2.034662,1.675858,-3.256542,0.031205
17.111853,2.062492,1.668147,-3.258010,0.030005
17.195326,2.088812,1.659523,-3.258793,0.029962
17.278798,2.114686,1.651634,-3.260329,0.029576
17.362270,2.140834,1.642670,-3.260821,0.028737
17.445743,2.165997,1.631839,-3.261740,0.028280
17.529215,2.189941,1.620434,-3.262720,0.028459
17.612688,2.214141,1.609041,-3.263069,0.028001
17.696160,2.237995,1.598344,-3.263502,0.027373
17.779633,2.261126,1.585684,-3.264179,0.026819
17.863105,2.284159,1.573010,-3.265107,0.025794
17.946578,2.305030,1.559422,-3.265550,0.026418
18.030050,2.326144,1.546293,-3.265600,0.026494
18.113523,2.347056,1.532029,-3.266738,0.025881
18.196995,2.367601,1.516470,-3.267401,0.025112
18.280467,2.387575,1.500076,-3.268112,0.024308
18.363940,2.407560,1.484381,-3.268067,0.023320
18.447412,2.426906,1.467690,-3.268242,0.022297
18.530885,2.445268,1.451900,-3.268066,0.022047
18.614357,2.462958,1.434000,-3.267959,0.021592
18.697830,2.479963,1.416111,-3.268788,0.021083
18.781302,2.496515,1.397850,-3.269124,0.020672
18.864775,2.511986,1.379150,-3.268711,0.020979
18.948247,2.528106,1.360954,-3.268845,0.020380
19.031720,2.543286,1.340944,-3.268605,0.019836
19.115192,2.557615,1.319894,-3.268543,0.019310
19.198664,2.571625,1.299368,-3.268530,0.018952
19.282137,2.585065,1.279219,-3.267680,0.019333
19.365609,2.599048,1.257469,-3.266970,0.018533
19.449082,2.611767,1.236212,-3.266526,0.018955
19.532554,2.624730,1.214954,-3.266592,0.019041
19.616027,2.637174,1.193205,-3.265719,0.019582
19.699499,2.650428,1.171746,-3.264184,0.019768
19.782972,2.663094,1.150365,-3.263678,0.020194
19.866444,2.675941,1.129430,-3.262993,0.020721
19.949917,2.688431,1.108567,-3.262614,0.021492
20.033389,2.701333,1.087667,-3.262321,0.021886
20.116861,2.714180,1.066866,-3.262225,0.022336
20.200334,2.726293,1.047072,-3.262217,0.023918
20.283806,2.738400,1.025587,-3.262443,0.024598
20.367279,2.751582,1.004687,-3.262526,0.024749
20.450751,2.764994,0.983216,-3.261695,0.024562
20.534224,2.778675,0.961523,-3.261211,0.023977
20.617696,2.793058,0.940285,-3.260895,0.023057
20.701169,2.804673,0.918177,-3.260447,0.023911
20.784641,2.817814,0.895957,-3.259823,0.023523
20.868114,2.830633,0.874909,-3.259642,0.023936
20.951586,2.843751,0.853573,-3.259419,0.023962
21.035058,2.856988,0.831805,-3.259600,0.023609
21.118531,2.869627,0.810092,-3.259404,0.023854
21.202003,2.882241,0.787846,-3.259074,0.023893
21.285476,2.895117,0.767042,-3.258597,0.024419
21.368948,2.907137,0.745634,-3.258913,0.025332
21.452421,2.920747,0.723617,-3.259520,0.024583
21.535893,2.934065,0.702486,-3.259446,0.024553
21.619366,2.946837,0.680483,-3.258717,0.024612
21.702838,2.960475,0.659289,-3.257735,0.024294
21.786311,2.974103,0.638743,-3.256803,0.024325
21.869783,2.987378,0.617159,-3.255777,0.024170
21.953255,3.001579,0.595515,-3.254978,0.023184
22.036728,3.014856,0.573814,-3.254087,0.022974
22.120200,3.028020,0.552744,-3.253035,0.023217
22.203673,3.040595,0.531807,-3.252898,0.023903
22.287145,3.053921,0.511395,-3.252353,0.024320
22.370618,3.066702,0.489476,-3.251520,0.024390
22.454090,3.080335,0.467606,-3.250950,0.023756
22.537563,3.093757,0.446931,-3.250178,0.023996
22.621035,3.107210,0.425132,-3.249428,0.023581
22.704508,3.120232,0.404087,-3.248766,0.023931
22.787980,3.132903,0.382776,-3.248167,0.024397
22.871452,3.145773,0.361471,-3.247639,0.024695
22.954925,3.159351,0.341006,-3.246904,0.024970
23.038397,3.172122,0.319415,-3.246707,0.025111
23.121870,3.185927,0.298244,-3.244977,0.025015
23.205342,3.198358,0.276689,-3.244749,0.025429
23.288815,3.211196,0.255002,-3.244067,0.025558
23.372287,3.224153,0.234147,-3.244111,0.025935
23.455760,3.236899,0.212788,-3.243452,0.026323
23.539232,3.249340,0.190985,-3.242909,0.026667
23.622705,3.262165,0.170325,-3.242958,0.027266
23.706177,3.274744,0.148904,-3.242060,0.027794
23.789649,3.287958,0.127141,-3.241608,0.027539
23.873122,3.300759,0.105662,-3.241185,0.027340
23.956594,3.313289,0.084254,-3.240505,0.026590
24.040067,3.324931,0.062705,-3.240064,0.025554
24.123539,3.334680,0.041788,-3.239953,0.025455
24.207012,3.344863,0.021386,-3.239204,0.024615
24.290484,3.353134,0.000417,-3.238610,0.024026
24.373957,3.360730,-0.019236,-3.237838,0.023993
24.457429,3.367926,-0.040076,-3.237118,0.022675
24.540902,3.374222,-0.061168,-3.235958,0.021136
24.624374,3.379206,-0.080568,-3.235569,0.020717
24.707846,3.383630,-0.100415,-3.235294,0.019619
24.791319,3.386819,-0.120078,-3.233935,0.018970
24.874791,3.388214,-0.138613,-3.233630,0.019369
24.958264,3.388681,-0.156871,-3.231887,0.020154
25.041736,3.389098,-0.175804,-3.231068,0.019608
25.125209,3.389024,-0.194607,-3.229798,0.018969
25.208681,3.387172,-0.213075,-3.229357,0.018737
25.292154,3.385401,-0.230878,-3.228282,0.018789
25.375626,3.381491,-0.249929,-3.227296,0.017961
25.459098,3.376432,-0.268870,-3.226679,0.017080
25.542571,3.371159,-0.286958,-3.225762,0.016752
25.626043,3.364473,-0.305752,-3.224566,0.015752
25.709516,3.357619,-0.324234,-3.223723,0.014805
25.792988,3.348278,-0.342393,-3.221738,0.014309
25.876461,3.338657,-0.359379,-3.220470,0.014696
25.959933,3.328056,-0.376965,-3.219283,0.014347
26.043406,3.316769,-0.393767,-3.218060,0.014674
26.126878,3.304562,-0.410580,-3.216167,0.014938
26.210351,3.290689,-0.427064,-3.214421,0.015275
26.293823,3.276516,-0.442645,-3.213104,0.016417
26.377295,3.261931,-0.459462,-3.210945,0.016338
26.460768,3.247593,-0.476269,-3.208617,0.016354
26.544240,3.233405,-0.492952,-3.206864,0.016464
26.627713,3.219580,-0.510031,-3.205082,0.016304
26.711185,3.206347,-0.527464,-3.203584,0.016023
26.794658,3.192653,-0.544415,-3.202376,0.016089
26.878130,3.177388,-0.561453,-3.200831,0.015498
26.961603,3.163147,-0.578545,-3.198518,0.015367
27.045075,3.147255,-0.596310,-3.196866,0.013887
27.128548,3.132874,-0.612857,-3.194550,0.014224
27.212020,3.118028,-0.629287,-3.192674,0.014419
27.295492,3.103557,-0.645015,-3.190680,0.015418
27.378965,3.089355,-0.661148,-3.189174,0.016038
27.462437,3.074562,-0.677841,-3.187085,0.016065
27.545910,3.060827,-0.693322,-3.185943,0.017374
27.629382,3.046554,-0.710844,-3.184424,0.016725
27.712855,3.032117,-0.727455,-3.182400,0.016936
27.796327,3.017832,-0.744276,-3.180881,0.016928
27.879800,3.003283,-0.761438,-3.180026,0.016404
27.963272,2.989034,-0.778519,-3.178515,0.016205
28.046745,2.974046,-0.794948,-3.176860,0.016262
28.130217,2.959527,-0.811472,-3.175157,0.016457
28.213689,2.944087,-0.827794,-3.173884,0.016393
28.297162,2.929760,-0.845200,-3.172052,0.015884
28.380634,2.915801,-0.861792,-3.170861,0.016210
28.464107,2.900763,-0.877807,-3.169357,0.016614
28.547579,2.885117,-0.893976,-3.167002,0.016763
28.631052,2.870660,-0.910779,-3.165155,0.016739
28.714524,2.855962,-0.926845,-3.164055,0.017225
28.797997,2.842231,-0.943526,-3.162587,0.017544
28.881469,2.827983,-0.960305,-3.161033,0.017603
28.964942,2.813597,-0.977657,-3.159433,0.017098
29.048414,2.798734,-0.994238,-3.157846,0.017085
29.131886,2.784278,-1.011053,-3.156071,0.017048
29.215359,2.769933,-1.027357,-3.154329,0.017519
29.298831,2.755185,-1.044622,-3.152965,0.016924
29.382304,2.740894,-1.060152,-3.150663,0.018156
29.465776,2.726554,-1.076141,-3.149025,0.018902
29.549249,2.711727,-1.092856,-3.147190,0.018807
29.632721,2.697899,-1.109642,-3.145361,0.019079
29.716194,2.683231,-1.125293,-3.143863,0.019968
29.799666,2.668967,-1.142550,-3.141922,0.019644
29.883139,2.654245,-1.159429,-3.140779,0.019380
29.966611,2.639318,-1.175867,-3.139055,0.019471
30.050083,2.624706,-1.191896,-3.136898,0.020113
30.133556,2.609664,-1.209155,-3.134540,0.019508
30.217028,2.596149,-1.226657,-3.132764,0.019294
30.300501,2.581485,-1.243660,-3.131217,0.018981
30.383973,2.566848,-1.260151,-3.129475,0.019155
30.467446,2.552431,-1.277412,-3.127339,0.018834
30.550918,2.537275,-1.294075,-3.125239,0.018680
30.634391,2.523100,-1.309979,-3.124278,0.019440
30.717863,2.508194,-1.325581,-3.122522,0.020279
30.801336,2.493875,-1.342631,-3.121015,0.020069
30.884808,2.479824,-1.358488,-3.119475,0.021041
30.968280,2.465186,-1.375458,-3.117521,0.020825
31.051753,2.450860,-1.391875,-3.115687,0.021224
31.135225,2.435774,-1.409880,-3.114415,0.019799
31.218698,2.420617,-1.426845,-3.112844,0.019292
31.302170,2.406870,-1.443706,-3.110672,0.019639
31.385643,2.391830,-1.459778,-3.108904,0.019983
31.469115,2.378013,-1.477380,-3.106369,0.019764
31.552588,2.363396,-1.494516,-3.104447,0.019450
31.636060,2.349192,-1.510826,-3.102332,0.020082
31.719533,2.335007,-1.527969,-3.100425,0.020006
31.803005,2.320628,-1.544991,-3.099480,0.019697
31.886477,2.306760,-1.560733,-3.097714,0.020915
31.969950,2.290836,-1.576464,-3.096500,0.020870
32.053422,2.275995,-1.592335,-3.095232,0.021423
32.136895,2.260190,-1.608731,-3.093268,0.021273
32.220367,2.243525,-1.624012,-3.091990,0.021404
32.303840,2.226234,-1.637982,-3.090689,0.022167
32.387312,2.207323,-1.653291,-3.088179,0.021278
32.470785,2.189320,-1.667226,-3.086796,0.021955
32.554257,2.170330,-1.680185,-3.085069,0.022791
32.637730,2.149483,-1.693039,-3.082672,0.022647
32.721202,2.128353,-1.705227,-3.081844,0.022534
32.804674,2.107217,-1.718295,-3.080012,0.022403
32.888147,2.086620,-1.729875,-3.078343,0.023802
32.971619,2.065272,-1.741223,-3.076532,0.025077
33.055092,2.041353,-1.752527,-3.075415,0.024374
33.138564,2.018054,-1.762932,-3.073751,0.025095
33.222037,1.993815,-1.772329,-3.073230,0.025516
33.305509,1.968803,-1.780682,-3.072344,0.026206
33.388982,1.943050,-1.789280,-3.071637,0.026456
33.472454,1.917407,-1.798009,-3.070425,0.027163
33.555927,1.890499,-1.806004,-3.069364,0.027439
33.639399,1.863140,-1.815385,-3.068151,0.027069
33.722871,1.834981,-1.822696,-3.066784,0.027316
33.806344,1.806687,-1.829862,-3.065382,0.027885
33.889816,1.777920,-1.836102,-3.064384,0.028711
33.973289,1.748294,-1.842168,-3.063623,0.029177
34.056761,1.719222,-1.849520,-3.062895,0.030080
34.140234,1.689002,-1.855065,-3.062622,0.030980
34.223706,1.657685,-1.861029,-3.061020,0.031391
34.307179,1.624781,-1.866048,-3.060901,0.030526
34.390651,1.593160,-1.871571,-3.060667,0.030783
34.474124,1.561258,-1.876857,-3.060016,0.030907
34.557596,1.528704,-1.881264,-3.058830,0.030676
34.641068,1.496068,-1.885090,-3.058022,0.030493
34.724541,1.463975,-1.889613,-3.057523,0.030618
34.808013,1.432444,-1.894042,-3.056905,0.031324
34.891486,1.400228,-1.898978,-3.056061,0.031248
34.974958,1.367950,-1.904599,-3.055374,0.030914
35.058431,1.336389,-1.910017,-3.054715,0.031343
35.141903,1.304236,-1.915564,-3.053315,0.031235
35.225376,1.272014,-1.920419,-3.052578,0.031176
35.308848,1.240504,-1.925422,-3.051565,0.031801
35.392321,1.207924,-1.929572,-3.050512,0.031567
35.475793,1.175677,-1.935173,-3.049258,0.031363
35.559265,1.142541,-1.940185,-3.048380,0.030391
35.642738,1.110871,-1.944540,-3.047594,0.030977
35.726210,1.079167,-1.949858,-3.046800,0.031338
35.809683,1.046825,-1.953696,-3.045750,0.031393
35.893155,1.015216,-1.958883,-3.044606,0.031891
35.976628,0.983378,-1.963637,-3.044162,0.032212
36.060100,0.952165,-1.968597,-3.043203,0.033138
36.143573,0.919490,-1.973970,-3.042398,0.032551
36.227045,0.887884,-1.978004,-3.041092,0.033285
36.310518,0.855993,-1.982415,-3.040949,0.033616
36.393990,0.824420,-1.988353,-3.039223,0.034051
36.477462,0.792539,-1.994207,-3.037758,0.034236
36.560935,0.761587,-1.998486,-3.036764,0.035535
36.644407,0.729813,-2.004196,-3.036036,0.035819
36.727880,0.698425,-2.007696,-3.034183,0.036850
36.811352,0.666914,-2.012632,-3.033088,0.037515
36.894825,0.635710,-2.017993,-3.032187,0.038416
36.978297,0.604198,-2.022943,-3.031568,0.039045
37.061770,0.571395,-2.027604,-3.030074,0.038503
37.145242,0.539469,-2.031869,-3.029406,0.038807
37.228715,0.508632,-2.035995,-3.028921,0.040202
37.312187,0.476747,-2.041219,-3.027736,0.040464
37.395659,0.444170,-2.045500,-3.027211,0.040125
37.479132,0.411946,-2.049968,-3.025901,0.040166
37.562604,0.379240,-2.055731,-3.025165,0.039511
37.646077,0.346992,-2.060242,-3.023758,0.039526
37.729549,0.314856,-2.064614,-3.023105,0.039619
37.813022,0.282839,-2.068999,-3.021413,0.039911
37.896494,0.251909,-2.073076,-3.020586,0.041255
37.979967,0.219764,-2.077635,-3.019551,0.041347
38.063439,0.188631,-2.083057,-3.018418,0.042306
38.146912,0.156153,-2.087268,-3.018348,0.042047
38.230384,0.123306,-2.090884,-3.017668,0.041596
38.313856,0.090538,-2.095467,-3.016436,0.041091
38.397329,0.058054,-2.099598,-3.015761,0.040925
38.480801,0.025691,-2.104742,-3.015464,0.040647
38.564274,-0.007446,-2.109119,-3.014204,0.039830
38.647746,-0.039926,-2.113230,-3.013402,0.039698
38.731219,-0.072056,-2.118179,-3.012115,0.039739
38.814691,-0.103249,-2.122865,-3.011246,0.040727
38.898164,-0.135250,-2.127689,-3.010921,0.040760
38.981636,-0.168513,-2.131063,-3.009228,0.039810
39.065109,-0.199852,-2.134305,-3.008513,0.040587
39.148581,-0.231184,-2.137582,-3.007623,0.041310
39.232053,-0.263058,-2.139328,-3.007680,0.041651
39.315526,-0.294779,-2.138961,-3.006259,0.042424
39.398998,-0.327004,-2.137612,-3.005610,0.042725
39.482471,-0.359701,-2.136723,-3.004825,0.042442
39.565943,-0.392925,-2.135999,-3.004447,0.041588
39.649416,-0.425470,-2.133567,-3.003478,0.041599
39.732888,-0.457862,-2.130855,-3.002833,0.041801
39.816361,-0.490691,-2.125637,-3.001928,0.041675
39.899833,-0.523500,-2.119904,-3.001388,0.041587
39.983306,-0.555839,-2.114635,-3.001144,0.042006
40.066778,-0.588721,-2.108471,-3.000980,0.041973
40.150250,-0.620876,-2.100668,-2.999885,0.042742
40.233723,-0.653877,-2.092715,-2.999051,0.042776
40.317195,-0.685965,-2.084065,-2.998641,0.043786
40.400668,-0.718307,-2.073791,-2.998046,0.044521
40.484140,-0.751267,-2.063162,-2.997608,0.044766
40.567613,-0.785034,-2.050866,-2.997858,0.044083
40.651085,-0.817396,-2.038182,-2.997221,0.044975
40.734558,-0.850215,-2.025618,-2.997803,0.045598
40.818030,-0.883241,-2.010456,-2.997833,0.045723
40.901503,-0.917506,-1.995260,-2.997313,0.044916
40.984975,-0.950991,-1.979982,-2.996407,0.045164
41.068447,-0.984208,-1.963751,-2.996755,0.045628
41.151920,-1.017557,-1.948003,-2.997222,0.046508
41.235392,-1.050386,-1.929430,-2.996838,0.047316
41.318865,-1.081821,-1.909370,-2.996439,0.048949
41.402337,-1.115921,-1.889672,-2.996510,0.048203
41.485810,-1.149347,-1.869862,-2.996439,0.048058
41.569282,-1.182607,-1.850210,-2.996764,0.048096
41.652755,-1.215786,-1.831098,-2.996367,0.048446
41.736227,-1.248605,-1.811679,-2.996124,0.049018
41.819699,-1.281932,-1.792276,-2.996170,0.049098
41.903172,-1.315843,-1.772394,-2.996393,0.048453
41.986644,-1.349307,-1.752843,-2.996651,0.048339
42.070117,-1.383682,-1.732984,-2.996713,0.047280
42.153589,-1.417950,-1.714144,-2.996917,0.046666
42.237062,-1.451279,-1.695599,-2.996505,0.047091
42.320534,-1.483734,-1.676371,-2.996429,0.048053
42.404007,-1.517382,-1.657093,-2.996416,0.047889
42.487479,-1.550609,-1.637902,-2.996011,0.048178
42.570952,-1.584326,-1.619417,-2.996205,0.048249
42.654424,-1.617000,-1.599719,-2.996022,0.048830
42.737896,-1.650732,-1.579528,-2.995913,0.048249
42.821369,-1.684878,-1.559726,-2.995667,0.047450
42.904841,-1.718533,-1.539636,-2.995317,0.047008
42.988314,-1.751131,-1.520583,-2.995819,0.047849
43.071786,-1.785823,-1.501578,-2.996036,0.046812
43.155259,-1.819011,-1.482338,-2.996074,0.047086
43.238731,-1.852409,-1.463034,-2.996406,0.047119
43.322204,-1.886034,-1.445034,-2.996366,0.047515
