t_s,x_m,y_m,z_m,error_norm_m,score_hint
8.614357,3.996093,-0.138940,-3.332114,0.036384,87.048914
8.664441,4.019731,-0.170902,-3.333665,0.035141,87.048914
8.714524,4.042460,-0.202811,-3.336085,0.034570,87.048914
8.764608,4.065399,-0.233698,-3.336601,0.033275,87.048914
8.814691,4.086444,-0.265976,-3.338082,0.028313,87.048914
8.864775,4.102773,-0.296627,-3.339045,0.023793,87.048914
8.914858,4.113418,-0.326490,-3.340075,0.019958,87.048914
8.964942,4.120344,-0.352985,-3.340744,0.016639,87.048914
9.015025,4.124370,-0.378813,-3.340200,0.012422,87.048914
9.065109,4.123145,-0.405036,-3.339888,0.008025,87.048914
9.115192,4.117727,-0.429736,-3.338461,0.005941,87.048914
9.165275,4.108399,-0.452366,-3.338794,0.008027,87.048914
9.215359,4.094403,-0.472643,-3.336597,0.012796,87.048914
9.265442,4.075870,-0.491308,-3.334416,0.017727,87.048914
9.315526,4.052507,-0.510782,-3.332417,0.020835,87.048914
9.365609,4.024700,-0.527643,-3.329901,0.019833,87.048914
9.415693,3.998370,-0.545723,-3.328127,0.020217,87.048914
9.465776,3.971767,-0.563351,-3.326800,0.020482,87.048914
9.515860,3.943393,-0.580301,-3.322964,0.018848,87.048914
9.565943,3.916415,-0.595766,-3.321048,0.019212,87.048914
9.616027,3.889309,-0.613794,-3.317425,0.018682,87.048914
9.666110,3.862164,-0.632168,-3.313963,0.018064,87.048914
9.716194,3.836007,-0.647668,-3.310387,0.019285,87.048914
9.766277,3.808043,-0.663986,-3.308452,0.018774,87.048914
9.816361,3.780174,-0.682666,-3.306207,0.017391,87.048914
9.866444,3.753842,-0.698909,-3.302975,0.018423,87.048914
9.916528,3.727873,-0.716867,-3.300441,0.019013,87.048914
9.966611,3.702026,-0.734342,-3.297664,0.019930,87.048914
10.016694,3.676783,-0.752438,-3.294040,0.021071,87.048914
10.066778,3.650410,-0.770725,-3.291864,0.021202,87.048914
10.116861,3.624469,-0.788004,-3.289596,0.022152,87.048914
10.166945,3.598668,-0.804840,-3.286584,0.023369,87.048914
10.217028,3.571661,-0.824215,-3.282879,0.022424,87.048914
10.267112,3.545685,-0.841938,-3.281181,0.023186,87.048914
10.317195,3.519126,-0.860544,-3.278665,0.023065,87.048914
10.367279,3.492166,-0.876974,-3.276583,0.023403,87.048914
10.417362,3.465818,-0.894393,-3.273097,0.023823,87.048914
10.467446,3.437945,-0.912595,-3.269962,0.022579,87.048914
10.517529,3.411782,-0.929527,-3.265563,0.023395,87.048914
10.567613,3.386110,-0.947968,-3.262123,0.024096,87.048914
10.617696,3.359846,-0.966414,-3.258762,0.024295,87.048914
10.667780,3.333416,-0.983149,-3.256595,0.024934,87.048914
10.717863,3.305946,-1.000029,-3.254383,0.024620,87.048914
10.767947,3.278809,-1.019093,-3.252174,0.023709,87.048914
10.818030,3.252277,-1.038491,-3.248618,0.023284,87.048914
10.868114,3.227058,-1.055353,-3.246055,0.025010,87.048914
10.918197,3.201205,-1.074879,-3.243491,0.025275,87.048914
10.968280,3.174998,-1.093117,-3.240801,0.025643,87.048914
11.018364,3.149158,-1.111557,-3.238353,0.026336,87.048914
11.068447,3.121472,-1.129478,-3.235887,0.025369,87.048914
11.118531,3.094909,-1.146846,-3.233164,0.025621,87.048914
11.168614,3.067726,-1.164940,-3.229899,0.025082,87.048914
11.218698,3.041413,-1.183140,-3.227964,0.025403,87.048914
11.268781,3.014521,-1.200314,-3.224938,0.025369,87.048914
11.318865,2.988228,-1.218049,-3.221069,0.025773,87.048914
11.368948,2.961855,-1.234450,-3.218022,0.026485,87.048914
11.419032,2.935968,-1.252888,-3.215446,0.027096,87.048914
11.469115,2.908764,-1.271619,-3.212915,0.026386,87.048914
11.519199,2.882447,-1.289043,-3.209284,0.026872,87.048914
11.569282,2.856010,-1.306396,-3.207763,0.027247,87.048914
11.619366,2.829039,-1.322619,-3.204975,0.027457,87.048914
11.669449,2.802911,-1.340382,-3.201198,0.028025,87.048914
11.719533,2.777822,-1.358849,-3.198806,0.029377,87.048914
11.769616,2.753081,-1.376490,-3.195526,0.031325,87.048914
11.819699,2.725065,-1.394089,-3.193747,0.030123,87.048914
11.869783,2.699163,-1.411605,-3.191289,0.030987,87.048914
11.919866,2.673223,-1.430200,-3.188033,0.031512,87.048914
11.969950,2.645418,-1.448170,-3.185915,0.030425,87.048914
12.020033,2.619129,-1.464791,-3.182647,0.031144,87.048914
12.070117,2.590442,-1.482611,-3.179493,0.029252,87.048914
12.120200,2.564641,-1.499992,-3.177905,0.030275,87.048914
12.170284,2.537165,-1.518200,-3.175134,0.029425,87.048914
12.220367,2.510569,-1.535217,-3.172146,0.029777,87.048914
12.270451,2.484715,-1.551731,-3.168261,0.031009,87.048914
12.320534,2.458449,-1.569338,-3.166492,0.031511,87.048914
12.370618,2.432850,-1.585844,-3.164312,0.033049,87.048914
12.420701,2.406031,-1.603864,-3.161347,0.032860,87.048914
12.470785,2.379063,-1.622734,-3.158226,0.032221,87.048914
12.520868,2.354047,-1.642096,-3.155908,0.033342,87.048914
12.570952,2.327629,-1.659195,-3.153015,0.033830,87.048914
12.621035,2.301098,-1.678206,-3.150401,0.033657,87.048914
12.671119,2.276128,-1.697828,-3.148082,0.034924,87.048914
12.721202,2.248688,-1.715412,-3.145901,0.034305,87.048914
12.771285,2.220449,-1.732020,-3.141806,0.033045,87.048914
12.821369,2.193601,-1.750099,-3.139172,0.032847,87.048914
12.871452,2.166702,-1.768361,-3.135907,0.032531,87.048914
12.921536,2.139744,-1.785406,-3.132250,0.032479,87.048914
12.971619,2.112971,-1.801802,-3.130086,0.032843,87.048914
13.021703,2.087087,-1.819327,-3.126552,0.033709,87.048914
13.071786,2.060194,-1.836180,-3.123803,0.033851,87.048914
13.121870,2.033800,-1.851738,-3.120597,0.034978,87.048914
13.171953,2.004934,-1.868046,-3.117999,0.033663,87.048914
13.222037,1.978854,-1.886846,-3.114939,0.033796,87.048914
13.272120,1.952586,-1.903892,-3.112282,0.034334,87.048914
13.322204,1.924235,-1.922151,-3.110983,0.032353,87.048914
13.372287,1.895398,-1.934465,-3.107142,0.031837,87.048914
13.422371,1.866259,-1.946698,-3.104445,0.031342,87.048914
13.472454,1.836733,-1.956430,-3.101747,0.031677,87.048914
13.522538,1.807854,-1.960444,-3.098696,0.033784,87.048914
13.572621,1.777486,-1.960706,-3.096121,0.035194,87.048914
13.622705,1.746400,-1.961900,-3.094492,0.036817,87.048914
13.672788,1.714568,-1.958765,-3.091302,0.038522,87.048914
13.722871,1.681776,-1.953786,-3.088461,0.040278,87.048914
13.772955,1.649654,-1.946351,-3.086058,0.043633,87.048914
13.823038,1.613910,-1.936267,-3.083917,0.043698,87.048914
13.873122,1.577480,-1.923570,-3.082441,0.042418,87.048914
13.923205,1.542253,-1.911141,-3.078710,0.042368,87.048914
13.973289,1.505994,-1.899415,-3.075818,0.041515,87.048914
14.023372,1.468814,-1.889250,-3.072856,0.040240,87.048914
14.073456,1.433516,-1.877451,-3.070286,0.040292,87.048914
14.123539,1.398174,-1.865754,-3.068214,0.040315,87.048914
14.173623,1.364324,-1.852873,-3.067384,0.041416,87.048914
14.223706,1.331074,-1.842286,-3.063175,0.043790,87.048914
14.273790,1.296222,-1.830096,-3.060539,0.044163,87.048914
14.323873,1.260124,-1.818144,-3.057268,0.043437,87.048914
14.373957,1.225414,-1.806630,-3.053691,0.044203,87.048914
14.424040,1.191332,-1.794594,-3.052110,0.045295,87.048914
14.474124,1.155168,-1.782892,-3.049831,0.044528,87.048914
14.524207,1.119743,-1.769619,-3.048222,0.044038,87.048914
14.574290,1.083695,-1.758039,-3.046704,0.043392,87.048914
14.624374,1.047793,-1.746420,-3.044089,0.042905,87.048914
14.674457,1.012791,-1.734034,-3.040821,0.043118,87.048914
14.724541,0.977202,-1.723437,-3.038280,0.043195,87.048914
14.774624,0.941245,-1.711068,-3.035980,0.042454,87.048914
14.824708,0.904854,-1.699947,-3.033505,0.041634,87.048914
14.874791,0.871096,-1.687433,-3.030782,0.042985,87.048914
14.924875,0.837262,-1.676431,-3.028017,0.044668,87.048914
14.974958,0.802428,-1.664514,-3.026528,0.045098,87.048914
15.025042,0.768657,-1.653645,-3.025415,0.046850,87.048914
15.075125,0.735544,-1.641859,-3.024069,0.049029,87.048914
15.125209,0.701071,-1.628210,-3.022906,0.049497,87.048914
15.175292,0.665648,-1.616850,-3.020450,0.049521,87.048914
15.225376,0.630205,-1.606820,-3.017588,0.049835,87.048914
15.275459,0.593962,-1.594433,-3.015479,0.048839,87.048914
15.325543,0.558229,-1.582687,-3.013863,0.048532,87.048914
15.375626,0.524408,-1.571687,-3.011829,0.050240,87.048914
15.425710,0.489369,-1.558824,-3.009613,0.050294,87.048914
15.475793,0.454578,-1.547451,-3.006014,0.050860,87.048914
15.525876,0.420215,-1.537410,-3.003752,0.052272,87.048914
15.575960,0.385727,-1.528272,-3.000945,0.053848,87.048914
15.626043,0.350107,-1.518021,-2.997996,0.054070,87.048914
15.676127,0.315589,-1.506737,-2.995755,0.055034,87.048914
15.726210,0.280824,-1.495475,-2.993296,0.055765,87.048914
15.776294,0.246238,-1.482282,-2.992308,0.056102,87.048914
15.826377,0.211887,-1.470904,-2.989481,0.057155,87.048914
15.876461,0.176605,-1.458661,-2.987900,0.057137,87.048914
15.926544,0.141283,-1.446874,-2.986031,0.057214,87.048914
15.976628,0.105897,-1.435374,-2.983592,0.057274,87.048914
16.026711,0.071943,-1.423333,-2.981159,0.058520,87.048914
16.076795,0.036370,-1.410689,-2.978161,0.058010,87.048914
16.126878,0.001253,-1.400016,-2.975027,0.058521,87.048914
16.176962,-0.036400,-1.388310,-2.971361,0.056300,87.048914
16.227045,-0.071619,-1.377243,-2.969111,0.056671,87.048914
16.277129,-0.106851,-1.365223,-2.967157,0.056734,87.048914
16.327212,-0.142177,-1.354666,-2.965092,0.057199,87.048914
16.377295,-0.176436,-1.342144,-2.961539,0.057916,87.048914
16.427379,-0.212781,-1.330782,-2.960334,0.057196,87.048914
16.477462,-0.248332,-1.317952,-2.958353,0.056694,87.048914
16.527546,-0.283134,-1.307245,-2.956247,0.057598,87.048914
16.577629,-0.319396,-1.294061,-2.953242,0.056236,87.048914
16.627713,-0.355641,-1.280229,-2.950402,0.054729,87.048914
16.677796,-0.390549,-1.268054,-2.948771,0.055103,87.048914
16.727880,-0.428478,-1.257081,-2.946261,0.052893,87.048914
16.777963,-0.464051,-1.244739,-2.944462,0.052572,87.048914
16.828047,-0.499261,-1.232648,-2.941297,0.052551,87.048914
16.878130,-0.535705,-1.219059,-2.938253,0.050946,87.048914
16.928214,-0.571849,-1.206897,-2.934931,0.050025,87.048914
16.978297,-0.608116,-1.196304,-2.932680,0.049501,87.048914
17.028381,-0.644601,-1.184934,-2.929409,0.048506,87.048914
17.078464,-0.679398,-1.173883,-2.926700,0.049253,87.048914
17.128548,-0.712987,-1.161843,-2.923709,0.050826,87.048914
17.178631,-0.748888,-1.149462,-2.920372,0.050103,87.048914
17.228715,-0.783339,-1.137978,-2.917860,0.051052,87.048914
17.278798,-0.817490,-1.126104,-2.915371,0.052174,87.048914
17.328881,-0.852123,-1.114149,-2.911930,0.052811,87.048914
17.378965,-0.885216,-1.102375,-2.909764,0.054983,87.048914
17.429048,-0.921761,-1.091705,-2.907799,0.054162,87.048914
17.479132,-0.955170,-1.079647,-2.904767,0.055941,87.048914
17.529215,-0.990893,-1.069308,-2.901962,0.056019,87.048914
17.579299,-1.025007,-1.058261,-2.899992,0.057424,87.048914
17.629382,-1.059521,-1.046104,-2.897592,0.058106,87.048914
17.679466,-1.093101,-1.035921,-2.895898,0.060296,87.048914
17.729549,-1.127345,-1.022641,-2.892561,0.060888,87.048914
17.779633,-1.160789,-1.011525,-2.889161,0.062918,87.048914
17.829716,-1.195971,-1.000503,-2.887037,0.063304,87.048914
17.879800,-1.231556,-0.988721,-2.884430,0.063086,87.048914
17.929883,-1.265649,-0.977657,-2.882948,0.064501,87.048914
17.979967,-1.300577,-0.965827,-2.880511,0.064891,87.048914
18.030050,-1.334918,-0.952998,-2.877735,0.065547,87.048914
18.080134,-1.367377,-0.940999,-2.875985,0.068265,87.048914
18.130217,-1.402554,-0.929959,-2.873406,0.068640,87.048914
18.180301,-1.438399,-0.918962,-2.872388,0.068420,87.048914
18.230384,-1.474970,-0.905232,-2.871124,0.066742,87.048914
18.280467,-1.508807,-0.894889,-2.868789,0.068606,87.048914
18.330551,-1.544601,-0.883193,-2.865710,0.068184,87.048914
18.380634,-1.579399,-0.871855,-2.863805,0.068055,87.048914
18.430718,-1.615811,-0.859060,-2.860587,0.064614,87.048914
18.480801,-1.647751,-0.845350,-2.858511,0.063889,87.048914
18.530885,-1.680664,-0.831252,-2.855761,0.060859,87.048914
18.580968,-1.709829,-0.819201,-2.855395,0.060843,87.048914
18.631052,-1.739282,-0.803680,-2.854553,0.058133,87.048914
18.681135,-1.764334,-0.788245,-2.854502,0.058323,87.048914
18.731219,-1.789928,-0.770750,-2.853900,0.056053,87.048914
18.781302,-1.814695,-0.756084,-2.853314,0.054556,87.048914
18.831386,-1.835760,-0.738825,-2.854763,0.054150,87.048914
18.881469,-1.857101,-0.720963,-2.855123,0.052228,87.048914
18.931553,-1.875974,-0.704073,-2.856399,0.052518,87.048914
18.981636,-1.894636,-0.686866,-2.857497,0.052890,87.048914
19.031720,-1.913161,-0.669236,-2.859390,0.053107,87.048914
19.081803,-1.932634,-0.653034,-2.861126,0.053334,87.048914
19.131886,-1.951305,-0.634080,-2.862414,0.052790,87.048914
19.181970,-1.968807,-0.614619,-2.863982,0.052928,87.048914
19.232053,-1.987715,-0.595728,-2.865863,0.052169,87.048914
19.282137,-2.004690,-0.578737,-2.867395,0.054080,87.048914
19.332220,-2.023052,-0.559256,-2.869308,0.053470,87.048914
19.382304,-2.041418,-0.541587,-2.871786,0.053762,87.048914
19.432387,-2.059530,-0.522195,-2.873076,0.053472,87.048914
19.482471,-2.075930,-0.503617,-2.875837,0.054972,87.048914
19.532554,-2.094120,-0.484944,-2.876967,0.055008,87.048914
19.582638,-2.110680,-0.468128,-2.879283,0.057293,87.048914
19.632721,-2.128971,-0.448318,-2.879601,0.056752,87.048914
19.682805,-2.146609,-0.429486,-2.881423,0.057158,87.048914
19.732888,-2.166463,-0.412572,-2.882707,0.056583,87.048914
19.782972,-2.185185,-0.395621,-2.884002,0.057024,87.048914
19.833055,-2.202582,-0.376888,-2.886840,0.057564,87.048914
19.883139,-2.220783,-0.358762,-2.889077,0.057786,87.048914
19.933222,-2.237318,-0.340606,-2.891235,0.059441,87.048914
19.983306,-2.255878,-0.320778,-2.893406,0.058532,87.048914
20.033389,-2.273694,-0.301661,-2.895512,0.058640,87.048914
20.083472,-2.291911,-0.284110,-2.897833,0.059131,87.048914
20.133556,-2.309239,-0.264585,-2.900095,0.059497,87.048914
20.183639,-2.328823,-0.247345,-2.901696,0.058939,87.048914
20.233723,-2.348232,-0.228817,-2.903728,0.057937,87.048914
20.283806,-2.365927,-0.211115,-2.904727,0.058854,87.048914
20.333890,-2.382888,-0.193147,-2.906410,0.060274,87.048914
20.383973,-2.401599,-0.175154,-2.907098,0.060180,87.048914
20.434057,-2.419158,-0.155815,-2.908790,0.060419,87.048914
20.484140,-2.437604,-0.140112,-2.910531,0.061638,87.048914
20.534224,-2.456472,-0.123133,-2.912542,0.061903,87.048914
20.584307,-2.476290,-0.106533,-2.914949,0.061609,87.048914
20.634391,-2.495633,-0.088329,-2.917168,0.060878,87.048914
20.684474,-2.513756,-0.069537,-2.919212,0.060835,87.048914
20.734558,-2.533084,-0.053790,-2.920518,0.061553,87.048914
20.784641,-2.551248,-0.034202,-2.922574,0.060996,87.048914
20.834725,-2.570731,-0.014270,-2.925049,0.059182,87.048914
20.884808,-2.588092,0.005164,-2.926291,0.059413,87.048914
20.934891,-2.606755,0.023595,-2.927352,0.059128,87.048914
20.984975,-2.627046,0.042496,-2.928446,0.057234,87.048914
21.035058,-2.644528,0.059238,-2.929910,0.058883,87.048914
21.085142,-2.663748,0.076068,-2.931761,0.059078,87.048914
21.135225,-2.681407,0.096471,-2.933350,0.058469,87.048914
21.185309,-2.699103,0.114380,-2.934428,0.059292,87.048914
21.235392,-2.715959,0.133281,-2.936635,0.060231,87.048914
21.285476,-2.734537,0.150329,-2.938287,0.060786,87.048914
21.335559,-2.753907,0.169322,-2.939658,0.059608,87.048914
21.385643,-2.770938,0.186607,-2.941070,0.061324,87.048914
21.435726,-2.788408,0.205224,-2.943199,0.061908,87.048914
21.485810,-2.807534,0.223419,-2.944323,0.061387,87.048914
21.535893,-2.826881,0.242748,-2.946724,0.060013,87.048914
21.585977,-2.846517,0.260680,-2.948020,0.059222,87.048914
21.636060,-2.863141,0.278442,-2.949527,0.060996,87.048914
21.686144,-2.881120,0.297669,-2.951409,0.060822,87.048914
21.736227,-2.899773,0.315663,-2.953863,0.060776,87.048914
