t_s,x_m,y_m,z_m,error_norm_m,score_hint
12.714524,-1.492409,0.194560,-3.245070,0.129173,57.258307
12.771285,-1.498179,0.174226,-3.242786,0.129199,57.258307
12.828047,-1.503446,0.154168,-3.243781,0.127458,57.258307
12.884808,-1.508978,0.134105,-3.242873,0.126644,57.258307
12.941569,-1.514306,0.112573,-3.243317,0.124262,57.258307
12.998331,-1.519653,0.098143,-3.243501,0.125607,57.258307
13.055092,-1.520250,0.076631,-3.241494,0.127223,57.258307
13.111853,-1.524916,0.054841,-3.239422,0.126328,57.258307
13.168614,-1.528871,0.035765,-3.239665,0.125729,57.258307
13.225376,-1.532580,0.015870,-3.239890,0.124756,57.258307
13.282137,-1.534377,-0.005879,-3.238542,0.124567,57.258307
13.338898,-1.537107,-0.026915,-3.240485,0.122111,57.258307
13.395659,-1.540267,-0.043379,-3.239703,0.123944,57.258307
13.452421,-1.543970,-0.065103,-3.241242,0.120778,57.258307
13.509182,-1.543064,-0.086773,-3.237298,0.122955,57.258307
13.565943,-1.544950,-0.108417,-3.237101,0.121486,57.258307
13.622705,-1.545096,-0.128529,-3.236644,0.121824,57.258307
13.679466,-1.544045,-0.148091,-3.234904,0.123706,57.258307
13.736227,-1.542949,-0.166536,-3.236796,0.124099,57.258307
13.792988,-1.539432,-0.186202,-3.234307,0.127107,57.258307
13.849750,-1.540581,-0.209104,-3.231965,0.125786,57.258307
13.906511,-1.536686,-0.229813,-3.231204,0.126881,57.258307
13.963272,-1.535412,-0.247803,-3.229961,0.129112,57.258307
14.020033,-1.534481,-0.268277,-3.228053,0.129725,57.258307
14.076795,-1.526923,-0.287321,-3.227088,0.133071,57.258307
14.133556,-1.519927,-0.309756,-3.225249,0.134130,57.258307
14.190317,-1.515123,-0.335340,-3.223061,0.132152,57.258307
14.247078,-1.511888,-0.355358,-3.220329,0.133727,57.258307
14.303840,-1.508180,-0.374033,-3.218883,0.135584,57.258307
14.360601,-1.507245,-0.394667,-3.216095,0.135669,57.258307
14.417362,-1.502069,-0.415560,-3.214502,0.136244,57.258307
14.474124,-1.496347,-0.435698,-3.212440,0.137678,57.258307
14.530885,-1.493142,-0.453921,-3.206507,0.141823,57.258307
14.587646,-1.486361,-0.476548,-3.202808,0.142407,57.258307
14.644407,-1.478938,-0.495891,-3.200306,0.144752,57.258307
14.701169,-1.473072,-0.515417,-3.200888,0.144507,57.258307
14.757930,-1.465071,-0.536076,-3.199455,0.145110,57.258307
14.814691,-1.460139,-0.558187,-3.197739,0.143670,57.258307
14.871452,-1.454400,-0.580518,-3.194723,0.142931,57.258307
14.928214,-1.445977,-0.601811,-3.191797,0.143551,57.258307
14.984975,-1.439831,-0.622620,-3.192410,0.141609,57.258307
15.041736,-1.430297,-0.639955,-3.191927,0.143782,57.258307
15.098497,-1.426166,-0.660946,-3.189909,0.142429,57.258307
15.155259,-1.420247,-0.684090,-3.187795,0.139846,57.258307
15.212020,-1.412431,-0.704330,-3.185204,0.140111,57.258307
15.268781,-1.406852,-0.729376,-3.182935,0.135890,57.258307
15.325543,-1.401575,-0.749394,-3.181170,0.135142,57.258307
15.382304,-1.395135,-0.770046,-3.179084,0.134272,57.258307
15.439065,-1.389088,-0.791935,-3.178714,0.131302,57.258307
15.495826,-1.378600,-0.815441,-3.177812,0.127787,57.258307
15.552588,-1.366920,-0.835889,-3.174891,0.127886,57.258307
15.609349,-1.355745,-0.858766,-3.173394,0.125033,57.258307
15.666110,-1.343924,-0.879440,-3.171544,0.124003,57.258307
15.722871,-1.333457,-0.902281,-3.169998,0.120860,57.258307
15.779633,-1.324273,-0.918965,-3.169573,0.121397,57.258307
15.836394,-1.314967,-0.940606,-3.167457,0.119214,57.258307
15.893155,-1.304602,-0.959150,-3.164755,0.119738,57.258307
15.949917,-1.294469,-0.976631,-3.159617,0.122579,57.258307
16.006678,-1.283824,-0.996593,-3.156739,0.122007,57.258307
16.063439,-1.269938,-1.015838,-3.156096,0.120304,57.258307
16.120200,-1.262616,-1.035740,-3.153344,0.119710,57.258307
16.176962,-1.249993,-1.053692,-3.149691,0.120828,57.258307
16.233723,-1.236609,-1.072388,-3.146175,0.121141,57.258307
16.290484,-1.222242,-1.092317,-3.143719,0.119639,57.258307
16.347245,-1.204232,-1.110053,-3.140825,0.119564,57.258307
16.404007,-1.188542,-1.127055,-3.139522,0.119001,57.258307
16.460768,-1.176409,-1.142363,-3.137685,0.120219,57.258307
16.517529,-1.161990,-1.161326,-3.134707,0.119248,57.258307
16.574290,-1.147865,-1.180088,-3.131912,0.118245,57.258307
16.631052,-1.132481,-1.197568,-3.127073,0.119324,57.258307
16.687813,-1.117840,-1.211827,-3.124720,0.120914,57.258307
16.744574,-1.104093,-1.229973,-3.123004,0.119394,57.258307
16.801336,-1.088668,-1.244338,-3.119898,0.121115,57.258307
16.858097,-1.074801,-1.261520,-3.117086,0.120886,57.258307
16.914858,-1.058757,-1.276432,-3.117604,0.119437,57.258307
16.971619,-1.040173,-1.293879,-3.116754,0.116470,57.258307
17.028381,-1.021091,-1.310998,-3.115250,0.113944,57.258307
17.085142,-1.004811,-1.327980,-3.113188,0.112406,57.258307
17.141903,-0.987851,-1.344691,-3.112688,0.109750,57.258307
17.198664,-0.970959,-1.356884,-3.109885,0.111703,57.258307
17.255426,-0.956703,-1.371589,-3.107589,0.112251,57.258307
17.312187,-0.935494,-1.385258,-3.105426,0.111300,57.258307
17.368948,-0.919363,-1.399281,-3.103361,0.111436,57.258307
17.425710,-0.902811,-1.415243,-3.101540,0.109920,57.258307
17.482471,-0.881807,-1.426505,-3.098298,0.110953,57.258307
17.539232,-0.866984,-1.437779,-3.096250,0.113228,57.258307
17.595993,-0.848352,-1.451709,-3.094290,0.112223,57.258307
17.652755,-0.829102,-1.463456,-3.092623,0.112203,57.258307
17.709516,-0.809796,-1.474341,-3.089793,0.113364,57.258307
17.766277,-0.791041,-1.484978,-3.087899,0.114251,57.258307
17.823038,-0.770595,-1.494317,-3.087558,0.114389,57.258307
17.879800,-0.750620,-1.507356,-3.085492,0.112974,57.258307
17.936561,-0.732066,-1.518771,-3.084147,0.112822,57.258307
17.993322,-0.714324,-1.532555,-3.082575,0.111481,57.258307
18.050083,-0.696239,-1.543406,-3.078464,0.113391,57.258307
18.106845,-0.675056,-1.552673,-3.073911,0.114982,57.258307
18.163606,-0.658018,-1.563927,-3.069552,0.117155,57.258307
18.220367,-0.638914,-1.572168,-3.065966,0.119753,57.258307
18.277129,-0.617711,-1.580929,-3.064094,0.119863,57.258307
18.333890,-0.598472,-1.590850,-3.062085,0.120297,57.258307
18.390651,-0.576077,-1.601047,-3.061036,0.118205,57.258307
18.447412,-0.552968,-1.610668,-3.059727,0.116097,57.258307
18.504174,-0.532747,-1.621571,-3.056953,0.115526,57.258307
18.560935,-0.508259,-1.628580,-3.054680,0.114491,57.258307
18.617696,-0.484983,-1.635299,-3.051142,0.114886,57.258307
18.674457,-0.464065,-1.640701,-3.048991,0.116704,57.258307
18.731219,-0.442120,-1.650834,-3.044404,0.116006,57.258307
18.787980,-0.421116,-1.659790,-3.041047,0.115965,57.258307
18.844741,-0.398750,-1.668145,-3.036203,0.116126,57.258307
18.901503,-0.376988,-1.676229,-3.034767,0.115033,57.258307
18.958264,-0.354223,-1.685633,-3.032574,0.112890,57.258307
19.015025,-0.331523,-1.692605,-3.028296,0.113113,57.258307
19.071786,-0.309370,-1.696377,-3.023503,0.115562,57.258307
19.128548,-0.285100,-1.700622,-3.020223,0.115438,57.258307
19.185309,-0.261521,-1.706736,-3.015929,0.115212,57.258307
19.242070,-0.237382,-1.710912,-3.012960,0.114813,57.258307
19.298831,-0.214428,-1.717079,-3.008644,0.114808,57.258307
19.355593,-0.189268,-1.721270,-3.004530,0.114076,57.258307
19.412354,-0.167984,-1.725223,-3.000901,0.115773,57.258307
19.469115,-0.145350,-1.731733,-2.995451,0.116279,57.258307
19.525876,-0.119939,-1.735911,-2.990459,0.115596,57.258307
19.582638,-0.097137,-1.739966,-2.986411,0.116220,57.258307
19.639399,-0.075368,-1.742085,-2.980408,0.119419,57.258307
19.696160,-0.052210,-1.745344,-2.976811,0.119723,57.258307
19.752922,-0.030554,-1.749080,-2.972255,0.121463,57.258307
19.809683,-0.008067,-1.753183,-2.970667,0.120789,57.258307
19.866444,0.013839,-1.755438,-2.966643,0.122544,57.258307
19.923205,0.039360,-1.756057,-2.965586,0.120304,57.258307
19.979967,0.064122,-1.757886,-2.961031,0.120152,57.258307
20.036728,0.086529,-1.757143,-2.958187,0.121559,57.258307
20.093489,0.110476,-1.755531,-2.953560,0.122910,57.258307
20.150250,0.134380,-1.753798,-2.949199,0.124088,57.258307
20.207012,0.155993,-1.754149,-2.945139,0.126224,57.258307
20.263773,0.181178,-1.757826,-2.943244,0.123499,57.258307
20.320534,0.207229,-1.757808,-2.938651,0.122459,57.258307
20.377295,0.229951,-1.753980,-2.936007,0.123752,57.258307
20.434057,0.254518,-1.754312,-2.932486,0.123099,57.258307
20.490818,0.277298,-1.751350,-2.929406,0.124254,57.258307
20.547579,0.301308,-1.750077,-2.925893,0.124267,57.258307
20.604341,0.325640,-1.747854,-2.923657,0.123439,57.258307
20.661102,0.349498,-1.744544,-2.921120,0.123278,57.258307
20.717863,0.373170,-1.740187,-2.917935,0.123698,57.258307
20.774624,0.399013,-1.734625,-2.915632,0.121926,57.258307
20.831386,0.423579,-1.731650,-2.912285,0.121315,57.258307
20.888147,0.449200,-1.725908,-2.909736,0.119694,57.258307
20.944908,0.473333,-1.720516,-2.906387,0.119604,57.258307
21.001669,0.496030,-1.712693,-2.900876,0.122081,57.258307
21.058431,0.522068,-1.707829,-2.896685,0.120582,57.258307
21.115192,0.546871,-1.704000,-2.893065,0.119635,57.258307
21.171953,0.569481,-1.698364,-2.890118,0.120287,57.258307
21.228715,0.592695,-1.692485,-2.886825,0.120579,57.258307
21.285476,0.616502,-1.687959,-2.884064,0.119969,57.258307
21.342237,0.640450,-1.678445,-2.880966,0.119578,57.258307
21.398998,0.664239,-1.670347,-2.879893,0.118111,57.258307
21.455760,0.684345,-1.660698,-2.874535,0.121989,57.258307
21.512521,0.707475,-1.651827,-2.869593,0.122929,57.258307
21.569282,0.730759,-1.644796,-2.865827,0.122976,57.258307
21.626043,0.753116,-1.632548,-2.862125,0.123832,57.258307
21.682805,0.776792,-1.626163,-2.858620,0.123208,57.258307
21.739566,0.798810,-1.615849,-2.856410,0.123313,57.258307
21.796327,0.822825,-1.605624,-2.851132,0.123197,57.258307
21.853088,0.844626,-1.592983,-2.847563,0.123971,57.258307
21.909850,0.868866,-1.584232,-2.843949,0.122594,57.258307
21.966611,0.890787,-1.572924,-2.839488,0.123517,57.258307
22.023372,0.913371,-1.562440,-2.836632,0.122942,57.258307
22.080134,0.933448,-1.550038,-2.833511,0.124467,57.258307
22.136895,0.956207,-1.538931,-2.829037,0.124375,57.258307
22.193656,0.977991,-1.529668,-2.825774,0.124527,57.258307
22.250417,0.997521,-1.518342,-2.823559,0.125846,57.258307
22.307179,1.017096,-1.504673,-2.819461,0.127784,57.258307
22.363940,1.036518,-1.490675,-2.816258,0.129256,57.258307
22.420701,1.059182,-1.477125,-2.811288,0.128781,57.258307
22.477462,1.080194,-1.462785,-2.805535,0.129949,57.258307
22.534224,1.101796,-1.450229,-2.802501,0.129301,57.258307
22.590985,1.123094,-1.436776,-2.797347,0.129845,57.258307
22.647746,1.144280,-1.421578,-2.795164,0.128545,57.258307
22.704508,1.164094,-1.408047,-2.792969,0.128556,57.258307
22.761269,1.181672,-1.393921,-2.788953,0.131215,57.258307
22.818030,1.201788,-1.383023,-2.787545,0.131014,57.258307
22.874791,1.223520,-1.364525,-2.785101,0.128321,57.258307
22.931553,1.242238,-1.350406,-2.782061,0.129312,57.258307
22.988314,1.260006,-1.333310,-2.780214,0.129729,57.258307
23.045075,1.279164,-1.318372,-2.778185,0.129513,57.258307
23.101836,1.296446,-1.300685,-2.775382,0.130455,57.258307
23.158598,1.312947,-1.284530,-2.772242,0.132510,57.258307
23.215359,1.329339,-1.267669,-2.768970,0.134428,57.258307
23.272120,1.348949,-1.250685,-2.765379,0.133632,57.258307
23.328881,1.364970,-1.233635,-2.763095,0.135151,57.258307
23.385643,1.383917,-1.215397,-2.760821,0.133742,57.258307
23.442404,1.403124,-1.198982,-2.757951,0.132882,57.258307
23.499165,1.420383,-1.182783,-2.754651,0.133874,57.258307
23.555927,1.438116,-1.164575,-2.749903,0.134332,57.258307
23.612688,1.453701,-1.149364,-2.747396,0.136642,57.258307
23.669449,1.471129,-1.132728,-2.744181,0.137225,57.258307
23.726210,1.486070,-1.115502,-2.740350,0.139769,57.258307
23.782972,1.501906,-1.097817,-2.736750,0.141259,57.258307
23.839733,1.521202,-1.080970,-2.732109,0.140959,57.258307
23.896494,1.536595,-1.062396,-2.729286,0.141992,57.258307
23.953255,1.556145,-1.039649,-2.726572,0.137706,57.258307
24.010017,1.568448,-1.015662,-2.724389,0.137800,57.258307
24.066778,1.581880,-0.996465,-2.720786,0.140047,57.258307
24.123539,1.596777,-0.971764,-2.718343,0.137782,57.258307
24.180301,1.611874,-0.953659,-2.715182,0.139010,57.258307
24.237062,1.624984,-0.933237,-2.711533,0.140631,57.258307
24.293823,1.640262,-0.912142,-2.709511,0.139567,57.258307
24.350584,1.654582,-0.892663,-2.705456,0.140935,57.258307
24.407346,1.669335,-0.870497,-2.702559,0.139920,57.258307
24.464107,1.681449,-0.851105,-2.697829,0.143098,57.258307
24.520868,1.694269,-0.829628,-2.694368,0.143951,57.258307
24.577629,1.706730,-0.808698,-2.689236,0.146058,57.258307
24.634391,1.717514,-0.783862,-2.687205,0.145364,57.258307
