t_s,x_m,y_m,z_m,error_norm_m,score_hint
4.313856,0.702450,1.121819,-3.039355,0.034878,90.384264
4.370618,0.688099,1.131167,-3.043693,0.035945,90.384264
4.427379,0.673674,1.142682,-3.047660,0.035653,90.384264
4.484140,0.659113,1.152730,-3.052223,0.036052,90.384264
4.540902,0.644716,1.162779,-3.056870,0.036565,90.384264
4.597663,0.629711,1.173017,-3.060705,0.036678,90.384264
4.654424,0.613832,1.184581,-3.064018,0.035464,90.384264
4.711185,0.597646,1.195260,-3.068603,0.034261,90.384264
4.767947,0.581739,1.203887,-3.073154,0.034444,90.384264
4.824708,0.565123,1.212324,-3.077099,0.034304,90.384264
4.881469,0.547598,1.221994,-3.081019,0.032727,90.384264
4.938230,0.529983,1.230809,-3.083978,0.031782,90.384264
4.994992,0.513819,1.239262,-3.087184,0.032109,90.384264
5.051753,0.499169,1.246887,-3.090897,0.033942,90.384264
5.108514,0.484429,1.256227,-3.094515,0.034810,90.384264
5.165275,0.468396,1.261488,-3.099524,0.036525,90.384264
5.222037,0.452303,1.268301,-3.102520,0.037760,90.384264
5.278798,0.435812,1.275337,-3.106083,0.038405,90.384264
5.335559,0.417745,1.281458,-3.109883,0.038225,90.384264
5.392321,0.399839,1.286911,-3.113593,0.038576,90.384264
5.449082,0.383769,1.293408,-3.117469,0.039646,90.384264
5.505843,0.366529,1.299190,-3.120908,0.040261,90.384264
5.562604,0.348918,1.306787,-3.124276,0.039471,90.384264
5.619366,0.330156,1.311982,-3.128404,0.038982,90.384264
5.676127,0.312028,1.317506,-3.131590,0.038911,90.384264
5.732888,0.293465,1.320969,-3.135252,0.039632,90.384264
5.789649,0.274989,1.327524,-3.140318,0.038179,90.384264
5.846411,0.256735,1.331964,-3.144868,0.038265,90.384264
5.903172,0.239342,1.336491,-3.147620,0.039085,90.384264
5.959933,0.220232,1.341139,-3.150911,0.038359,90.384264
6.016694,0.202430,1.345057,-3.153880,0.039039,90.384264
6.073456,0.184189,1.348815,-3.156616,0.039420,90.384264
6.130217,0.166736,1.352536,-3.160934,0.040114,90.384264
6.186978,0.149583,1.355721,-3.164346,0.041408,90.384264
6.243740,0.130485,1.357742,-3.167992,0.041766,90.384264
6.300501,0.110719,1.360932,-3.171761,0.040774,90.384264
6.357262,0.091881,1.366183,-3.174310,0.039247,90.384264
6.414023,0.072184,1.368662,-3.177702,0.038537,90.384264
6.470785,0.051841,1.370969,-3.181101,0.037312,90.384264
6.527546,0.034675,1.373757,-3.182885,0.038382,90.384264
6.584307,0.016396,1.376638,-3.186501,0.038242,90.384264
6.641068,-0.004335,1.377362,-3.189110,0.037308,90.384264
6.697830,-0.023553,1.379027,-3.193195,0.036794,90.384264
6.754591,-0.042136,1.379339,-3.197640,0.037458,90.384264
6.811352,-0.060339,1.378816,-3.199884,0.038953,90.384264
6.868114,-0.077973,1.379756,-3.202844,0.039912,90.384264
6.924875,-0.096553,1.379853,-3.204898,0.040519,90.384264
6.981636,-0.115377,1.378468,-3.206473,0.041667,90.384264
7.038397,-0.134311,1.378551,-3.208700,0.041735,90.384264
7.095159,-0.153053,1.376420,-3.212272,0.042870,90.384264
7.151920,-0.172838,1.376568,-3.214535,0.041908,90.384264
7.208681,-0.192115,1.376581,-3.216726,0.041338,90.384264
7.265442,-0.209532,1.375771,-3.219551,0.042592,90.384264
7.322204,-0.229915,1.373352,-3.221837,0.042041,90.384264
7.378965,-0.250720,1.372154,-3.224473,0.040337,90.384264
7.435726,-0.270588,1.372190,-3.226294,0.038837,90.384264
7.492487,-0.289319,1.369809,-3.229063,0.039202,90.384264
7.549249,-0.310094,1.365425,-3.232574,0.038483,90.384264
7.606010,-0.328851,1.362745,-3.234585,0.038768,90.384264
7.662771,-0.346753,1.358299,-3.236388,0.040533,90.384264
7.719533,-0.366457,1.354811,-3.239578,0.039909,90.384264
7.776294,-0.386124,1.350414,-3.241144,0.039856,90.384264
7.833055,-0.404607,1.348163,-3.244883,0.039291,90.384264
7.889816,-0.422819,1.343489,-3.247408,0.040155,90.384264
7.946578,-0.441585,1.339093,-3.248057,0.040516,90.384264
8.003339,-0.460813,1.335423,-3.250602,0.039726,90.384264
8.060100,-0.479984,1.328982,-3.252988,0.040031,90.384264
8.116861,-0.500398,1.323894,-3.255409,0.038484,90.384264
8.173623,-0.519451,1.317930,-3.259189,0.038172,90.384264
8.230384,-0.536928,1.311589,-3.261712,0.039434,90.384264
8.287145,-0.555526,1.305525,-3.262785,0.039570,90.384264
8.343907,-0.573573,1.297691,-3.264874,0.040674,90.384264
8.400668,-0.592123,1.290095,-3.267416,0.040999,90.384264
8.457429,-0.612321,1.281979,-3.269588,0.040008,90.384264
8.514190,-0.629716,1.276220,-3.271712,0.040134,90.384264
8.570952,-0.646707,1.269485,-3.274499,0.040881,90.384264
8.627713,-0.665387,1.261772,-3.276498,0.040434,90.384264
8.684474,-0.684280,1.254120,-3.277632,0.039654,90.384264
8.741235,-0.700612,1.245163,-3.278102,0.041632,90.384264
8.797997,-0.718084,1.235820,-3.280064,0.042364,90.384264
8.854758,-0.734860,1.228833,-3.282697,0.042525,90.384264
8.911519,-0.753407,1.220431,-3.284538,0.041535,90.384264
8.968280,-0.770753,1.211968,-3.287467,0.041408,90.384264
9.025042,-0.787741,1.200376,-3.289165,0.042621,90.384264
9.081803,-0.805066,1.191527,-3.289496,0.042473,90.384264
9.138564,-0.824166,1.183688,-3.291248,0.040047,90.384264
9.195326,-0.841227,1.172654,-3.292596,0.040403,90.384264
9.252087,-0.858965,1.162605,-3.295032,0.039507,90.384264
9.308848,-0.875336,1.152631,-3.296317,0.039818,90.384264
9.365609,-0.890668,1.142898,-3.296906,0.040990,90.384264
9.422371,-0.908599,1.131642,-3.298247,0.039772,90.384264
9.479132,-0.925363,1.121723,-3.299971,0.039170,90.384264
9.535893,-0.940593,1.109995,-3.301267,0.040306,90.384264
9.592654,-0.957528,1.099059,-3.302239,0.039500,90.384264
9.649416,-0.973399,1.086608,-3.304499,0.039652,90.384264
9.706177,-0.990722,1.072482,-3.305803,0.038574,90.384264
9.762938,-1.008189,1.059590,-3.306233,0.037052,90.384264
9.819699,-1.023509,1.046838,-3.308255,0.037215,90.384264
9.876461,-1.038001,1.033335,-3.309524,0.038209,90.384264
9.933222,-1.053071,1.021818,-3.311060,0.038095,90.384264
9.989983,-1.068194,1.009454,-3.311303,0.038043,90.384264
10.046745,-1.083695,0.995667,-3.312060,0.037538,90.384264
10.103506,-1.097476,0.980975,-3.313969,0.038500,90.384264
10.160267,-1.111449,0.967119,-3.314562,0.039125,90.384264
10.217028,-1.126161,0.953162,-3.315239,0.038829,90.384264
10.273790,-1.140610,0.938206,-3.316267,0.038623,90.384264
10.330551,-1.153429,0.920473,-3.317471,0.040069,90.384264
10.387312,-1.167075,0.906060,-3.317800,0.040234,90.384264
10.444073,-1.179957,0.891642,-3.317599,0.041031,90.384264
10.500835,-1.193825,0.875867,-3.318741,0.040597,90.384264
10.557596,-1.209081,0.859134,-3.318564,0.038822,90.384264
10.614357,-1.222078,0.841942,-3.319184,0.039017,90.384264
10.671119,-1.235166,0.825845,-3.319741,0.038775,90.384264
10.727880,-1.248487,0.809988,-3.320709,0.037984,90.384264
10.784641,-1.261529,0.793459,-3.321787,0.037295,90.384264
10.841402,-1.274220,0.777575,-3.321420,0.036868,90.384264
10.898164,-1.285520,0.761812,-3.322006,0.037466,90.384264
10.954925,-1.297375,0.742350,-3.323019,0.037451,90.384264
11.011686,-1.308715,0.724949,-3.322821,0.037745,90.384264
11.068447,-1.320921,0.707308,-3.323524,0.036826,90.384264
11.125209,-1.334305,0.688849,-3.324453,0.034558,90.384264
11.181970,-1.345271,0.669622,-3.325951,0.034473,90.384264
11.238731,-1.356044,0.649941,-3.326140,0.034613,90.384264
11.295492,-1.367634,0.631447,-3.325314,0.033626,90.384264
11.352254,-1.378434,0.613534,-3.325084,0.032947,90.384264
11.409015,-1.388821,0.596082,-3.326394,0.032078,90.384264
11.465776,-1.398367,0.578335,-3.327297,0.031922,90.384264
11.522538,-1.408680,0.561482,-3.327362,0.030803,90.384264
11.579299,-1.418920,0.542142,-3.327852,0.029698,90.384264
11.636060,-1.429003,0.523268,-3.327348,0.028567,90.384264
11.692821,-1.435736,0.502960,-3.327844,0.030479,90.384264
11.749583,-1.443308,0.485512,-3.329458,0.030995,90.384264
11.806344,-1.451391,0.467266,-3.329471,0.031009,90.384264
11.863105,-1.460778,0.447186,-3.329374,0.029488,90.384264
11.919866,-1.467965,0.428146,-3.328515,0.029962,90.384264
11.976628,-1.475430,0.407873,-3.329759,0.029737,90.384264
12.033389,-1.482763,0.388215,-3.328351,0.029556,90.384264
12.090150,-1.489565,0.368329,-3.328104,0.029566,90.384264
12.146912,-1.495779,0.349219,-3.327700,0.029970,90.384264
12.203673,-1.502585,0.328172,-3.327255,0.029388,90.384264
12.260434,-1.507530,0.306540,-3.326021,0.030457,90.384264
12.317195,-1.512292,0.286694,-3.325472,0.031447,90.384264
12.373957,-1.519109,0.265596,-3.325127,0.030040,90.384264
12.430718,-1.523890,0.246616,-3.324570,0.030566,90.384264
12.487479,-1.528470,0.226176,-3.324004,0.030917,90.384264
12.544240,-1.533888,0.204011,-3.323463,0.029970,90.384264
12.601002,-1.537577,0.181396,-3.321295,0.030727,90.384264
12.657763,-1.543322,0.159323,-3.320485,0.029043,90.384264
12.714524,-1.546214,0.137039,-3.320270,0.029775,90.384264
12.771285,-1.548253,0.116400,-3.320370,0.031013,90.384264
12.828047,-1.552282,0.094856,-3.320686,0.029989,90.384264
12.884808,-1.556702,0.074718,-3.319401,0.028557,90.384264
12.941569,-1.559229,0.052933,-3.317248,0.028833,90.384264
12.998331,-1.562596,0.031266,-3.316316,0.027786,90.384264
13.055092,-1.563465,0.009424,-3.316002,0.028750,90.384264
13.111853,-1.567612,-0.012769,-3.315442,0.026256,90.384264
13.168614,-1.568320,-0.034675,-3.312021,0.027533,90.384264
13.225376,-1.570223,-0.056736,-3.312782,0.026293,90.384264
13.282137,-1.569380,-0.077913,-3.311192,0.028039,90.384264
13.338898,-1.569387,-0.098713,-3.311174,0.028332,90.384264
13.395659,-1.570802,-0.120482,-3.311262,0.026917,90.384264
13.452421,-1.572453,-0.141588,-3.311190,0.025091,90.384264
13.509182,-1.572227,-0.163921,-3.310330,0.024824,90.384264
13.565943,-1.569826,-0.184222,-3.309285,0.026672,90.384264
13.622705,-1.569899,-0.206717,-3.308651,0.025449,90.384264
13.679466,-1.569362,-0.228322,-3.308666,0.024598,90.384264
13.736227,-1.566410,-0.250691,-3.307776,0.025815,90.384264
13.792988,-1.564911,-0.270321,-3.307780,0.025758,90.384264
13.849750,-1.561537,-0.292517,-3.306471,0.026815,90.384264
13.906511,-1.559309,-0.313712,-3.304280,0.026720,90.384264
13.963272,-1.558549,-0.334999,-3.302545,0.024915,90.384264
14.020033,-1.555248,-0.358104,-3.300588,0.024807,90.384264
14.076795,-1.552601,-0.380026,-3.299475,0.023995,90.384264
14.133556,-1.550092,-0.401593,-3.298988,0.022795,90.384264
14.190317,-1.546192,-0.423881,-3.297666,0.022513,90.384264
14.247078,-1.542151,-0.445843,-3.296984,0.022122,90.384264
14.303840,-1.535717,-0.467245,-3.296071,0.023911,90.384264
14.360601,-1.532047,-0.488817,-3.296454,0.022766,90.384264
14.417362,-1.524916,-0.510357,-3.294944,0.024586,90.384264
14.474124,-1.520439,-0.532428,-3.293761,0.023445,90.384264
14.530885,-1.516481,-0.555094,-3.291388,0.021256,90.384264
14.587646,-1.510817,-0.576856,-3.289685,0.020690,90.384264
14.644407,-1.505391,-0.597963,-3.287222,0.019698,90.384264
14.701169,-1.497694,-0.619294,-3.285245,0.020585,90.384264
14.757930,-1.491847,-0.640052,-3.283470,0.019529,90.384264
14.814691,-1.485602,-0.661218,-3.281751,0.018456,90.384264
14.871452,-1.479285,-0.681823,-3.279925,0.017339,90.384264
14.928214,-1.472779,-0.700955,-3.277950,0.016792,90.384264
14.984975,-1.466309,-0.722717,-3.275313,0.014840,90.384264
15.041736,-1.457553,-0.743196,-3.274303,0.015182,90.384264
15.098497,-1.449826,-0.764326,-3.272961,0.014040,90.384264
15.155259,-1.440555,-0.785691,-3.271319,0.013809,90.384264
15.212020,-1.431385,-0.805536,-3.270106,0.014001,90.384264
15.268781,-1.421051,-0.825715,-3.267733,0.014602,90.384264
15.325543,-1.411095,-0.846010,-3.265243,0.014523,90.384264
15.382304,-1.400437,-0.866001,-3.262321,0.014902,90.384264
15.439065,-1.392198,-0.885150,-3.259464,0.013572,90.384264
15.495826,-1.381207,-0.904329,-3.256758,0.014219,90.384264
15.552588,-1.370492,-0.924712,-3.254232,0.013565,90.384264
15.609349,-1.360696,-0.943261,-3.250781,0.013515,90.384264
15.666110,-1.350558,-0.962807,-3.248124,0.012751,90.384264
15.722871,-1.339651,-0.981035,-3.246071,0.013193,90.384264
15.779633,-1.327642,-0.999284,-3.243412,0.014103,90.384264
15.836394,-1.314358,-1.017745,-3.241594,0.014858,90.384264
15.893155,-1.303743,-1.036260,-3.239738,0.014448,90.384264
15.949917,-1.290814,-1.055716,-3.237114,0.013873,90.384264
16.006678,-1.277178,-1.073921,-3.234734,0.014368,90.384264
16.063439,-1.261942,-1.093357,-3.232000,0.014105,90.384264
16.120200,-1.247973,-1.111799,-3.229404,0.014073,90.384264
16.176962,-1.233351,-1.130319,-3.227221,0.013853,90.384264
16.233723,-1.218835,-1.148318,-3.224760,0.013860,90.384264
16.290484,-1.203780,-1.166291,-3.221906,0.013968,90.384264
16.347245,-1.188689,-1.182863,-3.219980,0.014737,90.384264
16.404007,-1.174384,-1.198860,-3.216841,0.015803,90.384264
16.460768,-1.159928,-1.215953,-3.214439,0.015564,90.384264
16.517529,-1.144633,-1.233006,-3.211552,0.015516,90.384264
16.574290,-1.129102,-1.247711,-3.210037,0.017123,90.384264
16.631052,-1.111583,-1.264638,-3.207701,0.017084,90.384264
16.687813,-1.097365,-1.280834,-3.205256,0.016766,90.384264
16.744574,-1.081225,-1.296152,-3.202725,0.017524,90.384264
16.801336,-1.063635,-1.314254,-3.201002,0.015386,90.384264
16.858097,-1.046138,-1.330351,-3.199592,0.014975,90.384264
16.914858,-1.027544,-1.345282,-3.197112,0.015822,90.384264
16.971619,-1.008265,-1.361137,-3.194554,0.015811,90.384264
17.028381,-0.990281,-1.375962,-3.192436,0.016081,90.384264
17.085142,-0.971337,-1.391309,-3.189546,0.015964,90.384264
17.141903,-0.955293,-1.406557,-3.187178,0.014548,90.384264
17.198664,-0.938253,-1.420676,-3.185098,0.014442,90.384264
17.255426,-0.920385,-1.433443,-3.182963,0.015694,90.384264
17.312187,-0.901716,-1.448367,-3.180093,0.014637,90.384264
17.368948,-0.882258,-1.462681,-3.177187,0.014015,90.384264
17.425710,-0.864976,-1.477224,-3.173264,0.012633,90.384264
17.482471,-0.845261,-1.489287,-3.171001,0.013744,90.384264
17.539232,-0.826060,-1.503311,-3.166889,0.012572,90.384264
17.595993,-0.805494,-1.517298,-3.164664,0.011217,90.384264
17.652755,-0.785610,-1.529648,-3.161389,0.011217,90.384264
17.709516,-0.766661,-1.542213,-3.158369,0.010835,90.384264
17.766277,-0.746804,-1.554942,-3.155264,0.010055,90.384264
17.823038,-0.726481,-1.566691,-3.152431,0.009951,90.384264
17.879800,-0.704905,-1.577977,-3.149955,0.009825,90.384264
17.936561,-0.684250,-1.588211,-3.146185,0.010634,90.384264
17.993322,-0.663935,-1.598171,-3.143082,0.011589,90.384264
18.050083,-0.642517,-1.608768,-3.139652,0.011445,90.384264
18.106845,-0.619903,-1.619330,-3.136386,0.010834,90.384264
18.163606,-0.599565,-1.628707,-3.133292,0.011629,90.384264
18.220367,-0.579259,-1.639336,-3.130062,0.011215,90.384264
18.277129,-0.557431,-1.650389,-3.127107,0.009739,90.384264
18.333890,-0.534162,-1.659333,-3.123871,0.009280,90.384264
18.390651,-0.511181,-1.668857,-3.119655,0.008424,90.384264
18.447412,-0.488270,-1.678029,-3.115629,0.007813,90.384264
18.504174,-0.466997,-1.686762,-3.113196,0.007625,90.384264
18.560935,-0.444479,-1.694076,-3.110729,0.007978,90.384264
18.617696,-0.421149,-1.700459,-3.107130,0.008774,90.384264
18.674457,-0.399038,-1.709135,-3.103849,0.007946,90.384264
18.731219,-0.376099,-1.716872,-3.101231,0.007253,90.384264
18.787980,-0.354177,-1.723031,-3.096925,0.008603,90.384264
18.844741,-0.333108,-1.730237,-3.094806,0.009568,90.384264
18.901503,-0.309679,-1.737186,-3.092027,0.009027,90.384264
18.958264,-0.286423,-1.743940,-3.089428,0.008819,90.384264
19.015025,-0.262180,-1.750168,-3.085479,0.007955,90.384264
19.071786,-0.236976,-1.756889,-3.082326,0.006211,90.384264
19.128548,-0.213198,-1.764364,-3.079418,0.006739,90.384264
19.185309,-0.188954,-1.769608,-3.075827,0.006808,90.384264
19.242070,-0.163925,-1.773094,-3.072695,0.005601,90.384264
19.298831,-0.141354,-1.778840,-3.069935,0.008000,90.384264
19.355593,-0.116260,-1.783075,-3.066418,0.007858,90.384264
19.412354,-0.091604,-1.786690,-3.062430,0.007974,90.384264
19.469115,-0.068397,-1.788686,-3.058268,0.008135,90.384264
19.525876,-0.044853,-1.791482,-3.055167,0.008916,90.384264
19.582638,-0.021357,-1.794363,-3.052791,0.010076,90.384264
19.639399,0.001388,-1.796721,-3.049460,0.011719,90.384264
19.696160,0.025506,-1.797831,-3.046045,0.011779,90.384264
19.752922,0.049760,-1.799182,-3.042684,0.012129,90.384264
19.809683,0.074195,-1.800714,-3.039476,0.012710,90.384264
19.866444,0.097868,-1.801166,-3.035961,0.013403,90.384264
19.923205,0.122073,-1.801748,-3.032801,0.014028,90.384264
19.979967,0.147882,-1.804046,-3.029101,0.014981,90.384264
20.036728,0.173955,-1.804029,-3.024799,0.014571,90.384264
20.093489,0.199094,-1.803853,-3.020857,0.014968,90.384264
20.150250,0.223449,-1.802199,-3.016184,0.014895,90.384264
20.207012,0.247232,-1.800823,-3.012861,0.015545,90.384264
20.263773,0.269897,-1.799460,-3.008887,0.017237,90.384264
20.320534,0.294218,-1.796012,-3.006175,0.016476,90.384264
20.377295,0.316413,-1.792232,-3.003749,0.017360,90.384264
20.434057,0.338190,-1.791534,-3.000798,0.020986,90.384264
20.490818,0.361492,-1.787188,-2.996596,0.021369,90.384264
20.547579,0.385609,-1.783073,-2.993702,0.021461,90.384264
20.604341,0.410329,-1.779837,-2.990463,0.021739,90.384264
20.661102,0.434656,-1.776006,-2.987676,0.022194,90.384264
20.717863,0.459333,-1.772061,-2.983744,0.022446,90.384264
20.774624,0.483587,-1.765663,-2.979978,0.021723,90.384264
20.831386,0.508707,-1.759529,-2.976350,0.020647,90.384264
20.888147,0.533516,-1.754640,-2.972864,0.020721,90.384264
20.944908,0.557668,-1.749455,-2.969326,0.021323,90.384264
21.001669,0.580624,-1.742728,-2.965925,0.022068,90.384264
21.058431,0.605323,-1.736055,-2.962599,0.021629,90.384264
21.115192,0.629402,-1.728252,-2.958242,0.021130,90.384264
21.171953,0.652359,-1.719514,-2.955955,0.021230,90.384264
21.228715,0.675426,-1.712624,-2.952381,0.022355,90.384264
21.285476,0.699731,-1.703912,-2.949108,0.021585,90.384264
21.342237,0.723122,-1.697987,-2.946810,0.023326,90.384264
21.398998,0.746851,-1.689137,-2.943969,0.023236,90.384264
21.455760,0.769718,-1.679367,-2.940678,0.023373,90.384264
21.512521,0.792859,-1.669993,-2.936270,0.023476,90.384264
21.569282,0.815801,-1.661075,-2.931918,0.024131,90.384264
21.626043,0.840421,-1.650342,-2.927454,0.022502,90.384264
21.682805,0.864112,-1.640772,-2.923246,0.022457,90.384264
21.739566,0.886939,-1.632301,-2.919809,0.023971,90.384264
21.796327,0.908336,-1.620018,-2.916658,0.024242,90.384264
21.853088,0.931846,-1.608101,-2.912569,0.023217,90.384264
21.909850,0.954258,-1.596867,-2.908543,0.023581,90.384264
21.966611,0.976690,-1.585944,-2.904260,0.024249,90.384264
22.023372,0.998119,-1.576035,-2.900728,0.026448,90.384264
22.080134,1.020989,-1.563613,-2.896772,0.026048,90.384264
22.136895,1.042027,-1.551098,-2.892315,0.027056,90.384264
22.193656,1.063087,-1.540338,-2.889309,0.029268,90.384264
22.250417,1.085023,-1.527352,-2.885637,0.029474,90.384264
22.307179,1.106968,-1.514197,-2.882231,0.029658,90.384264
22.363940,1.129758,-1.500965,-2.878684,0.029429,90.384264
22.420701,1.152552,-1.485234,-2.875528,0.027377,90.384264
22.477462,1.174691,-1.471170,-2.872410,0.027229,90.384264
22.534224,1.196192,-1.454529,-2.868911,0.025493,90.384264
22.590985,1.215286,-1.440010,-2.864923,0.027042,90.384264
22.647746,1.235822,-1.424403,-2.860949,0.027021,90.384264
22.704508,1.257277,-1.409869,-2.858599,0.027395,90.384264
22.761269,1.278097,-1.394386,-2.854801,0.027634,90.384264
22.818030,1.297942,-1.377834,-2.851720,0.027529,90.384264
22.874791,1.318312,-1.362036,-2.849005,0.027995,90.384264
22.931553,1.337686,-1.344894,-2.844973,0.027949,90.384264
22.988314,1.358262,-1.328485,-2.841505,0.028211,90.384264
23.045075,1.377048,-1.311791,-2.838848,0.029078,90.384264
23.101836,1.396574,-1.293049,-2.836619,0.027958,90.384264
23.158598,1.415781,-1.275866,-2.833627,0.028629,90.384264
23.215359,1.434673,-1.257703,-2.830722,0.028687,90.384264
23.272120,1.451078,-1.238987,-2.827471,0.029180,90.384264
23.328881,1.468988,-1.219009,-2.824629,0.028185,90.384264
23.385643,1.488821,-1.198315,-2.821295,0.026037,90.384264
23.442404,1.505118,-1.178594,-2.818497,0.026124,90.384264
23.499165,1.520669,-1.159162,-2.816194,0.026981,90.384264
23.555927,1.536497,-1.138656,-2.813314,0.026883,90.384264
23.612688,1.551954,-1.118421,-2.809367,0.027210,90.384264
23.669449,1.567972,-1.098815,-2.806653,0.028112,90.384264
23.726210,1.583881,-1.079629,-2.804487,0.029625,90.384264
23.782972,1.600076,-1.058569,-2.801543,0.029344,90.384264
23.839733,1.617194,-1.039186,-2.798256,0.030373,90.384264
23.896494,1.633292,-1.018033,-2.794568,0.030234,90.384264
23.953255,1.650121,-0.997362,-2.791629,0.030679,90.384264
24.010017,1.665416,-0.976324,-2.787229,0.031159,90.384264
24.066778,1.679676,-0.954614,-2.784451,0.031537,90.384264
24.123539,1.692792,-0.932202,-2.781656,0.031604,90.384264
24.180301,1.706966,-0.910618,-2.778585,0.032381,90.384264
24.237062,1.720542,-0.887474,-2.775909,0.031951,90.384264
24.293823,1.732849,-0.866125,-2.772621,0.033563,90.384264
24.350584,1.745716,-0.843532,-2.769865,0.034060,90.384264
24.407346,1.758960,-0.818594,-2.766546,0.032263,90.384264
24.464107,1.772094,-0.795238,-2.763288,0.032182,90.384264
24.520868,1.784082,-0.773537,-2.760519,0.034107,90.384264
24.577629,1.796442,-0.751814,-2.757413,0.036073,90.384264
24.634391,1.808242,-0.729228,-2.753892,0.037364,90.384264
