t_s,x_m,y_m,z_m,error_norm_m,score_hint
13.225376,-1.595746,-0.056935,-3.319097,0.000000,90.384264
13.282137,-1.596522,-0.078773,-3.318175,0.000000,90.384264
13.338898,-1.596999,-0.100643,-3.317220,0.000000,90.384264
13.395659,-1.597176,-0.122540,-3.316233,0.000000,90.384264
13.452421,-1.597052,-0.144461,-3.315214,0.000000,90.384264
13.509182,-1.596628,-0.166401,-3.314163,0.000000,90.384264
13.565943,-1.595901,-0.188357,-3.313079,0.000000,90.384264
13.622705,-1.594873,-0.210324,-3.311963,0.000000,90.384264
13.679466,-1.593542,-0.232297,-3.310816,0.000000,90.384264
13.736227,-1.591907,-0.254273,-3.309637,0.000000,90.384264
13.792988,-1.589970,-0.276248,-3.308427,0.000000,90.384264
13.849750,-1.587729,-0.298218,-3.307185,0.000000,90.384264
13.906511,-1.585184,-0.320177,-3.305911,0.000000,90.384264
13.963272,-1.582335,-0.342123,-3.304607,0.000000,90.384264
14.020033,-1.579182,-0.364050,-3.303272,0.000000,90.384264
14.076795,-1.575725,-0.385955,-3.301905,0.000000,90.384264
14.133556,-1.571964,-0.407833,-3.300508,0.000000,90.384264
14.190317,-1.567899,-0.429680,-3.299081,0.000000,90.384264
14.247078,-1.563530,-0.451492,-3.297623,0.000000,90.384264
14.303840,-1.558857,-0.473265,-3.296135,0.000000,90.384264
14.360601,-1.553882,-0.494994,-3.294616,0.000000,90.384264
14.417362,-1.548603,-0.516676,-3.293068,0.000000,90.384264
14.474124,-1.543021,-0.538305,-3.291490,0.000000,90.384264
14.530885,-1.537138,-0.559878,-3.289882,0.000000,90.384264
14.587646,-1.530952,-0.581391,-3.288244,0.000000,90.384264
14.644407,-1.524466,-0.602839,-3.286578,0.000000,90.384264
14.701169,-1.517678,-0.624218,-3.284882,0.000000,90.384264
14.757930,-1.510591,-0.645524,-3.283157,0.000000,90.384264
14.814691,-1.503205,-0.666753,-3.281403,0.000000,90.384264
14.871452,-1.495521,-0.687900,-3.279621,0.000000,90.384264
14.928214,-1.487539,-0.708961,-3.277810,0.000000,90.384264
14.984975,-1.479260,-0.729933,-3.275971,0.000000,90.384264
15.041736,-1.470686,-0.750810,-3.274103,0.000000,90.384264
15.098497,-1.461817,-0.771589,-3.272208,0.000000,90.384264
15.155259,-1.452655,-0.792266,-3.270285,0.000000,90.384264
15.212020,-1.443201,-0.812836,-3.268334,0.000000,90.384264
15.268781,-1.433455,-0.833296,-3.266356,0.000000,90.384264
15.325543,-1.423419,-0.853640,-3.264351,0.000000,90.384264
15.382304,-1.413095,-0.873866,-3.262318,0.000000,90.384264
15.439065,-1.402484,-0.893969,-3.260259,0.000000,90.384264
15.495826,-1.391587,-0.913945,-3.258173,0.000000,90.384264
15.552588,-1.380405,-0.933789,-3.256061,0.000000,90.384264
15.609349,-1.368941,-0.953499,-3.253922,0.000000,90.384264
15.666110,-1.357196,-0.973069,-3.251758,0.000000,90.384264
15.722871,-1.345171,-0.992496,-3.249567,0.000000,90.384264
15.779633,-1.332869,-1.011776,-3.247351,0.000000,90.384264
15.836394,-1.320291,-1.030905,-3.245109,0.000000,90.384264
15.893155,-1.307439,-1.049879,-3.242842,0.000000,90.384264
15.949917,-1.294314,-1.068693,-3.240550,0.000000,90.384264
16.006678,-1.280919,-1.087345,-3.238233,0.000000,90.384264
16.063439,-1.267256,-1.105830,-3.235891,0.000000,90.384264
16.120200,-1.253327,-1.124144,-3.233525,0.000000,90.384264
16.176962,-1.239134,-1.142284,-3.231135,0.000000,90.384264
16.233723,-1.224679,-1.160246,-3.228721,0.000000,90.384264
16.290484,-1.209964,-1.178025,-3.226283,0.000000,90.384264
16.347245,-1.194992,-1.195619,-3.223821,0.000000,90.384264
16.404007,-1.179765,-1.213023,-3.221337,0.000000,90.384264
16.460768,-1.164285,-1.230234,-3.218829,0.000000,90.384264
16.517529,-1.148555,-1.247249,-3.216298,0.000000,90.384264
16.574290,-1.132577,-1.264063,-3.213744,0.000000,90.384264
16.631052,-1.116354,-1.280672,-3.211168,0.000000,90.384264
16.687813,-1.099889,-1.297074,-3.208570,0.000000,90.384264
16.744574,-1.083183,-1.313265,-3.205950,0.000000,90.384264
16.801336,-1.066240,-1.329242,-3.203308,0.000000,90.384264
16.858097,-1.049063,-1.345000,-3.200644,0.000000,90.384264
16.914858,-1.031654,-1.360537,-3.197959,0.000000,90.384264
16.971619,-1.014017,-1.375849,-3.195253,0.000000,90.384264
17.028381,-0.996153,-1.390932,-3.192527,0.000000,90.384264
17.085142,-0.978066,-1.405784,-3.189779,0.000000,90.384264
17.141903,-0.959760,-1.420401,-3.187012,0.000000,90.384264
17.198664,-0.941236,-1.434780,-3.184224,0.000000,90.384264
17.255426,-0.922499,-1.448917,-3.181417,0.000000,90.384264
17.312187,-0.903550,-1.462811,-3.178590,0.000000,90.384264
17.368948,-0.884395,-1.476456,-3.175743,0.000000,90.384264
17.425710,-0.865035,-1.489851,-3.172877,0.000000,90.384264
17.482471,-0.845474,-1.502992,-3.169993,0.000000,90.384264
17.539232,-0.825715,-1.515876,-3.167090,0.000000,90.384264
17.595993,-0.805762,-1.528501,-3.164168,0.000000,90.384264
17.652755,-0.785618,-1.540863,-3.161229,0.000000,90.384264
17.709516,-0.765287,-1.552960,-3.158272,0.000000,90.384264
17.766277,-0.744772,-1.564789,-3.155297,0.000000,90.384264
17.823038,-0.724076,-1.576346,-3.152304,0.000000,90.384264
17.879800,-0.703203,-1.587630,-3.149295,0.000000,90.384264
17.936561,-0.682157,-1.598637,-3.146269,0.000000,90.384264
17.993322,-0.660942,-1.609366,-3.143226,0.000000,90.384264
18.050083,-0.639561,-1.619813,-3.140167,0.000000,90.384264
18.106845,-0.618018,-1.629975,-3.137091,0.000000,90.384264
18.163606,-0.596316,-1.639851,-3.134000,0.000000,90.384264
18.220367,-0.574460,-1.649438,-3.130894,0.000000,90.384264
18.277129,-0.552453,-1.658734,-3.127772,0.000000,90.384264
18.333890,-0.530299,-1.667735,-3.124636,0.000000,90.384264
18.390651,-0.508003,-1.676441,-3.121484,0.000000,90.384264
18.447412,-0.485567,-1.684848,-3.118318,0.000000,90.384264
18.504174,-0.462997,-1.692955,-3.115138,0.000000,90.384264
18.560935,-0.440296,-1.700760,-3.111944,0.000000,90.384264
18.617696,-0.417468,-1.708260,-3.108737,0.000000,90.384264
18.674457,-0.394517,-1.715453,-3.105516,0.000000,90.384264
18.731219,-0.371448,-1.722338,-3.102282,0.000000,90.384264
18.787980,-0.348264,-1.728912,-3.099035,0.000000,90.384264
18.844741,-0.324970,-1.735174,-3.095776,0.000000,90.384264
18.901503,-0.301569,-1.741122,-3.092504,0.000000,90.384264
18.958264,-0.278067,-1.746753,-3.089221,0.000000,90.384264
19.015025,-0.254468,-1.752068,-3.085925,0.000000,90.384264
19.071786,-0.230775,-1.757063,-3.082619,0.000000,90.384264
19.128548,-0.206993,-1.761738,-3.079301,0.000000,90.384264
19.185309,-0.183127,-1.766090,-3.075972,0.000000,90.384264
19.242070,-0.159180,-1.770119,-3.072633,0.000000,90.384264
19.298831,-0.135157,-1.773823,-3.069283,0.000000,90.384264
19.355593,-0.111063,-1.777201,-3.065924,0.000000,90.384264
19.412354,-0.086902,-1.780251,-3.062554,0.000000,90.384264
19.469115,-0.062679,-1.782972,-3.059175,0.000000,90.384264
19.525876,-0.038397,-1.785363,-3.055788,0.000000,90.384264
19.582638,-0.014062,-1.787424,-3.052391,0.000000,90.384264
19.639399,0.010322,-1.789152,-3.048985,0.000000,90.384264
19.696160,0.034751,-1.790548,-3.045572,0.000000,90.384264
19.752922,0.059220,-1.791609,-3.042150,0.000000,90.384264
19.809683,0.083724,-1.792336,-3.038720,0.000000,90.384264
19.866444,0.108259,-1.792728,-3.035283,0.000000,90.384264
19.923205,0.132820,-1.792783,-3.031839,0.000000,90.384264
19.979967,0.157402,-1.792501,-3.028388,0.000000,90.384264
20.036728,0.182002,-1.791883,-3.024931,0.000000,90.384264
20.093489,0.206614,-1.790926,-3.021467,0.000000,90.384264
20.150250,0.231234,-1.789631,-3.017997,0.000000,90.384264
20.207012,0.255857,-1.787997,-3.014522,0.000000,90.384264
20.263773,0.280478,-1.786024,-3.011041,0.000000,90.384264
20.320534,0.305093,-1.783712,-3.007555,0.000000,90.384264
20.377295,0.329697,-1.781060,-3.004064,0.000000,90.384264
20.434057,0.354286,-1.778069,-3.000569,0.000000,90.384264
20.490818,0.378854,-1.774738,-2.997069,0.000000,90.384264
20.547579,0.403397,-1.771067,-2.993566,0.000000,90.384264
20.604341,0.427910,-1.767057,-2.990059,0.000000,90.384264
20.661102,0.452389,-1.762707,-2.986548,0.000000,90.384264
20.717863,0.476829,-1.758018,-2.983034,0.000000,90.384264
20.774624,0.501225,-1.752990,-2.979518,0.000000,90.384264
20.831386,0.525572,-1.747623,-2.975999,0.000000,90.384264
20.888147,0.549866,-1.741918,-2.972478,0.000000,90.384264
20.944908,0.574102,-1.735874,-2.968955,0.000000,90.384264
21.001669,0.598276,-1.729494,-2.965431,0.000000,90.384264
21.058431,0.622382,-1.722777,-2.961905,0.000000,90.384264
21.115192,0.646416,-1.715723,-2.958378,0.000000,90.384264
21.171953,0.670373,-1.708334,-2.954851,0.000000,90.384264
21.228715,0.694249,-1.700611,-2.951323,0.000000,90.384264
21.285476,0.718039,-1.692554,-2.947795,0.000000,90.384264
21.342237,0.741738,-1.684164,-2.944267,0.000000,90.384264
21.398998,0.765342,-1.675442,-2.940740,0.000000,90.384264
21.455760,0.788845,-1.666389,-2.937213,0.000000,90.384264
21.512521,0.812244,-1.657007,-2.933688,0.000000,90.384264
21.569282,0.835534,-1.647295,-2.930164,0.000000,90.384264
21.626043,0.858709,-1.637257,-2.926641,0.000000,90.384264
21.682805,0.881766,-1.626893,-2.923121,0.000000,90.384264
21.739566,0.904700,-1.616204,-2.919603,0.000000,90.384264
21.796327,0.927506,-1.605191,-2.916087,0.000000,90.384264
21.853088,0.950180,-1.593858,-2.912574,0.000000,90.384264
21.909850,0.972717,-1.582203,-2.909064,0.000000,90.384264
21.966611,0.995113,-1.570231,-2.905558,0.000000,90.384264
22.023372,1.017363,-1.557941,-2.902055,0.000000,90.384264
22.080134,1.039463,-1.545337,-2.898557,0.000000,90.384264
22.136895,1.061408,-1.532419,-2.895063,0.000000,90.384264
22.193656,1.083193,-1.519190,-2.891573,0.000000,90.384264
22.250417,1.104816,-1.505651,-2.888088,0.000000,90.384264
22.307179,1.126270,-1.491805,-2.884609,0.000000,90.384264
22.363940,1.147552,-1.477654,-2.881135,0.000000,90.384264
22.420701,1.168657,-1.463199,-2.877666,0.000000,90.384264
22.477462,1.189581,-1.448443,-2.874204,0.000000,90.384264
22.534224,1.210320,-1.433389,-2.870748,0.000000,90.384264
22.590985,1.230869,-1.418037,-2.867299,0.000000,90.384264
22.647746,1.251224,-1.402392,-2.863857,0.000000,90.384264
22.704508,1.271382,-1.386455,-2.860422,0.000000,90.384264
22.761269,1.291337,-1.370229,-2.856994,0.000000,90.384264
22.818030,1.311086,-1.353717,-2.853574,0.000000,90.384264
22.874791,1.330624,-1.336920,-2.850163,0.000000,90.384264
22.931553,1.349948,-1.319842,-2.846759,0.000000,90.384264
22.988314,1.369053,-1.302485,-2.843365,0.000000,90.384264
23.045075,1.387936,-1.284853,-2.839979,0.000000,90.384264
23.101836,1.406593,-1.266947,-2.836603,0.000000,90.384264
23.158598,1.425018,-1.248771,-2.833236,0.000000,90.384264
23.215359,1.443210,-1.230329,-2.829878,0.000000,90.384264
23.272120,1.461163,-1.211622,-2.826531,0.000000,90.384264
23.328881,1.478874,-1.192654,-2.823195,0.000000,90.384264
23.385643,1.496340,-1.173428,-2.819869,0.000000,90.384264
23.442404,1.513555,-1.153947,-2.816554,0.000000,90.384264
23.499165,1.530518,-1.134215,-2.813250,0.000000,90.384264
23.555927,1.547223,-1.114235,-2.809957,0.000000,90.384264
23.612688,1.563668,-1.094010,-2.806677,0.000000,90.384264
23.669449,1.579849,-1.073543,-2.803408,0.000000,90.384264
23.726210,1.595762,-1.052839,-2.800152,0.000000,90.384264
23.782972,1.611404,-1.031899,-2.796908,0.000000,90.384264
23.839733,1.626772,-1.010729,-2.793678,0.000000,90.384264
23.896494,1.641861,-0.989332,-2.790460,0.000000,90.384264
23.953255,1.656669,-0.967710,-2.787256,0.000000,90.384264
24.010017,1.671193,-0.945869,-2.784065,0.000000,90.384264
24.066778,1.685429,-0.923811,-2.780889,0.000000,90.384264
24.123539,1.699373,-0.901541,-2.777727,0.000000,90.384264
24.180301,1.713023,-0.879062,-2.774579,0.000000,90.384264
24.237062,1.726376,-0.856379,-2.771446,0.000000,90.384264
24.293823,1.739429,-0.833494,-2.768328,0.000000,90.384264
24.350584,1.752178,-0.810413,-2.765225,0.000000,90.384264
24.407346,1.764621,-0.787139,-2.762138,0.000000,90.384264
24.464107,1.776755,-0.763676,-2.759067,0.000000,90.384264
24.520868,1.788577,-0.740029,-2.756012,0.000000,90.384264
24.577629,1.800083,-0.716200,-2.752973,0.000000,90.384264
24.634391,1.811273,-0.692196,-2.749951,0.000000,90.384264
