t_s,x_m,y_m,z_m,error_norm_m
16.477462,-0.158652,-1.368442,-3.028709,0.044617
16.527546,-0.194638,-1.357517,-3.028155,0.043952
16.577629,-0.230138,-1.346110,-3.026845,0.043725
16.627713,-0.265962,-1.334918,-3.026618,0.043122
16.677796,-0.301041,-1.324692,-3.026710,0.043440
16.727880,-0.336166,-1.313988,-3.026086,0.043671
16.777963,-0.370664,-1.303259,-3.025584,0.044497
16.828047,-0.405816,-1.291686,-3.024825,0.044520
16.878130,-0.441914,-1.280744,-3.024288,0.043749
16.928214,-0.476740,-1.270059,-3.024021,0.044259
16.978297,-0.510989,-1.258794,-3.022624,0.045276
17.028381,-0.545715,-1.248645,-3.022134,0.046005
17.078464,-0.581570,-1.237437,-3.021594,0.045418
17.128548,-0.615992,-1.226285,-3.021296,0.046238
17.178631,-0.650416,-1.214093,-3.021280,0.046884
17.228715,-0.684856,-1.203507,-3.020222,0.047826
17.278798,-0.720384,-1.193310,-3.019036,0.047768
17.328881,-0.754692,-1.183487,-3.018699,0.048960
17.378965,-0.789743,-1.172766,-3.018100,0.049267
17.429048,-0.825574,-1.161893,-3.017599,0.048780
17.479132,-0.861127,-1.150762,-3.016547,0.048526
17.529215,-0.897011,-1.139772,-3.015663,0.047972
17.579299,-0.931959,-1.129180,-3.014657,0.048415
17.629382,-0.968139,-1.118789,-3.014157,0.047675
17.679466,-1.002887,-1.108023,-3.013339,0.048276
17.729549,-1.037510,-1.097582,-3.011876,0.049083
17.779633,-1.072962,-1.087207,-3.011349,0.049065
17.829716,-1.108977,-1.076567,-3.010410,0.048458
17.879800,-1.144366,-1.066659,-3.010191,0.048607
17.929883,-1.179027,-1.055926,-3.009135,0.049303
17.979967,-1.213381,-1.045594,-3.008047,0.050393
18.030050,-1.249071,-1.035566,-3.007997,0.050235
18.080134,-1.284828,-1.024237,-3.007474,0.049709
18.130217,-1.318541,-1.013719,-3.005911,0.051385
18.180301,-1.355218,-1.003651,-3.004873,0.050298
18.230384,-1.390375,-0.993517,-3.003743,0.050677
18.280467,-1.426648,-0.983246,-3.003331,0.049929
18.330551,-1.461647,-0.971335,-3.002873,0.049954
18.380634,-1.496587,-0.960236,-3.001466,0.049430
18.430718,-1.531052,-0.948134,-3.000673,0.047687
18.480801,-1.563623,-0.936413,-2.999699,0.046512
18.530885,-1.594423,-0.924294,-2.998942,0.045575
18.580968,-1.623495,-0.911470,-2.999008,0.044696
18.631052,-1.650557,-0.898436,-2.998883,0.044382
18.681135,-1.676131,-0.884328,-2.998399,0.043853
18.731219,-1.700752,-0.869833,-2.998384,0.042821
18.781302,-1.723115,-0.855282,-2.999085,0.042610
18.831386,-1.745040,-0.839308,-2.999453,0.041101
18.881469,-1.764095,-0.823145,-3.000237,0.040910
18.931553,-1.781137,-0.806400,-3.001255,0.041718
18.981636,-1.798561,-0.788383,-3.001744,0.041584
19.031720,-1.817201,-0.771114,-3.002873,0.040762
19.081803,-1.834478,-0.753012,-3.003285,0.040711
19.131886,-1.851841,-0.736045,-3.003709,0.041200
19.181970,-1.869992,-0.718269,-3.005707,0.040418
19.232053,-1.886421,-0.700323,-3.005927,0.041185
19.282137,-1.903736,-0.682917,-3.006884,0.041417
19.332220,-1.921765,-0.665847,-3.007259,0.041292
19.382304,-1.939758,-0.649340,-3.008193,0.041455
19.432387,-1.957671,-0.632077,-3.009221,0.041269
19.482471,-1.974435,-0.615919,-3.010039,0.042679
19.532554,-1.990946,-0.599326,-3.011034,0.044027
19.582638,-2.007962,-0.581325,-3.011278,0.044234
19.632721,-2.025697,-0.563753,-3.011952,0.044061
19.682805,-2.043219,-0.546180,-3.012923,0.044027
19.732888,-2.060262,-0.528917,-3.014168,0.044528
19.782972,-2.077232,-0.510448,-3.014314,0.044538
19.833055,-2.096001,-0.492172,-3.014965,0.043127
19.883139,-2.112204,-0.473802,-3.015594,0.043808
19.933222,-2.129724,-0.455118,-3.016043,0.043278
19.983306,-2.147241,-0.436939,-3.017092,0.042935
20.033389,-2.164884,-0.420023,-3.017890,0.043147
20.083472,-2.181649,-0.402927,-3.018623,0.044031
20.133556,-2.199653,-0.386261,-3.019101,0.044123
20.183639,-2.216937,-0.369100,-3.019976,0.044515
20.233723,-2.234010,-0.351965,-3.020086,0.045213
20.283806,-2.251498,-0.334342,-3.021165,0.045160
20.333890,-2.269873,-0.316696,-3.021438,0.044483
20.383973,-2.286127,-0.298861,-3.022922,0.045290
20.434057,-2.303606,-0.281103,-3.023710,0.045222
20.484140,-2.321966,-0.263587,-3.024465,0.044539
20.534224,-2.339708,-0.245726,-3.025793,0.044114
20.584307,-2.358129,-0.227484,-3.026642,0.042993
20.634391,-2.375539,-0.210699,-3.027972,0.043408
20.684474,-2.392098,-0.194152,-3.028936,0.044722
20.734558,-2.410200,-0.176273,-3.029697,0.044067
20.784641,-2.428649,-0.158631,-3.030989,0.043179
20.834725,-2.447200,-0.141450,-3.032110,0.042489
20.884808,-2.463735,-0.123534,-3.032824,0.043115
20.934891,-2.480979,-0.105995,-3.033539,0.043362
20.984975,-2.498193,-0.089215,-3.034740,0.043986
21.035058,-2.516141,-0.072226,-3.034788,0.044034
21.085142,-2.533500,-0.054470,-3.036085,0.043991
21.135225,-2.551203,-0.036439,-3.037114,0.043548
21.185309,-2.568160,-0.018952,-3.038360,0.044000
21.235392,-2.586188,-0.001027,-3.039226,0.043366
21.285476,-2.604797,0.016702,-3.040091,0.042357
21.335559,-2.622330,0.033770,-3.041131,0.042586
21.385643,-2.639111,0.050415,-3.042679,0.043629
21.435726,-2.656443,0.067920,-3.043675,0.043791
21.485810,-2.673151,0.084962,-3.044168,0.044769
21.535893,-2.689869,0.102899,-3.045692,0.045162
21.585977,-2.707293,0.120544,-3.045672,0.045256
21.636060,-2.724206,0.137086,-3.046165,0.046340
21.686144,-2.741705,0.155601,-3.047372,0.045795
21.736227,-2.759919,0.174556,-3.047480,0.044536
21.786311,-2.776676,0.192390,-3.047906,0.045084
21.836394,-2.793295,0.210584,-3.048665,0.045545
21.886477,-2.810680,0.227934,-3.049496,0.045758
21.936561,-2.828790,0.244804,-3.051135,0.045499
21.986644,-2.847086,0.261690,-3.052221,0.045153
22.036728,-2.864954,0.279616,-3.053095,0.044655
22.086811,-2.882089,0.296615,-3.054692,0.045202
22.136895,-2.899292,0.314151,-3.055282,0.045493
22.186978,-2.916614,0.332085,-3.055189,0.045544
22.237062,-2.934446,0.350450,-3.055578,0.044910
22.287145,-2.951840,0.367627,-3.056303,0.045215
22.337229,-2.968373,0.384551,-3.056814,0.046410
22.387312,-2.985880,0.402465,-3.057974,0.046198
22.437396,-3.003182,0.420553,-3.058623,0.046139
22.487479,-3.021341,0.439023,-3.059066,0.045186
22.537563,-3.039282,0.457242,-3.060332,0.044447
22.587646,-3.056977,0.473812,-3.060819,0.044805
22.637730,-3.074630,0.491574,-3.062300,0.044507
22.687813,-3.092504,0.509732,-3.063172,0.043901
22.737896,-3.109529,0.526304,-3.063433,0.044869
22.787980,-3.126610,0.543204,-3.064543,0.045532
22.838063,-3.144464,0.559329,-3.065584,0.045947
22.888147,-3.162621,0.576655,-3.066079,0.045563
22.938230,-3.179196,0.593572,-3.066315,0.046763
22.988314,-3.196601,0.611690,-3.066780,0.046607
23.038397,-3.213591,0.629268,-3.066919,0.047137
23.088481,-3.230177,0.645543,-3.067548,0.048611
23.138564,-3.248002,0.663269,-3.068151,0.048295
23.188648,-3.265404,0.679720,-3.069190,0.048943
23.238731,-3.282689,0.696776,-3.071099,0.049253
23.288815,-3.299843,0.713549,-3.072248,0.049939
23.338898,-3.316817,0.730642,-3.073282,0.050615
23.388982,-3.334430,0.748740,-3.074817,0.050160
23.439065,-3.352145,0.766650,-3.075246,0.049840
23.489149,-3.370193,0.784075,-3.076000,0.049474
23.539232,-3.387828,0.800314,-3.076850,0.050105
23.589316,-3.404967,0.817960,-3.077884,0.050337
23.639399,-3.422574,0.835217,-3.078165,0.050489
23.689482,-3.439772,0.851497,-3.078477,0.051534
23.739566,-3.456474,0.869202,-3.079230,0.052113
23.789649,-3.475058,0.887343,-3.080490,0.050855
23.839733,-3.493300,0.904824,-3.081581,0.050277
23.889816,-3.511524,0.923433,-3.081828,0.049166
23.939900,-3.527817,0.940444,-3.082738,0.050456
23.989983,-3.545599,0.957987,-3.084541,0.050130
24.040067,-3.563261,0.975796,-3.085568,0.049843
24.090150,-3.581319,0.992948,-3.086857,0.049584
24.140234,-3.600306,1.011396,-3.087520,0.047888
24.190317,-3.617920,1.028846,-3.087807,0.047924
24.240401,-3.634794,1.046700,-3.088300,0.048308
24.290484,-3.653108,1.063650,-3.088282,0.048115
24.340568,-3.670583,1.081217,-3.089320,0.048110
24.390651,-3.687930,1.099023,-3.090038,0.043697
24.440735,-3.701758,1.113993,-3.090712,0.038413
24.490818,-3.709604,1.126131,-3.091612,0.034162
24.540902,-3.712924,1.135408,-3.092166,0.029939
24.590985,-3.711286,1.143047,-3.091990,0.025365
24.641068,-3.706116,1.146743,-3.091423,0.021105
24.691152,-3.694748,1.149916,-3.091651,0.016174
24.741235,-3.679700,1.149827,-3.091461,0.011644
24.791319,-3.659724,1.146645,-3.091309,0.008849
24.841402,-3.634286,1.140395,-3.090874,0.008764
24.891486,-3.604954,1.132365,-3.090359,0.011299
24.941569,-3.570185,1.121314,-3.090751,0.011295
24.991653,-3.535865,1.109450,-3.089459,0.012441
25.041736,-3.500706,1.098606,-3.088198,0.012535
25.091820,-3.465382,1.086842,-3.086661,0.012828
25.141903,-3.430290,1.075857,-3.085836,0.012889
25.191987,-3.394423,1.064502,-3.085472,0.012223
25.242070,-3.359238,1.053645,-3.085306,0.011991
25.292154,-3.325020,1.043212,-3.084455,0.012747
25.342237,-3.290046,1.032407,-3.083863,0.012866
25.392321,-3.254883,1.020775,-3.083255,0.013002
25.442404,-3.219720,1.009038,-3.082215,0.013257
25.492487,-3.184359,0.997803,-3.080456,0.013340
25.542571,-3.149894,0.986630,-3.079149,0.014166
25.592654,-3.115198,0.975700,-3.078555,0.014551
25.642738,-3.081015,0.965071,-3.077815,0.015409
25.692821,-3.045116,0.955105,-3.076904,0.014569
25.742905,-3.010388,0.943388,-3.075806,0.015194
25.792988,-2.975662,0.932038,-3.075417,0.015638
25.843072,-2.941548,0.921742,-3.074930,0.016554
