t_s,x_m,y_m,z_m,error_norm_m,score_hint
5.141903,1.774450,-1.608260,-2.995225,0.049844,95.018365
5.188648,1.828905,-1.606645,-2.995333,0.049890,95.018365
5.235392,1.882134,-1.606753,-2.994096,0.051540,95.018365
5.282137,1.936472,-1.606917,-2.992395,0.052196,95.018365
5.328881,1.990161,-1.607549,-2.992734,0.053283,95.018365
5.375626,2.043808,-1.607623,-2.993224,0.054320,95.018365
5.422371,2.097758,-1.609561,-2.993620,0.055368,95.018365
5.469115,2.152815,-1.608414,-2.992848,0.054983,95.018365
5.515860,2.206841,-1.608148,-2.992148,0.055755,95.018365
5.562604,2.259975,-1.607048,-2.991915,0.057233,95.018365
5.609349,2.315043,-1.606876,-2.992388,0.056842,95.018365
5.656093,2.370354,-1.605364,-2.993172,0.056033,95.018365
5.702838,2.424719,-1.604213,-2.994492,0.056178,95.018365
5.749583,2.477185,-1.604166,-2.993381,0.058565,95.018365
5.796327,2.532533,-1.603412,-2.993322,0.057937,95.018365
5.843072,2.585620,-1.604239,-2.994125,0.059564,95.018365
5.889816,2.640885,-1.603143,-2.993988,0.059005,95.018365
5.936561,2.695064,-1.601669,-2.994137,0.059507,95.018365
5.983306,2.751397,-1.601464,-2.995162,0.057839,95.018365
6.030050,2.805636,-1.602322,-2.994855,0.058410,95.018365
6.076795,2.860371,-1.604481,-2.995251,0.058525,95.018365
6.123539,2.917832,-1.604449,-2.996160,0.055767,95.018365
6.170284,2.971538,-1.604488,-2.996639,0.056786,95.018365
6.217028,3.027464,-1.603506,-2.997648,0.055502,95.018365
6.263773,3.082070,-1.603214,-2.999865,0.055585,95.018365
6.310518,3.136435,-1.603750,-2.999602,0.056013,95.018365
6.357262,3.191617,-1.603653,-3.000137,0.055582,95.018365
6.404007,3.246985,-1.602892,-2.999850,0.054928,95.018365
6.450751,3.301335,-1.602696,-2.999839,0.055325,95.018365
6.497496,3.354723,-1.603566,-2.999742,0.056742,95.018365
6.544240,3.410513,-1.604334,-2.999627,0.055767,95.018365
6.590985,3.464502,-1.603581,-2.998917,0.055832,95.018365
6.637730,3.518118,-1.603794,-2.999281,0.053699,95.018365
6.684474,3.569280,-1.602118,-2.999110,0.051251,95.018365
6.731219,3.618728,-1.601797,-2.999576,0.048007,95.018365
6.777963,3.664908,-1.599737,-2.999830,0.045254,95.018365
6.824708,3.708846,-1.599395,-2.999578,0.042421,95.018365
6.871452,3.746888,-1.596304,-3.000251,0.042431,95.018365
6.918197,3.786085,-1.592780,-3.000863,0.038697,95.018365
6.964942,3.821305,-1.588985,-3.000849,0.036309,95.018365
7.011686,3.853955,-1.586559,-3.001074,0.034329,95.018365
7.058431,3.882412,-1.581786,-3.001371,0.033382,95.018365
7.105175,3.908024,-1.574766,-3.001393,0.032097,95.018365
7.151920,3.932584,-1.569254,-3.002232,0.029823,95.018365
7.198664,3.953693,-1.562210,-3.000996,0.028093,95.018365
7.245409,3.972822,-1.555928,-3.001035,0.026099,95.018365
7.292154,3.990504,-1.547432,-3.001786,0.022333,95.018365
7.338898,4.003280,-1.539429,-3.001696,0.021121,95.018365
7.385643,4.012657,-1.531629,-3.002025,0.020832,95.018365
7.432387,4.021297,-1.523574,-3.001487,0.019276,95.018365
7.479132,4.028524,-1.512790,-3.002464,0.015837,95.018365
7.525876,4.031911,-1.503823,-3.002584,0.016690,95.018365
7.572621,4.035783,-1.495297,-3.003437,0.017199,95.018365
7.619366,4.039235,-1.487540,-3.002623,0.018998,95.018365
7.666110,4.042052,-1.480644,-3.002004,0.021794,95.018365
7.712855,4.045165,-1.470282,-3.003442,0.021555,95.018365
7.759599,4.047962,-1.461895,-3.004727,0.022856,95.018365
7.806344,4.052824,-1.450834,-3.004975,0.021324,95.018365
7.853088,4.058448,-1.442332,-3.006034,0.020515,95.018365
7.899833,4.062686,-1.434940,-3.006445,0.021723,95.018365
7.946578,4.065885,-1.426561,-3.006739,0.023036,95.018365
7.993322,4.070671,-1.416407,-3.007207,0.022030,95.018365
8.040067,4.075661,-1.406534,-3.008504,0.020831,95.018365
8.086811,4.080406,-1.398167,-3.007993,0.021458,95.018365
8.133556,4.085622,-1.389160,-3.007865,0.021317,95.018365
8.180301,4.088947,-1.379690,-3.010230,0.021009,95.018365
8.227045,4.092700,-1.370349,-3.011617,0.020950,95.018365
8.273790,4.096961,-1.360524,-3.012787,0.020302,95.018365
8.320534,4.100642,-1.349421,-3.013129,0.019321,95.018365
8.367279,4.104386,-1.339105,-3.013880,0.018809,95.018365
8.414023,4.108260,-1.331611,-3.015389,0.019961,95.018365
8.460768,4.113499,-1.324827,-3.016198,0.021148,95.018365
8.507513,4.116364,-1.314870,-3.017027,0.021297,95.018365
8.554257,4.120894,-1.304332,-3.018123,0.019980,95.018365
8.601002,4.124665,-1.294618,-3.018824,0.019845,95.018365
8.647746,4.129699,-1.284304,-3.020431,0.018294,95.018365
8.694491,4.133808,-1.275442,-3.021180,0.018589,95.018365
8.741235,4.138466,-1.266673,-3.021119,0.018788,95.018365
8.787980,4.140910,-1.257951,-3.021685,0.020224,95.018365
8.834725,4.144431,-1.247428,-3.021501,0.019834,95.018365
8.881469,4.146493,-1.236596,-3.022453,0.020101,95.018365
8.928214,4.151721,-1.228160,-3.023688,0.019727,95.018365
8.974958,4.154441,-1.218212,-3.023328,0.020456,95.018365
9.021703,4.158451,-1.207646,-3.024518,0.019567,95.018365
9.068447,4.161332,-1.198611,-3.025957,0.020470,95.018365
9.115192,4.163401,-1.187708,-3.026903,0.021141,95.018365
9.161937,4.167343,-1.179145,-3.027642,0.021594,95.018365
9.208681,4.170078,-1.169761,-3.028088,0.022677,95.018365
9.255426,4.173035,-1.161419,-3.028554,0.024111,95.018365
9.302170,4.177430,-1.154297,-3.030336,0.024890,95.018365
9.348915,4.182671,-1.145698,-3.031036,0.024380,95.018365
9.395659,4.185928,-1.134865,-3.031889,0.024048,95.018365
9.442404,4.187872,-1.123855,-3.032498,0.024883,95.018365
9.489149,4.193574,-1.114676,-3.034261,0.023439,95.018365
9.535893,4.197404,-1.105510,-3.035281,0.023669,95.018365
9.582638,4.201895,-1.096849,-3.035853,0.023649,95.018365
9.629382,4.205921,-1.087911,-3.036957,0.023853,95.018365
9.676127,4.210134,-1.077856,-3.037920,0.023275,95.018365
9.722871,4.213401,-1.068419,-3.038065,0.023855,95.018365
9.769616,4.217549,-1.059484,-3.039452,0.023952,95.018365
9.816361,4.220382,-1.051139,-3.040089,0.025486,95.018365
9.863105,4.226316,-1.041777,-3.040016,0.023930,95.018365
9.909850,4.229457,-1.030627,-3.039972,0.023655,95.018365
9.956594,4.233324,-1.020831,-3.041477,0.023497,95.018365
10.003339,4.237792,-1.011421,-3.041469,0.023105,95.018365
10.050083,4.240336,-1.002400,-3.043465,0.024482,95.018365
10.096828,4.245072,-0.994338,-3.044514,0.024553,95.018365
10.143573,4.249288,-0.986344,-3.044521,0.025167,95.018365
10.190317,4.254233,-0.977225,-3.044789,0.024574,95.018365
10.237062,4.258417,-0.967664,-3.045295,0.024309,95.018365
10.283806,4.262239,-0.956714,-3.045103,0.023551,95.018365
10.330551,4.266244,-0.946376,-3.045924,0.022989,95.018365
10.377295,4.270340,-0.936639,-3.047425,0.022659,95.018365
10.424040,4.274913,-0.928878,-3.048358,0.023080,95.018365
10.470785,4.277749,-0.919556,-3.048151,0.024084,95.018365
10.517529,4.281933,-0.910566,-3.047870,0.024221,95.018365
10.564274,4.286465,-0.901265,-3.049481,0.023751,95.018365
10.611018,4.290169,-0.892338,-3.049551,0.024288,95.018365
10.657763,4.294226,-0.882945,-3.050363,0.024210,95.018365
10.704508,4.298383,-0.873639,-3.051965,0.024061,95.018365
10.751252,4.303420,-0.864433,-3.052570,0.023341,95.018365
10.797997,4.309466,-0.854226,-3.053611,0.021213,95.018365
10.844741,4.311678,-0.845334,-3.054958,0.022878,95.018365
10.891486,4.315591,-0.836926,-3.055607,0.023547,95.018365
10.938230,4.319651,-0.828954,-3.056790,0.024426,95.018365
10.984975,4.323691,-0.820309,-3.057210,0.024882,95.018365
11.031720,4.329051,-0.811017,-3.057727,0.023968,95.018365
11.078464,4.333544,-0.802461,-3.057981,0.024226,95.018365
11.125209,4.338196,-0.792531,-3.058177,0.023374,95.018365
11.171953,4.342517,-0.782347,-3.058631,0.022549,95.018365
11.218698,4.346735,-0.774450,-3.058933,0.023531,95.018365
11.265442,4.351272,-0.767431,-3.059612,0.025067,95.018365
11.312187,4.354958,-0.758504,-3.059426,0.025654,95.018365
11.358932,4.358844,-0.749847,-3.059444,0.026352,95.018365
11.405676,4.362532,-0.739529,-3.059981,0.025762,95.018365
11.452421,4.366912,-0.730270,-3.060263,0.025666,95.018365
11.499165,4.371752,-0.720775,-3.061453,0.025012,95.018365
11.545910,4.375899,-0.711105,-3.062219,0.024658,95.018365
11.592654,4.378379,-0.701993,-3.063074,0.025711,95.018365
11.639399,4.382160,-0.693388,-3.063155,0.026503,95.018365
11.686144,4.385960,-0.684434,-3.063729,0.026952,95.018365
11.732888,4.389080,-0.674196,-3.063451,0.026912,95.018365
11.779633,4.391667,-0.666266,-3.063777,0.028937,95.018365
11.826377,4.395979,-0.657801,-3.064619,0.029409,95.018365
11.873122,4.400037,-0.649365,-3.065319,0.030096,95.018365
11.919866,4.404054,-0.637916,-3.065241,0.028566,95.018365
11.966611,4.408185,-0.629981,-3.065012,0.029757,95.018365
12.013356,4.412215,-0.620426,-3.064377,0.029870,95.018365
12.060100,4.415534,-0.611835,-3.065688,0.030716,95.018365
12.106845,4.418387,-0.602979,-3.066165,0.031828,95.018365
12.153589,4.422187,-0.594408,-3.066409,0.032642,95.018365
12.200334,4.425073,-0.582618,-3.067742,0.031381,95.018365
12.247078,4.428395,-0.571478,-3.068828,0.030498,95.018365
12.293823,4.433340,-0.563076,-3.070735,0.030295,95.018365
12.340568,4.438133,-0.554678,-3.071254,0.030499,95.018365
12.387312,4.440594,-0.545196,-3.072396,0.031347,95.018365
12.434057,4.446691,-0.534716,-3.073269,0.029098,95.018365
12.480801,4.449152,-0.526300,-3.074816,0.030696,95.018365
12.527546,4.453319,-0.516997,-3.074786,0.030709,95.018365
12.574290,4.458262,-0.506167,-3.074543,0.029147,95.018365
12.621035,4.463349,-0.497322,-3.075190,0.028812,95.018365
12.667780,4.467449,-0.487060,-3.076353,0.027990,95.018365
12.714524,4.471406,-0.478599,-3.078139,0.028524,95.018365
12.761269,4.475793,-0.469010,-3.078420,0.028148,95.018365
12.808013,4.479860,-0.460183,-3.080048,0.028391,95.018365
12.854758,4.484681,-0.449692,-3.081068,0.026964,95.018365
12.901503,4.488492,-0.442400,-3.083014,0.028601,95.018365
12.948247,4.491873,-0.433255,-3.084843,0.029117,95.018365
12.994992,4.495642,-0.424419,-3.086227,0.029673,95.018365
13.041736,4.498893,-0.413212,-3.086450,0.028718,95.018365
13.088481,4.503184,-0.402782,-3.087728,0.027732,95.018365
13.135225,4.507173,-0.393631,-3.089154,0.027922,95.018365
13.181970,4.511628,-0.384950,-3.089317,0.028104,95.018365
13.228715,4.515056,-0.377210,-3.090549,0.029732,95.018365
13.275459,4.518387,-0.366787,-3.090576,0.029329,95.018365
13.322204,4.521569,-0.357789,-3.091992,0.030173,95.018365
13.368948,4.527252,-0.347587,-3.092208,0.028400,95.018365
13.415693,4.529543,-0.338907,-3.093204,0.030059,95.018365
13.462437,4.533133,-0.328913,-3.092762,0.029840,95.018365
13.509182,4.537284,-0.320779,-3.093952,0.030637,95.018365
13.555927,4.542818,-0.312532,-3.095486,0.030518,95.018365
13.602671,4.546871,-0.302653,-3.095962,0.029989,95.018365
13.649416,4.550960,-0.293370,-3.096370,0.029751,95.018365
13.696160,4.555312,-0.284135,-3.096620,0.029281,95.018365
13.742905,4.558984,-0.273575,-3.097690,0.028063,95.018365
13.789649,4.562486,-0.262955,-3.096701,0.026734,95.018365
13.836394,4.564290,-0.253125,-3.097756,0.026921,95.018365
13.883139,4.566610,-0.242717,-3.097909,0.026258,95.018365
13.929883,4.568503,-0.229862,-3.097541,0.023642,95.018365
13.976628,4.569121,-0.219540,-3.098092,0.023737,95.018365
14.023372,4.570547,-0.209844,-3.099359,0.023921,95.018365
14.070117,4.570629,-0.198738,-3.099387,0.023474,95.018365
14.116861,4.569817,-0.186299,-3.099892,0.022138,95.018365
14.163606,4.567576,-0.175897,-3.100548,0.023204,95.018365
14.210351,4.566879,-0.164746,-3.100472,0.022889,95.018365
14.257095,4.564921,-0.154541,-3.101089,0.023893,95.018365
14.303840,4.563556,-0.142182,-3.101198,0.022716,95.018365
14.350584,4.559684,-0.131684,-3.102540,0.024083,95.018365
14.397329,4.556163,-0.120352,-3.102941,0.024587,95.018365
14.444073,4.554802,-0.109497,-3.102444,0.024878,95.018365
14.490818,4.548609,-0.095873,-3.102586,0.024160,95.018365
14.537563,4.543862,-0.083785,-3.102863,0.024427,95.018365
14.584307,4.538853,-0.072172,-3.103919,0.025156,95.018365
14.631052,4.533305,-0.060030,-3.104633,0.025745,95.018365
14.677796,4.528382,-0.046335,-3.105540,0.024761,95.018365
14.724541,4.523239,-0.037253,-3.106392,0.027815,95.018365
14.771285,4.516512,-0.024712,-3.107863,0.028877,95.018365
14.818030,4.511854,-0.012489,-3.107602,0.029150,95.018365
14.864775,4.506797,0.001014,-3.107863,0.028709,95.018365
14.911519,4.503127,0.011803,-3.109471,0.029367,95.018365
14.958264,4.499649,0.025371,-3.109822,0.027851,95.018365
15.005008,4.495029,0.038085,-3.108899,0.027841,95.018365
15.051753,4.491037,0.048684,-3.109875,0.028850,95.018365
15.098497,4.488829,0.058589,-3.109663,0.029465,95.018365
15.145242,4.485663,0.070027,-3.110518,0.029439,95.018365
15.191987,4.481369,0.082766,-3.111619,0.028961,95.018365
15.238731,4.477835,0.094652,-3.111995,0.028819,95.018365
15.285476,4.473262,0.105873,-3.112165,0.029823,95.018365
15.332220,4.470752,0.117719,-3.111424,0.029305,95.018365
15.378965,4.466233,0.130662,-3.112636,0.028719,95.018365
15.425710,4.461179,0.143429,-3.114349,0.028589,95.018365
15.472454,4.458038,0.154924,-3.114468,0.028561,95.018365
15.519199,4.453684,0.166195,-3.115814,0.029320,95.018365
15.565943,4.450801,0.178384,-3.116314,0.028577,95.018365
15.612688,4.447516,0.189672,-3.116417,0.028865,95.018365
15.659432,4.443946,0.200853,-3.117052,0.029381,95.018365
15.706177,4.440350,0.215006,-3.116702,0.027394,95.018365
15.752922,4.438407,0.226624,-3.116712,0.026867,95.018365
15.799666,4.434959,0.236690,-3.118560,0.028294,95.018365
15.846411,4.432387,0.248237,-3.119489,0.028198,95.018365
15.893155,4.428147,0.261806,-3.120021,0.026827,95.018365
15.939900,4.423620,0.271974,-3.119650,0.028805,95.018365
15.986644,4.421606,0.282129,-3.121089,0.029889,95.018365
16.033389,4.417904,0.295702,-3.122262,0.028285,95.018365
16.080134,4.413237,0.309263,-3.122669,0.027014,95.018365
16.126878,4.410883,0.321898,-3.122699,0.025974,95.018365
16.173623,4.407283,0.334912,-3.121464,0.025087,95.018365
16.220367,4.403333,0.348453,-3.122305,0.023578,95.018365
16.267112,4.399381,0.361748,-3.123866,0.022232,95.018365
16.313856,4.395489,0.375158,-3.124124,0.020903,95.018365
16.360601,4.393802,0.384745,-3.124246,0.022763,95.018365
16.407346,4.391079,0.397434,-3.124623,0.021943,95.018365
16.454090,4.390412,0.408952,-3.126012,0.022206,95.018365
16.500835,4.388311,0.420898,-3.126147,0.022466,95.018365
16.547579,4.384897,0.432800,-3.126125,0.022727,95.018365
16.594324,4.381401,0.444447,-3.126869,0.023144,95.018365
16.641068,4.376411,0.456177,-3.126650,0.023392,95.018365
16.687813,4.372699,0.469214,-3.127765,0.022349,95.018365
16.734558,4.368418,0.481294,-3.127906,0.022310,95.018365
16.781302,4.363627,0.494294,-3.126888,0.021560,95.018365
16.828047,4.359035,0.505106,-3.126916,0.022803,95.018365
16.874791,4.354860,0.514664,-3.127233,0.025235,95.018365
16.921536,4.351460,0.525952,-3.127277,0.026095,95.018365
16.968280,4.346957,0.540284,-3.126728,0.024127,95.018365
17.015025,4.343004,0.550699,-3.126994,0.025741,95.018365
17.061770,4.338667,0.562728,-3.127728,0.025658,95.018365
17.108514,4.334895,0.573439,-3.128183,0.026948,95.018365
17.155259,4.331191,0.583247,-3.129903,0.028818,95.018365
17.202003,4.327323,0.593299,-3.130589,0.030718,95.018365
17.248748,4.324339,0.604873,-3.130171,0.031427,95.018365
17.295492,4.320852,0.615541,-3.131930,0.032553,95.018365
17.342237,4.314597,0.627889,-3.131475,0.032270,95.018365
17.388982,4.309391,0.637911,-3.131194,0.034378,95.018365
17.435726,4.304055,0.650553,-3.132019,0.033739,95.018365
17.482471,4.299117,0.663210,-3.132543,0.033174,95.018365
17.529215,4.294821,0.675645,-3.134010,0.032599,95.018365
17.575960,4.289822,0.686388,-3.133551,0.034141,95.018365
17.622705,4.286771,0.699412,-3.134241,0.033040,95.018365
17.669449,4.281352,0.709649,-3.135157,0.034839,95.018365
17.716194,4.278094,0.721605,-3.136139,0.034737,95.018365
17.762938,4.273978,0.734236,-3.137079,0.034077,95.018365
17.809683,4.271197,0.745899,-3.137533,0.034339,95.018365
17.856427,4.266438,0.758694,-3.137349,0.033772,95.018365
17.903172,4.262529,0.773120,-3.140232,0.031002,95.018365
17.949917,4.258120,0.783927,-3.141494,0.032146,95.018365
17.996661,4.253705,0.795861,-3.141734,0.032311,95.018365
18.043406,4.248334,0.806083,-3.142534,0.034231,95.018365
18.090150,4.243985,0.819185,-3.143135,0.033214,95.018365
18.136895,4.239739,0.831876,-3.143818,0.032581,95.018365
18.183639,4.237468,0.845139,-3.144037,0.031135,95.018365
18.230384,4.232270,0.856160,-3.145010,0.032238,95.018365
18.277129,4.227776,0.867374,-3.145637,0.033100,95.018365
18.323873,4.224649,0.880480,-3.146157,0.031895,95.018365
18.370618,4.221826,0.893597,-3.147882,0.030554,95.018365
18.417362,4.217830,0.905523,-3.148318,0.030652,95.018365
18.464107,4.213958,0.916635,-3.150013,0.031479,95.018365
18.510851,4.209856,0.927920,-3.149650,0.032260,95.018365
18.557596,4.206335,0.941313,-3.150932,0.030810,95.018365
18.604341,4.201365,0.953039,-3.151788,0.031200,95.018365
18.651085,4.199755,0.964975,-3.151930,0.031083,95.018365
18.697830,4.194656,0.977679,-3.152460,0.030476,95.018365
18.744574,4.191332,0.989800,-3.153847,0.030301,95.018365
18.791319,4.185233,1.002633,-3.154892,0.029702,95.018365
18.838063,4.181459,1.014174,-3.155771,0.030150,95.018365
18.884808,4.177681,1.024993,-3.154806,0.031328,95.018365
18.931553,4.173440,1.036361,-3.154991,0.032015,95.018365
18.978297,4.168376,1.048404,-3.155724,0.032129,95.018365
19.025042,4.166055,1.061683,-3.155852,0.030682,95.018365
19.071786,4.161669,1.072984,-3.155996,0.031459,95.018365
19.118531,4.156212,1.085573,-3.155656,0.031165,95.018365
19.165275,4.149686,1.096238,-3.155624,0.033037,95.018365
19.212020,4.145630,1.108919,-3.156476,0.032378,95.018365
19.258765,4.141092,1.121567,-3.156322,0.031976,95.018365
19.305509,4.137442,1.134196,-3.157407,0.031240,95.018365
19.352254,4.132979,1.146353,-3.156809,0.031363,95.018365
19.398998,4.127847,1.157817,-3.157273,0.032213,95.018365
19.445743,4.123339,1.169572,-3.156097,0.032889,95.018365
19.492487,4.119562,1.181332,-3.156840,0.033026,95.018365
19.539232,4.117334,1.193867,-3.157982,0.031954,95.018365
19.585977,4.113786,1.204237,-3.158481,0.033433,95.018365
19.632721,4.110013,1.216916,-3.159388,0.032689,95.018365
19.679466,4.105371,1.227800,-3.158762,0.034115,95.018365
19.726210,4.102705,1.237968,-3.158695,0.035732,95.018365
19.772955,4.100156,1.249213,-3.158283,0.036438,95.018365
19.819699,4.095829,1.261169,-3.158799,0.036550,95.018365
19.866444,4.091176,1.272331,-3.159486,0.037446,95.018365
19.913189,4.087327,1.284700,-3.159946,0.037099,95.018365
19.959933,4.085370,1.297420,-3.160728,0.036101,95.018365
20.006678,4.081427,1.306776,-3.162328,0.038503,95.018365
20.053422,4.077521,1.317645,-3.163780,0.039488,95.018365
20.100167,4.075074,1.328144,-3.164418,0.040867,95.018365
20.146912,4.071931,1.339423,-3.165379,0.041515,95.018365
20.193656,4.067323,1.351470,-3.165601,0.041548,95.018365
20.240401,4.063425,1.362778,-3.166782,0.042175,95.018365
20.287145,4.058707,1.373202,-3.167792,0.043747,95.018365
20.333890,4.053687,1.384984,-3.168884,0.044003,95.018365
20.380634,4.050068,1.397828,-3.169201,0.043174,95.018365
