t_s,x_m,y_m,z_m,error_norm_m,score_hint
3.689482,1.950664,1.346652,-3.250929,0.112724,51.916396
3.732888,1.949438,1.345780,-3.250276,0.115043,51.916396
3.776294,1.949918,1.346041,-3.250355,0.115485,51.916396
3.819699,1.948997,1.347485,-3.251238,0.115339,51.916396
3.863105,1.950585,1.346428,-3.251319,0.115834,51.916396
3.906511,1.950079,1.346148,-3.256255,0.113105,51.916396
3.949917,1.951078,1.346348,-3.253732,0.115193,51.916396
3.993322,1.949805,1.345452,-3.256851,0.114401,51.916396
4.036728,1.948869,1.343989,-3.256432,0.116421,51.916396
4.080134,1.951601,1.343022,-3.256300,0.116372,51.916396
4.123539,1.952755,1.341613,-3.257101,0.116495,51.916396
4.166945,1.952600,1.338931,-3.256427,0.118901,51.916396
4.210351,1.951763,1.337772,-3.256708,0.120046,51.916396
4.253756,1.949474,1.338622,-3.257319,0.120472,51.916396
4.297162,1.947176,1.339464,-3.258393,0.120568,51.916396
4.340568,1.948180,1.341321,-3.260171,0.118173,51.916396
4.383973,1.949898,1.342740,-3.259477,0.117519,51.916396
4.427379,1.948437,1.343625,-3.258713,0.118530,51.916396
4.470785,1.949269,1.343991,-3.259951,0.117232,51.916396
4.514190,1.948305,1.346039,-3.260057,0.116754,51.916396
4.557596,1.948045,1.346703,-3.261728,0.115384,51.916396
4.601002,1.948353,1.345419,-3.262213,0.115537,51.916396
4.644407,1.945713,1.345945,-3.261096,0.117359,51.916396
4.687813,1.944946,1.344989,-3.264124,0.115874,51.916396
4.731219,1.945711,1.343582,-3.265705,0.114966,51.916396
4.774624,1.945995,1.342469,-3.265053,0.115759,51.916396
4.818030,1.944697,1.345116,-3.262717,0.116673,51.916396
4.861436,1.945432,1.344133,-3.263093,0.116333,51.916396
4.904841,1.948621,1.345211,-3.260889,0.115795,51.916396
4.948247,1.947692,1.346566,-3.263107,0.113630,51.916396
4.991653,1.947245,1.347538,-3.262947,0.113198,51.916396
5.035058,1.947846,1.349160,-3.261548,0.112892,51.916396
5.078464,1.947568,1.351868,-3.261663,0.111345,51.916396
5.121870,1.947297,1.353236,-3.262536,0.109783,51.916396
5.165275,1.950751,1.350356,-3.263453,0.108265,51.916396
5.208681,1.949525,1.350894,-3.262882,0.108507,51.916396
5.252087,1.951363,1.348958,-3.260287,0.109990,51.916396
5.295492,1.951521,1.348578,-3.259036,0.110461,51.916396
5.338898,1.951651,1.348362,-3.260175,0.108999,51.916396
5.382304,1.951835,1.349994,-3.259309,0.108140,51.916396
5.425710,1.951529,1.350076,-3.256996,0.109298,51.916396
5.469115,1.949378,1.348032,-3.257879,0.109798,51.916396
5.512521,1.948470,1.345372,-3.254917,0.112928,51.916396
5.555927,1.951684,1.346739,-3.257002,0.108438,51.916396
5.599332,1.951464,1.348472,-3.255112,0.108261,51.916396
5.642738,1.951581,1.347552,-3.253965,0.108615,51.916396
5.686144,1.950592,1.349707,-3.253818,0.107212,51.916396
5.729549,1.949446,1.346041,-3.253644,0.108680,51.916396
5.772955,1.949330,1.346535,-3.253830,0.107371,51.916396
5.816361,1.948115,1.344086,-3.253899,0.108141,51.916396
5.859766,1.949548,1.342359,-3.251519,0.109033,51.916396
5.903172,1.948854,1.343438,-3.251326,0.107867,51.916396
5.946578,1.949067,1.343217,-3.250966,0.107049,51.916396
5.989983,1.945927,1.342644,-3.248995,0.109141,51.916396
6.033389,1.947924,1.342221,-3.247490,0.108297,51.916396
6.076795,1.947554,1.344411,-3.243881,0.108681,51.916396
6.120200,1.947898,1.345167,-3.242125,0.108145,51.916396
6.163606,1.948824,1.345971,-3.239637,0.107803,51.916396
6.207012,1.948975,1.346773,-3.239441,0.106150,51.916396
6.250417,1.948864,1.347343,-3.237334,0.106085,51.916396
6.293823,1.947439,1.344200,-3.235571,0.108251,51.916396
6.337229,1.946660,1.342720,-3.234884,0.108508,51.916396
6.380634,1.949338,1.343187,-3.232129,0.107490,51.916396
6.424040,1.948838,1.345414,-3.232199,0.105064,51.916396
6.467446,1.948191,1.345696,-3.229690,0.105520,51.916396
6.510851,1.946960,1.343185,-3.226692,0.108025,51.916396
6.554257,1.946270,1.346028,-3.226256,0.105679,51.916396
6.597663,1.947247,1.346869,-3.224745,0.104252,51.916396
6.641068,1.949558,1.347479,-3.221800,0.103262,51.916396
6.684474,1.948106,1.348124,-3.220080,0.103233,51.916396
6.727880,1.948660,1.346774,-3.217568,0.103749,51.916396
6.771285,1.950806,1.348145,-3.215055,0.102081,51.916396
6.814691,1.950530,1.348825,-3.211627,0.102579,51.916396
6.858097,1.950036,1.348934,-3.210341,0.101908,51.916396
6.901503,1.952788,1.348260,-3.208189,0.100666,51.916396
6.944908,1.952063,1.344843,-3.206871,0.101931,51.916396
6.988314,1.951430,1.347344,-3.206518,0.099334,51.916396
7.031720,1.949529,1.348689,-3.203175,0.100068,51.916396
7.075125,1.946335,1.348661,-3.200734,0.101572,51.916396
7.118531,1.948812,1.348804,-3.197240,0.100756,51.916396
7.161937,1.948463,1.347556,-3.194664,0.101455,51.916396
7.205342,1.946911,1.349192,-3.190627,0.102293,51.916396
7.248748,1.948513,1.348678,-3.186989,0.102305,51.916396
7.292154,1.948070,1.349399,-3.185940,0.100909,51.916396
7.335559,1.949090,1.349793,-3.184125,0.099443,51.916396
7.378965,1.948385,1.349958,-3.181502,0.099520,51.916396
7.422371,1.952286,1.352346,-3.178405,0.096456,51.916396
7.465776,1.952558,1.350594,-3.175231,0.097337,51.916396
7.509182,1.951081,1.350531,-3.171596,0.098537,51.916396
7.552588,1.948986,1.351388,-3.169092,0.098793,51.916396
7.595993,1.949322,1.352458,-3.164886,0.098899,51.916396
7.639399,1.949872,1.357676,-3.163186,0.095191,51.916396
7.682805,1.949544,1.355692,-3.160499,0.095944,51.916396
7.726210,1.951117,1.352994,-3.158269,0.095754,51.916396
7.769616,1.949061,1.354205,-3.154235,0.096836,51.916396
7.813022,1.945863,1.353095,-3.150846,0.099199,51.916396
7.856427,1.945881,1.353324,-3.145927,0.100253,51.916396
7.899833,1.943017,1.352924,-3.140759,0.103334,51.916396
7.943239,1.948257,1.348645,-3.140202,0.100710,51.916396
7.986644,1.949166,1.349433,-3.137051,0.099733,51.916396
8.030050,1.945662,1.349867,-3.134698,0.100681,51.916396
8.073456,1.944898,1.349088,-3.131941,0.101081,51.916396
8.116861,1.947056,1.348865,-3.128281,0.100226,51.916396
8.160267,1.945121,1.348244,-3.126638,0.100409,51.916396
8.203673,1.944597,1.349173,-3.121721,0.101220,51.916396
8.247078,1.944662,1.349068,-3.117823,0.101546,51.916396
8.290484,1.943543,1.344862,-3.112059,0.105845,51.916396
8.333890,1.941920,1.343615,-3.110102,0.106378,51.916396
8.377295,1.943216,1.343968,-3.105333,0.106329,51.916396
8.420701,1.941488,1.341097,-3.102025,0.108661,51.916396
8.464107,1.945093,1.340718,-3.098438,0.107014,51.916396
8.507513,1.945160,1.337897,-3.095786,0.107998,51.916396
8.550918,1.945422,1.335548,-3.091639,0.109614,51.916396
8.594324,1.943119,1.338190,-3.086673,0.110163,51.916396
8.637730,1.942840,1.338556,-3.081015,0.111461,51.916396
8.681135,1.944733,1.338072,-3.078196,0.110263,51.916396
8.724541,1.951236,1.339939,-3.074884,0.105887,51.916396
8.767947,1.950059,1.340372,-3.072910,0.105083,51.916396
8.811352,1.952244,1.340186,-3.069518,0.104015,51.916396
8.854758,1.947960,1.341555,-3.062740,0.107416,51.916396
8.898164,1.947031,1.337570,-3.060316,0.109273,51.916396
8.941569,1.944857,1.337570,-3.057237,0.109974,51.916396
8.984975,1.946314,1.337394,-3.051704,0.110597,51.916396
9.028381,1.946069,1.336937,-3.050883,0.109115,51.916396
9.071786,1.947082,1.338856,-3.047146,0.107565,51.916396
9.115192,1.947800,1.337570,-3.044615,0.107212,51.916396
9.158598,1.948195,1.337136,-3.040343,0.107669,51.916396
9.202003,1.950529,1.340851,-3.037117,0.104119,51.916396
9.245409,1.950253,1.340801,-3.034854,0.103339,51.916396
9.288815,1.949775,1.340371,-3.031824,0.103394,51.916396
9.332220,1.952012,1.339282,-3.027530,0.103377,51.916396
9.375626,1.949386,1.338687,-3.023561,0.105164,51.916396
9.419032,1.949135,1.341139,-3.019931,0.103851,51.916396
9.462437,1.947706,1.340804,-3.016861,0.104356,51.916396
9.505843,1.946681,1.339384,-3.012592,0.106074,51.916396
9.549249,1.944487,1.339350,-3.009816,0.106648,51.916396
9.592654,1.942993,1.337693,-3.005874,0.108558,51.916396
9.636060,1.939926,1.339006,-3.004379,0.108133,51.916396
9.679466,1.940173,1.342028,-3.001163,0.106054,51.916396
9.722871,1.940716,1.340579,-2.998607,0.105889,51.916396
9.766277,1.943938,1.340222,-2.998286,0.102310,51.916396
9.809683,1.945139,1.343797,-2.995152,0.099300,51.916396
9.853088,1.949653,1.342754,-2.992546,0.096866,51.916396
9.896494,1.951036,1.344093,-2.990868,0.094172,51.916396
9.939900,1.950328,1.344953,-2.987104,0.094144,51.916396
9.983306,1.950653,1.342399,-2.983642,0.095423,51.916396
10.026711,1.950121,1.342875,-2.978531,0.096361,51.916396
10.070117,1.950410,1.343823,-2.975141,0.095552,51.916396
10.113523,1.949488,1.345075,-2.972607,0.094687,51.916396
10.156928,1.950563,1.345846,-2.967957,0.094377,51.916396
10.200334,1.950461,1.345798,-2.963872,0.094824,51.916396
10.243740,1.952284,1.348980,-2.961463,0.091384,51.916396
10.287145,1.952650,1.349421,-2.958961,0.090323,51.916396
10.330551,1.953965,1.349442,-2.957594,0.088294,51.916396
10.373957,1.954626,1.350101,-2.953950,0.087707,51.916396
10.417362,1.956210,1.353157,-2.952842,0.083680,51.916396
10.460768,1.957841,1.351058,-2.949562,0.083969,51.916396
10.504174,1.959259,1.350156,-2.947127,0.083201,51.916396
10.547579,1.956945,1.347228,-2.941737,0.087382,51.916396
10.590985,1.956979,1.344537,-2.936128,0.090436,51.916396
10.634391,1.955842,1.341809,-2.932551,0.092836,51.916396
10.677796,1.954570,1.340989,-2.927663,0.407632,51.916396
10.721202,1.953908,1.339594,-2.924080,0.847032,51.916396
10.764608,1.952708,1.341924,-2.919817,1.288762,51.916396
10.808013,1.951531,1.340802,-2.915229,1.731419,51.916396
10.851419,1.952778,1.338008,-2.911099,2.176784,51.916396
10.894825,1.953950,1.339589,-2.907963,2.622059,51.916396
10.938230,1.526539,1.337565,-2.905292,2.639120,51.916396
10.981636,1.096157,1.336857,-2.902308,2.653188,51.916396
11.025042,0.667702,1.334090,-2.899120,2.669239,51.916396
11.068447,0.237266,1.334058,-2.895427,2.239117,51.916396
11.111853,-0.193618,1.333374,-2.892345,1.808702,51.916396
11.155259,-0.626258,1.334179,-2.889844,1.376731,51.916396
11.198664,-1.055202,1.335330,-2.885775,0.949134,51.916396
11.242070,-1.487659,1.333227,-2.880777,0.520818,51.916396
11.285476,-1.919031,1.332121,-2.876095,0.125311,51.916396
11.328881,-1.919584,1.326910,-2.874372,0.127272,51.916396
11.372287,-1.919603,1.326815,-2.871281,0.127461,51.916396
11.415693,-1.918080,1.328221,-2.869072,0.127336,51.916396
11.459098,-1.913707,1.330398,-2.866557,0.128889,51.916396
11.502504,-1.911570,1.334921,-2.864816,0.127479,51.916396
11.545910,-1.911141,1.336421,-2.862005,0.127093,51.916396
11.589316,-1.910929,1.338310,-2.858779,0.126615,51.916396
11.632721,-1.911863,1.339567,-2.855643,0.125634,51.916396
11.676127,-1.914880,1.336391,-2.851464,0.125985,51.916396
11.719533,-1.915780,1.334956,-2.848520,0.126344,51.916396
11.762938,-1.918175,1.337323,-2.846435,0.123328,51.916396
11.806344,-1.919167,1.337441,-2.844133,0.122538,51.916396
11.849750,-1.921368,1.339065,-2.841451,0.120428,51.916396
11.893155,-1.922228,1.338171,-2.841421,0.119030,51.916396
11.936561,-1.921228,1.339007,-2.839913,0.118816,51.916396
11.979967,-1.922025,1.338048,-2.837115,0.119075,51.916396
12.023372,-1.922159,1.338804,-2.836790,0.117559,51.916396
12.066778,-1.921447,1.337005,-2.834433,0.119067,51.916396
12.110184,-1.925153,1.337560,-2.833109,0.115911,51.916396
12.153589,-1.924937,1.338023,-2.830067,0.116318,51.916396
12.196995,-1.924203,1.337460,-2.829809,0.116126,51.916396
12.240401,-1.924660,1.339824,-2.824543,0.116362,51.916396
12.283806,-1.924982,1.342807,-2.822812,0.114505,51.916396
12.327212,-1.925971,1.343765,-2.818911,0.114529,51.916396
12.370618,-1.928760,1.341879,-2.816527,0.114003,51.916396
12.414023,-1.931568,1.337738,-2.815396,0.114062,51.916396
12.457429,-1.931301,1.336540,-2.811660,0.266020,51.916396
12.500835,-1.930416,1.333873,-2.811140,0.564478,51.916396
12.544240,-1.927494,1.335073,-2.810377,0.873965,51.916396
12.587646,-1.927157,1.338744,-2.809926,1.187229,51.916396
12.631052,-1.923853,1.341307,-2.808159,1.500231,51.916396
12.674457,-1.921499,1.339477,-2.803816,1.809140,51.916396
12.717863,-1.923456,1.036340,-2.802563,1.817009,51.916396
12.761269,-1.923084,0.734674,-2.802439,1.826406,51.916396
12.804674,-1.921510,0.433668,-2.797503,1.836695,51.916396
12.848080,-1.924686,0.131678,-2.795417,1.535176,51.916396
12.891486,-1.925459,-0.170283,-2.794062,1.234028,51.916396
12.934891,-1.926009,-0.469809,-2.792490,0.935865,51.916396
12.978297,-1.927095,-0.771864,-2.791922,0.636314,51.916396
13.021703,-1.924367,-1.075407,-2.789160,0.341086,51.916396
13.065109,-1.923061,-1.376545,-2.790348,0.106789,51.916396
13.108514,-1.923104,-1.377247,-2.788092,0.107417,51.916396
13.151920,-1.923068,-1.375780,-2.786052,0.108470,51.916396
13.195326,-1.923509,-1.376267,-2.785166,0.108021,51.916396
13.238731,-1.923989,-1.375816,-2.783419,0.108370,51.916396
13.282137,-1.925015,-1.375513,-2.782313,0.107914,51.916396
13.325543,-1.925512,-1.376329,-2.780570,0.108056,51.916396
13.368948,-1.924895,-1.374308,-2.781010,0.108152,51.916396
13.412354,-1.924681,-1.371172,-2.779748,0.109490,51.916396
13.455760,-1.925146,-1.372583,-2.779345,0.108665,51.916396
13.499165,-1.925376,-1.372501,-2.779254,0.108210,51.916396
13.542571,-1.926086,-1.372177,-2.780267,0.106778,51.916396
13.585977,-1.924631,-1.370433,-2.780303,0.107931,51.916396
13.629382,-1.924421,-1.369846,-2.779378,0.108587,51.916396
13.672788,-1.925171,-1.369832,-2.776888,0.109510,51.916396
13.716194,-1.926963,-1.371753,-2.777001,0.107498,51.916396
13.759599,-1.926705,-1.369052,-2.776335,0.108705,51.916396
13.803005,-1.926242,-1.367195,-2.778721,0.107839,51.916396
13.846411,-1.927180,-1.366035,-2.776957,0.108654,51.916396
13.889816,-1.927260,-1.365609,-2.773485,0.111048,51.916396
13.933222,-1.926105,-1.363645,-2.773373,0.112489,51.916396
13.976628,-1.926767,-1.363435,-2.771928,0.113139,51.916396
14.020033,-1.927522,-1.362620,-2.771988,0.112938,51.916396
14.063439,-1.926862,-1.363024,-2.773612,0.112211,51.916396
14.106845,-1.927825,-1.362707,-2.774480,0.111230,51.916396
14.150250,-1.925489,-1.363078,-2.774134,0.113040,51.916396
14.193656,-1.925029,-1.362145,-2.774482,0.113620,51.916396
14.237062,-1.923242,-1.362037,-2.775426,0.114451,51.916396
14.280467,-1.923489,-1.360130,-2.775952,0.114856,51.916396
14.323873,-1.923645,-1.359438,-2.775113,0.115856,51.916396
14.367279,-1.925524,-1.360534,-2.774026,0.115332,51.916396
14.410684,-1.924757,-1.363490,-2.774620,0.114839,51.916396
14.454090,-1.926185,-1.362352,-2.775471,0.114121,51.916396
14.497496,-1.927727,-1.361658,-2.776828,0.112892,51.916396
14.540902,-1.927699,-1.360466,-2.775621,0.114657,51.916396
14.584307,-1.926824,-1.360769,-2.776392,0.115115,51.916396
14.627713,-1.924957,-1.359077,-2.776525,0.117372,51.916396
14.671119,-1.922231,-1.361899,-2.777552,0.118098,51.916396
14.714524,-1.923053,-1.361398,-2.774938,0.120173,51.916396
14.757930,-1.923034,-1.364630,-2.776897,0.118507,51.916396
14.801336,-1.923174,-1.364853,-2.779136,0.117515,51.916396
14.844741,-1.924745,-1.365085,-2.779839,0.116699,51.916396
14.888147,-1.923761,-1.366093,-2.778345,0.118906,51.916396
14.931553,-1.921977,-1.368864,-2.781435,0.117968,51.916396
14.974958,-1.921622,-1.371408,-2.783768,0.116796,51.916396
15.018364,-1.921580,-1.373408,-2.784412,0.116811,51.916396
15.061770,-1.923147,-1.375565,-2.785635,0.115378,51.916396
15.105175,-1.921093,-1.377107,-2.785068,0.117845,51.916396
15.148581,-1.919888,-1.373855,-2.784455,0.120793,51.916396
15.191987,-1.920777,-1.374113,-2.785976,0.120132,51.916396
15.235392,-1.921142,-1.374320,-2.787645,0.119758,51.916396
15.278798,-1.920327,-1.374270,-2.787797,0.121348,51.916396
15.322204,-1.915945,-1.371099,-2.785765,0.127574,51.916396
15.365609,-1.919584,-1.373604,-2.785816,0.125861,51.916396
15.409015,-1.919551,-1.375792,-2.787898,0.125188,51.916396
15.452421,-1.921105,-1.378319,-2.791312,0.122511,51.916396
15.495826,-1.922781,-1.377470,-2.792473,0.122098,51.916396
15.539232,-1.925031,-1.377541,-2.793534,0.121298,51.916396
15.582638,-1.926147,-1.376568,-2.794413,0.121602,51.916396
15.626043,-1.924219,-1.378536,-2.796604,0.122254,51.916396
15.669449,-1.923384,-1.378013,-2.797015,0.124093,51.916396
15.712855,-1.920793,-1.377568,-2.801212,0.124181,51.916396
15.756260,-1.919089,-1.378542,-2.803695,0.124824,51.916396
15.799666,-1.920135,-1.375424,-2.809003,0.122400,51.916396
15.843072,-1.921949,-1.372910,-2.808235,0.123950,51.916396
15.886477,-1.922101,-1.374055,-2.809919,0.124023,51.916396
15.929883,-1.922757,-1.373278,-2.812223,0.123758,51.916396
15.973289,-1.922677,-1.371267,-2.815897,0.123250,51.916396
16.016694,-1.926830,-1.371157,-2.819292,0.119932,51.916396
16.060100,-1.927792,-1.373179,-2.824923,0.116436,51.916396
16.103506,-1.926313,-1.374200,-2.828420,0.116347,51.916396
16.146912,-1.925786,-1.374735,-2.831603,0.116048,51.916396
16.190317,-1.925859,-1.372525,-2.834987,0.115872,51.916396
16.233723,-1.929514,-1.375084,-2.839482,0.111535,51.916396
16.277129,-1.927839,-1.374828,-2.840876,0.113547,51.916396
16.320534,-1.928407,-1.373949,-2.843830,0.113153,51.916396
16.363940,-1.926164,-1.371946,-2.845323,0.115920,51.916396
16.407346,-1.926408,-1.373063,-2.848932,0.114842,51.916396
16.450751,-1.923219,-1.372495,-2.851987,0.116824,51.916396
16.494157,-1.923755,-1.375230,-2.855040,0.115662,51.916396
16.537563,-1.923715,-1.375076,-2.858165,0.115501,51.916396
16.580968,-1.921609,-1.375426,-2.862984,0.115439,51.916396
16.624374,-1.921490,-1.375115,-2.863229,0.117455,51.916396
16.667780,-1.923906,-1.376971,-2.865550,0.115904,51.916396
16.711185,-1.925201,-1.375664,-2.867484,0.116073,51.916396
16.754591,-1.925083,-1.374390,-2.870447,0.116438,51.916396
16.797997,-1.923373,-1.374041,-2.872584,0.118261,51.916396
16.841402,-1.923015,-1.375442,-2.871592,0.121172,51.916396
16.884808,-1.925887,-1.376698,-2.872487,0.120777,51.916396
16.928214,-1.923294,-1.374934,-2.875183,0.123041,51.916396
16.971619,-1.924559,-1.374482,-2.874734,0.125090,51.916396
17.015025,-1.926695,-1.373827,-2.875134,0.126111,51.916396
17.058431,-1.925939,-1.372304,-2.877524,0.127500,51.916396
17.101836,-1.925446,-1.373068,-2.880178,0.128063,51.916396
17.145242,-1.924733,-1.373479,-2.884191,0.127789,51.916396
17.188648,-1.921596,-1.370642,-2.888860,0.129198,51.916396
17.232053,-1.920233,-1.370695,-2.888792,0.132576,51.916396
17.275459,-1.919202,-1.370272,-2.891037,0.134110,51.916396
17.318865,-1.918299,-1.369132,-2.893761,0.135379,51.916396
17.362270,-1.921055,-1.368442,-2.895794,0.134920,51.916396
17.405676,-1.919825,-1.366175,-2.897885,0.137182,51.916396
17.449082,-1.921862,-1.362362,-2.900135,0.137891,51.916396
17.492487,-1.923665,-1.359198,-2.902327,0.138738,51.916396
17.535893,-1.924593,-1.358220,-2.905976,0.138358,51.916396
17.579299,-1.923027,-1.355783,-2.909225,0.140129,51.916396
17.622705,-1.923070,-1.358387,-2.912891,0.139157,51.916396
17.666110,-1.920327,-1.358328,-2.918913,0.138773,51.916396
17.709516,-1.922452,-1.358211,-2.920996,0.138699,51.916396
17.752922,-1.919006,-1.356511,-2.928703,0.138020,51.916396
17.796327,-1.919379,-1.356227,-2.934745,0.136033,51.916396
17.839733,-1.919996,-1.356653,-2.937743,0.135943,51.916396
17.883139,-1.921889,-1.356346,-2.944024,0.132917,51.916396
17.926544,-1.922103,-1.359647,-2.949047,0.130668,51.916396
17.969950,-1.923509,-1.361513,-2.951916,0.129808,51.916396
18.013356,-1.923581,-1.360549,-2.955808,0.129837,51.916396
18.056761,-1.922627,-1.356038,-2.959154,0.132031,51.916396
18.100167,-1.924568,-1.358500,-2.960661,0.131689,51.916396
18.143573,-1.925232,-1.357471,-2.967809,0.128995,51.916396
18.186978,-1.926338,-1.359470,-2.971309,0.127812,51.916396
18.230384,-1.925172,-1.358746,-2.975295,0.128461,51.916396
18.273790,-1.924669,-1.360351,-2.980686,0.126953,51.916396
18.317195,-1.927012,-1.360834,-2.985869,0.124282,51.916396
18.360601,-1.926532,-1.361375,-2.990226,0.123877,51.916396
18.404007,-1.927368,-1.363842,-2.994876,0.121895,51.916396
18.447412,-1.929780,-1.365324,-2.999732,0.119138,51.916396
18.490818,-1.931808,-1.361898,-3.004398,0.118257,51.916396
18.534224,-1.932243,-1.360734,-3.008259,0.118245,51.916396
18.577629,-1.932449,-1.358269,-3.010531,0.120015,51.916396
18.621035,-1.933034,-1.357632,-3.015122,0.119221,51.916396
18.664441,-1.933762,-1.358426,-3.016120,0.120554,51.916396
18.707846,-1.929751,-1.357930,-3.018752,0.123747,51.916396
18.751252,-1.929568,-1.357969,-3.023530,0.123007,51.916396
18.794658,-1.927862,-1.357936,-3.024685,0.125868,51.916396
18.838063,-1.924741,-1.355532,-3.027952,0.128782,51.916396
18.881469,-1.922387,-1.353467,-3.032321,0.130375,51.916396
18.924875,-1.922705,-1.356096,-3.034856,0.130080,51.916396
18.968280,-1.922074,-1.359688,-3.037272,0.130194,51.916396
19.011686,-1.923506,-1.360373,-3.041369,0.128787,51.916396
