t_s,x_m,y_m,z_m,error_norm_m,score_hint
5.909850,2.518573,0.527551,-3.116020,0.157962,60.061398
5.959933,2.531045,0.517346,-3.116371,0.156867,60.061398
6.010017,2.543081,0.505422,-3.120318,0.153591,60.061398
6.060100,2.550972,0.494051,-3.120859,0.155484,60.061398
6.110184,2.559868,0.482360,-3.122023,0.155999,60.061398
6.160267,2.567996,0.470915,-3.120408,0.158597,60.061398
6.210351,2.577973,0.456619,-3.122042,0.156968,60.061398
6.260434,2.586409,0.442278,-3.121077,0.157840,60.061398
6.310518,2.598039,0.430121,-3.121614,0.155944,60.061398
6.360601,2.608635,0.416605,-3.123559,0.153479,60.061398
6.410684,2.616731,0.400258,-3.121585,0.154202,60.061398
6.460768,2.626138,0.392523,-3.121086,0.155818,60.061398
6.510851,2.632816,0.379828,-3.122025,0.156730,60.061398
6.560935,2.640327,0.365877,-3.124366,0.155602,60.061398
6.611018,2.649086,0.351928,-3.124501,0.154913,60.061398
6.661102,2.658205,0.339343,-3.121536,0.156524,60.061398
6.711185,2.662524,0.324906,-3.122480,0.157812,60.061398
6.761269,2.667378,0.310837,-3.126581,0.156726,60.061398
6.811352,2.675384,0.294200,-3.129136,0.153434,60.061398
6.861436,2.679069,0.278769,-3.132523,0.152690,60.061398
6.911519,2.682069,0.261047,-3.132784,0.153242,60.061398
6.961603,2.686594,0.247296,-3.134741,0.153319,60.061398
7.011686,2.690890,0.229656,-3.135615,0.152373,60.061398
7.061770,2.694492,0.213344,-3.136486,0.152293,60.061398
7.111853,2.699462,0.197801,-3.139631,0.150081,60.061398
7.161937,2.704383,0.186066,-3.143808,0.148938,60.061398
7.212020,2.711296,0.168287,-3.145362,0.145318,60.061398
7.262104,2.715687,0.154941,-3.146580,0.145514,60.061398
7.312187,2.719817,0.140587,-3.150045,0.143831,60.061398
7.362270,2.717869,0.123431,-3.151232,0.145318,60.061398
7.412354,2.719932,0.107761,-3.153607,0.144471,60.061398
7.462437,2.721159,0.094580,-3.156174,0.145211,60.061398
7.512521,2.722326,0.075027,-3.160070,0.141445,60.061398
7.562604,2.725565,0.057113,-3.162023,0.138513,60.061398
7.612688,2.728222,0.041033,-3.163803,0.136911,60.061398
7.662771,2.728598,0.023046,-3.167205,0.134227,60.061398
7.712855,2.730261,0.004187,-3.171085,0.129893,60.061398
7.762938,2.730455,-0.011216,-3.173286,0.129221,60.061398
7.813022,2.730582,-0.028947,-3.171654,0.129486,60.061398
7.863105,2.728545,-0.043095,-3.172577,0.131134,60.061398
7.913189,2.726792,-0.058279,-3.173975,0.131558,60.061398
7.963272,2.726199,-0.075086,-3.175554,0.130165,60.061398
8.013356,2.724834,-0.093465,-3.175740,0.128914,60.061398
8.063439,2.720183,-0.109077,-3.177600,0.129567,60.061398
8.113523,2.719216,-0.126136,-3.181076,0.126409,60.061398
8.163606,2.715262,-0.143658,-3.180165,0.127004,60.061398
8.213689,2.711686,-0.164529,-3.179162,0.125412,60.061398
8.263773,2.706024,-0.177521,-3.178594,0.128842,60.061398
8.313856,2.702198,-0.196503,-3.179435,0.126864,60.061398
8.363940,2.699187,-0.213003,-3.180787,0.125383,60.061398
8.414023,2.697777,-0.226401,-3.181605,0.125198,60.061398
8.464107,2.692815,-0.242460,-3.180397,0.126254,60.061398
8.514190,2.687800,-0.258677,-3.182147,0.124935,60.061398
8.564274,2.683085,-0.275549,-3.182000,0.124313,60.061398
8.614357,2.677060,-0.290114,-3.182911,0.124529,60.061398
8.664441,2.669178,-0.306224,-3.182579,0.125304,60.061398
8.714524,2.661889,-0.323463,-3.181239,0.125836,60.061398
8.764608,2.652422,-0.337195,-3.182335,0.127042,60.061398
8.814691,2.642715,-0.350885,-3.183395,0.128198,60.061398
8.864775,2.639625,-0.367518,-3.185592,0.124123,60.061398
8.914858,2.631809,-0.381263,-3.185138,0.125224,60.061398
8.964942,2.626933,-0.396834,-3.184890,0.123989,60.061398
9.015025,2.622519,-0.407951,-3.185747,0.123993,60.061398
9.065109,2.613548,-0.419768,-3.185820,0.125535,60.061398
9.115192,2.608384,-0.433208,-3.185645,0.125142,60.061398
9.165275,2.599433,-0.446591,-3.184478,0.126467,60.061398
9.215359,2.593435,-0.458687,-3.187162,0.124502,60.061398
9.265442,2.583671,-0.472136,-3.188897,0.123276,60.061398
9.315526,2.572721,-0.487103,-3.191217,0.120827,60.061398
9.365609,2.564727,-0.497106,-3.192987,0.120671,60.061398
9.415693,2.554808,-0.511081,-3.194312,0.118953,60.061398
9.465776,2.543482,-0.524213,-3.196475,0.117094,60.061398
9.515860,2.531153,-0.537089,-3.197981,0.115915,60.061398
9.565943,2.523080,-0.549834,-3.198065,0.115029,60.061398
9.616027,2.512994,-0.561484,-3.199559,0.113769,60.061398
9.666110,2.502731,-0.570726,-3.201664,0.113125,60.061398
9.716194,2.492735,-0.580683,-3.203794,0.111941,60.061398
9.766277,2.480878,-0.589478,-3.204826,0.112352,60.061398
9.816361,2.467333,-0.600860,-3.205402,0.111727,60.061398
9.866444,2.460584,-0.616178,-3.206449,0.108195,60.061398
9.916528,2.446298,-0.626705,-3.207510,0.107367,60.061398
9.966611,2.436236,-0.638937,-3.209978,0.104343,60.061398
10.016694,2.422763,-0.647577,-3.210043,0.105035,60.061398
10.066778,2.406728,-0.659474,-3.211238,0.103088,60.061398
10.116861,2.394632,-0.670493,-3.212564,0.101469,60.061398
10.166945,2.381150,-0.680556,-3.214531,0.099587,60.061398
10.217028,2.366301,-0.688317,-3.216432,0.098496,60.061398
10.267112,2.352495,-0.695298,-3.217632,0.098348,60.061398
10.317195,2.341156,-0.700651,-3.216855,0.100910,60.061398
10.367279,2.329452,-0.708770,-3.218848,0.099967,60.061398
10.417362,2.312661,-0.717099,-3.218834,0.099871,60.061398
10.467446,2.297162,-0.722709,-3.218867,0.100894,60.061398
10.517529,2.282038,-0.727742,-3.219158,0.101913,60.061398
10.567613,2.271352,-0.733715,-3.220395,0.102920,60.061398
10.617696,2.253767,-0.737709,-3.221829,0.102594,60.061398
10.667780,2.236294,-0.742914,-3.221622,0.103328,60.061398
10.717863,2.219033,-0.750904,-3.221951,0.102786,60.061398
10.767947,2.203326,-0.757258,-3.221677,0.103860,60.061398
10.818030,2.188140,-0.762202,-3.224028,0.103215,60.061398
10.868114,2.173044,-0.766290,-3.224397,0.104740,60.061398
10.918197,2.154857,-0.767105,-3.223096,0.107348,60.061398
10.968280,2.136253,-0.768453,-3.223883,0.107825,60.061398
11.018364,2.116290,-0.772107,-3.222772,0.108913,60.061398
11.068447,2.098861,-0.776348,-3.223234,0.109553,60.061398
11.118531,2.080110,-0.778783,-3.223377,0.110375,60.061398
11.168614,2.062854,-0.780007,-3.224739,0.111044,60.061398
11.218698,2.043778,-0.780648,-3.226379,0.110844,60.061398
11.268781,2.025351,-0.781968,-3.227245,0.111573,60.061398
11.318865,2.005188,-0.785151,-3.225898,0.113217,60.061398
11.368948,1.983214,-0.787525,-3.228621,0.110708,60.061398
11.419032,1.961868,-0.787902,-3.229242,0.110640,60.061398
11.469115,1.942355,-0.788034,-3.233881,0.108117,60.061398
11.519199,1.920229,-0.789046,-3.234543,0.107767,60.061398
11.569282,1.903214,-0.791227,-3.234846,0.110547,60.061398
11.619366,1.880441,-0.790406,-3.235424,0.110283,60.061398
11.669449,1.860806,-0.788710,-3.235817,0.112008,60.061398
11.719533,1.840457,-0.785585,-3.235570,0.113995,60.061398
11.769616,1.818902,-0.781979,-3.234852,0.115799,60.061398
11.819699,1.796612,-0.778846,-3.234665,0.116859,60.061398
11.869783,1.775507,-0.773101,-3.235027,0.118237,60.061398
11.919866,1.754297,-0.770180,-3.237786,0.117769,60.061398
11.969950,1.731901,-0.767526,-3.239908,0.117295,60.061398
12.020033,1.711218,-0.765417,-3.240463,0.119336,60.061398
12.070117,1.687654,-0.760400,-3.240956,0.119641,60.061398
12.120200,1.664608,-0.756453,-3.243136,0.119181,60.061398
12.170284,1.643489,-0.750213,-3.242465,0.122134,60.061398
12.220367,1.619622,-0.748215,-3.243406,0.122613,60.061398
12.270451,1.599570,-0.742409,-3.243561,0.126020,60.061398
12.320534,1.576825,-0.740721,-3.243151,0.128791,60.061398
12.370618,1.550189,-0.733398,-3.242905,0.128225,60.061398
12.420701,1.529573,-0.729507,-3.243501,0.131815,60.061398
12.470785,1.504584,-0.724930,-3.243823,0.132791,60.061398
12.520868,1.481501,-0.718074,-3.240217,0.137577,60.061398
12.570952,1.460058,-0.709097,-3.241219,0.139940,60.061398
12.621035,1.434164,-0.700836,-3.240732,0.140630,60.061398
12.671119,1.409245,-0.694152,-3.240778,0.142118,60.061398
12.721202,1.383223,-0.686095,-3.241551,0.142226,60.061398
12.771285,1.358570,-0.679027,-3.244050,0.142518,60.061398
12.821369,1.335584,-0.671044,-3.245335,0.144803,60.061398
12.871452,1.310363,-0.666585,-3.247969,0.145895,60.061398
12.921536,1.284653,-0.660767,-3.248554,0.147921,60.061398
12.971619,1.262925,-0.651051,-3.246658,0.153269,60.061398
13.021703,1.235921,-0.642339,-3.248423,0.153125,60.061398
13.071786,1.209275,-0.631133,-3.247534,0.154208,60.061398
13.121870,1.185424,-0.620416,-3.250139,0.155490,60.061398
13.171953,1.159231,-0.607070,-3.248659,0.156842,60.061398
13.222037,1.132645,-0.598434,-3.252499,0.156526,60.061398
13.272120,1.105378,-0.586341,-3.251330,0.157646,60.061398
13.322204,1.076761,-0.575965,-3.252014,0.157496,60.061398
13.372287,1.051164,-0.559835,-3.253116,0.157338,60.061398
13.422371,1.027781,-0.551160,-3.254061,0.161785,60.061398
13.472454,0.999045,-0.537092,-3.253943,0.161091,60.061398
13.522538,0.974701,-0.522659,-3.255905,0.162499,60.061398
13.572621,0.947826,-0.509822,-3.257720,0.162860,60.061398
13.622705,0.921552,-0.499759,-3.258840,0.165258,60.061398
13.672788,0.894185,-0.487045,-3.262109,0.164885,60.061398
13.722871,0.865306,-0.473497,-3.264679,0.163571,60.061398
13.772955,0.840156,-0.460168,-3.263566,0.167196,60.061398
13.823038,0.811784,-0.446487,-3.265293,0.166921,60.061398
13.873122,0.783922,-0.432700,-3.266398,0.167439,60.061398
13.923205,0.758241,-0.415179,-3.264743,0.169603,60.061398
13.973289,0.730421,-0.401873,-3.264234,0.171344,60.061398
14.023372,0.699561,-0.389093,-3.264174,0.170860,60.061398
14.073456,0.676269,-0.375255,-3.262351,0.176737,60.061398
14.123539,0.651431,-0.364659,-3.263555,0.181439,60.061398
14.173623,0.623338,-0.353553,-3.261759,0.184994,60.061398
14.223706,0.594649,-0.341425,-3.262969,0.186389,60.061398
14.273790,0.568175,-0.323645,-3.261567,0.188208,60.061398
14.323873,0.541951,-0.307838,-3.264147,0.189386,60.061398
14.373957,0.513982,-0.293870,-3.263393,0.191636,60.061398
14.424040,0.485218,-0.279035,-3.262463,0.193037,60.061398
14.474124,0.456737,-0.260789,-3.264815,0.191710,60.061398
14.524207,0.429782,-0.246884,-3.264993,0.194559,60.061398
14.574290,0.401271,-0.231823,-3.263617,0.196412,60.061398
14.624374,0.373978,-0.219487,-3.264088,0.199721,60.061398
14.674457,0.346252,-0.204172,-3.263379,0.201868,60.061398
14.724541,0.318140,-0.189784,-3.262677,0.204191,60.061398
14.774624,0.292108,-0.172201,-3.261183,0.206969,60.061398
14.824708,0.263638,-0.157524,-3.261533,0.208475,60.061398
14.874791,0.235734,-0.140089,-3.259398,0.210198,60.061398
14.924875,0.208480,-0.125092,-3.257230,0.213599,60.061398
14.974958,0.178931,-0.108497,-3.258769,0.212887,60.061398
15.025042,0.151271,-0.093017,-3.259418,0.214546,60.061398
15.075125,0.122738,-0.075442,-3.259301,0.214865,60.061398
15.125209,0.091238,-0.060045,-3.261203,0.213053,60.061398
15.175292,0.058784,-0.039819,-3.260904,0.209123,60.061398
15.225376,0.029189,-0.022684,-3.260942,0.208703,60.061398
15.275459,0.003279,-0.004783,-3.260737,0.210864,60.061398
15.325543,-0.026569,0.008478,-3.261608,0.211639,60.061398
15.375626,-0.055484,0.024572,-3.259182,0.213163,60.061398
15.425710,-0.082112,0.041168,-3.258872,0.215282,60.061398
15.475793,-0.110870,0.054965,-3.258773,0.216930,60.061398
15.525876,-0.136391,0.071786,-3.257552,0.220070,60.061398
15.575960,-0.167642,0.090011,-3.256551,0.217953,60.061398
15.626043,-0.195943,0.106444,-3.256659,0.218426,60.061398
15.676127,-0.223985,0.124334,-3.256106,0.218641,60.061398
15.726210,-0.253134,0.141857,-3.255183,0.218246,60.061398
15.776294,-0.280587,0.159096,-3.253805,0.219431,60.061398
15.826377,-0.310132,0.173794,-3.254444,0.219135,60.061398
15.876461,-0.341066,0.188882,-3.253488,0.218177,60.061398
15.926544,-0.369388,0.202589,-3.252861,0.219643,60.061398
15.976628,-0.397255,0.220166,-3.252317,0.219566,60.061398
16.026711,-0.424749,0.235993,-3.251171,0.220724,60.061398
16.076795,-0.455196,0.252803,-3.251115,0.218545,60.061398
16.126878,-0.481681,0.268645,-3.253109,0.218882,60.061398
16.176962,-0.509498,0.283648,-3.251597,0.219938,60.061398
16.227045,-0.535565,0.296206,-3.251962,0.222492,60.061398
16.277129,-0.561074,0.312957,-3.253094,0.223228,60.061398
16.327212,-0.590396,0.325461,-3.252393,0.223380,60.061398
16.377295,-0.616658,0.339796,-3.251293,0.225207,60.061398
16.427379,-0.641923,0.354146,-3.252899,0.226548,60.061398
16.477462,-0.672682,0.368701,-3.252782,0.223944,60.061398
16.527546,-0.700026,0.384966,-3.253847,0.222721,60.061398
16.577629,-0.731596,0.398436,-3.252486,0.220099,60.061398
16.627713,-0.756431,0.410653,-3.252855,0.222539,60.061398
16.677796,-0.783100,0.425070,-3.253137,0.222444,60.061398
16.727880,-0.809593,0.437576,-3.252508,0.223482,60.061398
16.777963,-0.838190,0.449991,-3.252447,0.222426,60.061398
16.828047,-0.866513,0.459438,-3.249905,0.223677,60.061398
16.878130,-0.891805,0.474381,-3.248034,0.224603,60.061398
16.928214,-0.916665,0.487362,-3.249304,0.225198,60.061398
16.978297,-0.942617,0.498296,-3.248936,0.226225,60.061398
17.028381,-0.968103,0.510027,-3.249626,0.226670,60.061398
17.078464,-0.994161,0.519745,-3.250128,0.227326,60.061398
17.128548,-1.020708,0.531439,-3.249231,0.227133,60.061398
17.178631,-1.045703,0.541125,-3.247115,0.229296,60.061398
17.228715,-1.073249,0.552513,-3.247973,0.227246,60.061398
17.278798,-1.098115,0.565202,-3.247708,0.227130,60.061398
17.328881,-1.124369,0.575170,-3.244147,0.228064,60.061398
17.378965,-1.148369,0.585011,-3.244920,0.228886,60.061398
17.429048,-1.175114,0.595927,-3.244770,0.227182,60.061398
17.479132,-1.202404,0.605844,-3.243313,0.225709,60.061398
17.529215,-1.228649,0.616477,-3.243806,0.223789,60.061398
17.579299,-1.253588,0.625089,-3.243100,0.223955,60.061398
17.629382,-1.278260,0.633383,-3.242632,0.224112,60.061398
17.679466,-1.304514,0.643243,-3.241264,0.222531,60.061398
17.729549,-1.330004,0.650105,-3.243008,0.221075,60.061398
17.779633,-1.356599,0.659843,-3.243998,0.217757,60.061398
17.829716,-1.380444,0.667405,-3.244741,0.217362,60.061398
17.879800,-1.401992,0.679400,-3.247464,0.216443,60.061398
17.929883,-1.426052,0.683721,-3.249619,0.215886,60.061398
17.979967,-1.452331,0.690306,-3.249270,0.213419,60.061398
18.030050,-1.477373,0.698984,-3.250956,0.210306,60.061398
18.080134,-1.504409,0.702185,-3.250433,0.207784,60.061398
18.130217,-1.529552,0.707928,-3.248457,0.206412,60.061398
18.180301,-1.549325,0.714833,-3.249591,0.207826,60.061398
18.230384,-1.574521,0.722016,-3.250842,0.204185,60.061398
18.280467,-1.594899,0.726540,-3.249651,0.206229,60.061398
18.330551,-1.617889,0.729417,-3.248834,0.206034,60.061398
18.380634,-1.642234,0.734959,-3.251649,0.202234,60.061398
18.430718,-1.666587,0.741894,-3.248745,0.200019,60.061398
18.480801,-1.689298,0.744744,-3.248033,0.199223,60.061398
18.530885,-1.711624,0.747441,-3.246924,0.198694,60.061398
18.580968,-1.732164,0.748780,-3.245282,0.200021,60.061398
18.631052,-1.753799,0.752014,-3.244834,0.199173,60.061398
18.681135,-1.774203,0.751623,-3.244758,0.199859,60.061398
18.731219,-1.794163,0.752474,-3.243788,0.200722,60.061398
18.781302,-1.813790,0.752503,-3.240551,0.202710,60.061398
18.831386,-1.834046,0.752319,-3.241021,0.202417,60.061398
18.881469,-1.852123,0.755052,-3.240322,0.203605,60.061398
18.931553,-1.875305,0.752941,-3.239760,0.200995,60.061398
18.981636,-1.896395,0.754103,-3.237461,0.199966,60.061398
19.031720,-1.916494,0.756522,-3.236348,0.198847,60.061398
19.081803,-1.935923,0.753713,-3.234009,0.199605,60.061398
19.131886,-1.953294,0.755304,-3.234990,0.199716,60.061398
19.181970,-1.973912,0.757055,-3.236270,0.196604,60.061398
19.232053,-1.996318,0.754078,-3.234050,0.193840,60.061398
19.282137,-2.014639,0.749809,-3.233157,0.194110,60.061398
19.332220,-2.035384,0.748196,-3.232998,0.191230,60.061398
19.382304,-2.053999,0.747153,-3.232329,0.190148,60.061398
19.432387,-2.068630,0.743543,-3.231725,0.192704,60.061398
19.482471,-2.084099,0.738957,-3.231445,0.194242,60.061398
19.532554,-2.103333,0.736920,-3.230425,0.192145,60.061398
19.582638,-2.121447,0.733273,-3.230099,0.190704,60.061398
19.632721,-2.137578,0.731868,-3.229409,0.190787,60.061398
19.682805,-2.155749,0.724779,-3.229035,0.189109,60.061398
19.732888,-2.172895,0.724861,-3.230854,0.186733,60.061398
19.782972,-2.190156,0.721939,-3.230380,0.185244,60.061398
19.833055,-2.210380,0.719107,-3.230576,0.180625,60.061398
19.883139,-2.226525,0.715230,-3.227076,0.181126,60.061398
19.933222,-2.243665,0.710120,-3.225946,0.179528,60.061398
19.983306,-2.257133,0.704008,-3.224596,0.181097,60.061398
20.033389,-2.274888,0.695024,-3.225448,0.177501,60.061398
20.083472,-2.287309,0.684366,-3.224161,0.179340,60.061398
20.133556,-2.300891,0.678903,-3.225312,0.179077,60.061398
20.183639,-2.316535,0.672975,-3.223478,0.178033,60.061398
20.233723,-2.330159,0.662229,-3.220395,0.178820,60.061398
20.283806,-2.344965,0.653563,-3.219591,0.177478,60.061398
20.333890,-2.358187,0.644438,-3.219125,0.177150,60.061398
20.383973,-2.372439,0.636967,-3.218243,0.176016,60.061398
20.434057,-2.387769,0.628712,-3.217309,0.173697,60.061398
20.484140,-2.401118,0.618640,-3.216180,0.172827,60.061398
20.534224,-2.417400,0.607068,-3.216818,0.168172,60.061398
20.584307,-2.427638,0.596949,-3.214049,0.170359,60.061398
20.634391,-2.439307,0.587615,-3.214363,0.169786,60.061398
20.684474,-2.451627,0.576144,-3.213535,0.168655,60.061398
20.734558,-2.462403,0.564572,-3.211919,0.169008,60.061398
20.784641,-2.475420,0.550178,-3.209441,0.167169,60.061398
20.834725,-2.486473,0.538084,-3.208163,0.166611,60.061398
20.884808,-2.494208,0.526910,-3.206748,0.168926,60.061398
20.934891,-2.505304,0.515919,-3.205269,0.168178,60.061398
20.984975,-2.516795,0.502031,-3.204590,0.166025,60.061398
21.035058,-2.530559,0.490565,-3.204318,0.161934,60.061398
21.085142,-2.538770,0.480258,-3.203516,0.162919,60.061398
21.135225,-2.546968,0.469034,-3.202451,0.163697,60.061398
21.185309,-2.556215,0.457398,-3.200249,0.163867,60.061398
21.235392,-2.564614,0.442195,-3.197537,0.163982,60.061398
21.285476,-2.572050,0.429667,-3.196898,0.164319,60.061398
21.335559,-2.577647,0.418143,-3.197005,0.165919,60.061398
21.385643,-2.586586,0.407557,-3.193157,0.166743,60.061398
21.435726,-2.594078,0.395094,-3.192781,0.166434,60.061398
21.485810,-2.599766,0.380856,-3.191434,0.167363,60.061398
21.535893,-2.608096,0.366652,-3.189375,0.166294,60.061398
21.585977,-2.614509,0.355503,-3.188210,0.167172,60.061398
21.636060,-2.620740,0.343611,-3.187931,0.167411,60.061398
21.686144,-2.628716,0.331490,-3.185890,0.166937,60.061398
21.736227,-2.633868,0.315772,-3.184038,0.167073,60.061398
21.786311,-2.640189,0.303664,-3.183023,0.167128,60.061398
21.836394,-2.643706,0.289357,-3.180411,0.169095,60.061398
21.886477,-2.650364,0.274216,-3.179575,0.167262,60.061398
21.936561,-2.655100,0.259201,-3.176791,0.167741,60.061398
21.986644,-2.660433,0.243185,-3.176309,0.166002,60.061398
