t_s,x_m,y_m,z_m,error_norm_m,score_hint
6.260434,-1.741257,1.051678,-3.040207,0.042599,90.176619
6.343907,-1.711014,1.071726,-3.043043,0.042059,90.176619
6.427379,-1.679434,1.090663,-3.047406,0.042485,90.176619
6.510851,-1.651080,1.109883,-3.050564,0.042948,90.176619
6.594324,-1.620307,1.127442,-3.053359,0.044835,90.176619
6.677796,-1.591204,1.146798,-3.056891,0.045153,90.176619
6.761269,-1.560877,1.165278,-3.057786,0.046179,90.176619
6.844741,-1.531868,1.186180,-3.060419,0.045039,90.176619
6.928214,-1.501838,1.207077,-3.061335,0.043843,90.176619
7.011686,-1.471673,1.227119,-3.064281,0.043372,90.176619
7.095159,-1.441288,1.245732,-3.067839,0.044220,90.176619
7.178631,-1.410907,1.266052,-3.070571,0.043451,90.176619
7.262104,-1.380136,1.284686,-3.072930,0.044257,90.176619
7.345576,-1.348865,1.303863,-3.074791,0.044472,90.176619
7.429048,-1.319439,1.323867,-3.077704,0.044202,90.176619
7.512521,-1.288320,1.342414,-3.080418,0.044999,90.176619
7.595993,-1.256262,1.361467,-3.082838,0.045156,90.176619
7.679466,-1.226576,1.379599,-3.085008,0.046697,90.176619
7.762938,-1.195068,1.398985,-3.086606,0.046744,90.176619
7.846411,-1.166214,1.419318,-3.088214,0.046405,90.176619
7.929883,-1.135080,1.439023,-3.090076,0.046217,90.176619
8.013356,-1.104073,1.458546,-3.092229,0.046200,90.176619
8.096828,-1.074873,1.478497,-3.095340,0.045982,90.176619
8.180301,-1.044698,1.497717,-3.097229,0.046488,90.176619
8.263773,-1.012610,1.518021,-3.101026,0.045186,90.176619
8.347245,-0.982119,1.538113,-3.103788,0.044622,90.176619
8.430718,-0.950804,1.556160,-3.105951,0.045968,90.176619
8.514190,-0.920487,1.574058,-3.109172,0.047471,90.176619
8.597663,-0.890721,1.592912,-3.112119,0.048212,90.176619
8.681135,-0.859920,1.612048,-3.115878,0.048355,90.176619
8.764608,-0.829126,1.631379,-3.118094,0.048542,90.176619
8.848080,-0.797358,1.651849,-3.121424,0.047280,90.176619
8.931553,-0.767263,1.669998,-3.124224,0.048662,90.176619
9.015025,-0.738336,1.690047,-3.127521,0.048372,90.176619
9.098497,-0.709152,1.711277,-3.130799,0.046955,90.176619
9.181970,-0.679310,1.729239,-3.133655,0.048596,90.176619
9.265442,-0.650032,1.748989,-3.136166,0.048733,90.176619
9.348915,-0.620975,1.768075,-3.138965,0.049567,90.176619
9.432387,-0.589437,1.787726,-3.142629,0.049018,90.176619
9.515860,-0.558587,1.807699,-3.145679,0.048447,90.176619
9.599332,-0.528013,1.826917,-3.149786,0.048588,90.176619
9.682805,-0.499183,1.847402,-3.152616,0.048194,90.176619
9.766277,-0.469239,1.866962,-3.155878,0.048312,90.176619
9.849750,-0.437931,1.887429,-3.158121,0.046985,90.176619
9.933222,-0.407372,1.906151,-3.160984,0.046621,90.176619
10.016694,-0.378035,1.921938,-3.163573,0.048563,90.176619
10.100167,-0.347077,1.940033,-3.167025,0.046840,90.176619
10.183639,-0.317736,1.957124,-3.169555,0.045827,90.176619
10.267112,-0.286904,1.974146,-3.172875,0.043409,90.176619
10.350584,-0.256799,1.988570,-3.175400,0.042837,90.176619
10.434057,-0.225897,2.001684,-3.177263,0.042322,90.176619
10.517529,-0.194623,2.015098,-3.179378,0.040512,90.176619
10.601002,-0.164930,2.026775,-3.181032,0.040078,90.176619
10.684474,-0.133948,2.039629,-3.183955,0.037080,90.176619
10.767947,-0.103422,2.049544,-3.186191,0.036152,90.176619
10.851419,-0.073264,2.058607,-3.188305,0.035289,90.176619
10.934891,-0.043029,2.067690,-3.191109,0.033429,90.176619
11.018364,-0.011837,2.075106,-3.192943,0.031991,90.176619
11.101836,0.017319,2.080905,-3.195066,0.031876,90.176619
11.185309,0.048055,2.087252,-3.196799,0.029874,90.176619
11.268781,0.076254,2.090720,-3.198408,0.030591,90.176619
11.352254,0.106201,2.094623,-3.200093,0.029403,90.176619
11.435726,0.134745,2.095959,-3.203392,0.029933,90.176619
11.519199,0.164949,2.097817,-3.205372,0.028708,90.176619
11.602671,0.195000,2.096587,-3.207693,0.029477,90.176619
11.686144,0.223266,2.098470,-3.210491,0.027074,90.176619
11.769616,0.253383,2.099035,-3.211902,0.024537,90.176619
11.853088,0.280799,2.097359,-3.212298,0.024527,90.176619
11.936561,0.310280,2.095428,-3.214243,0.022744,90.176619
12.020033,0.337776,2.092841,-3.216172,0.021724,90.176619
12.103506,0.365777,2.087411,-3.217711,0.022143,90.176619
12.186978,0.393876,2.082340,-3.220006,0.021312,90.176619
12.270451,0.421562,2.075285,-3.221498,0.021900,90.176619
12.353923,0.449947,2.068608,-3.223580,0.021635,90.176619
12.437396,0.477371,2.060554,-3.225243,0.023095,90.176619
12.520868,0.506663,2.053276,-3.227290,0.022677,90.176619
12.604341,0.535526,2.045502,-3.229662,0.022845,90.176619
12.687813,0.564260,2.038963,-3.230970,0.022424,90.176619
12.771285,0.590586,2.032576,-3.232954,0.023402,90.176619
12.854758,0.618697,2.025146,-3.235345,0.023831,90.176619
12.938230,0.646957,2.016483,-3.236969,0.025140,90.176619
13.021703,0.675157,2.010201,-3.240585,0.024577,90.176619
13.105175,0.703484,2.002305,-3.241568,0.025391,90.176619
13.188648,0.732113,1.995400,-3.242592,0.025334,90.176619
13.272120,0.759675,1.988259,-3.244695,0.026048,90.176619
13.355593,0.788068,1.981859,-3.246238,0.025773,90.176619
13.439065,0.816001,1.973273,-3.246529,0.027477,90.176619
13.522538,0.842914,1.966115,-3.248063,0.028812,90.176619
13.606010,0.871757,1.959536,-3.250584,0.028144,90.176619
13.689482,0.901280,1.952853,-3.252965,0.027052,90.176619
13.772955,0.929126,1.944495,-3.254480,0.028438,90.176619
13.856427,0.958195,1.937321,-3.256990,0.027992,90.176619
13.939900,0.987759,1.929665,-3.258796,0.027612,90.176619
14.023372,1.016493,1.923488,-3.260818,0.026851,90.176619
14.106845,1.044198,1.915685,-3.262142,0.028025,90.176619
14.190317,1.071607,1.908945,-3.263287,0.028793,90.176619
14.273790,1.098936,1.902385,-3.264593,0.029540,90.176619
14.357262,1.127057,1.895196,-3.265301,0.030177,90.176619
14.440735,1.154766,1.886629,-3.266945,0.031737,90.176619
14.524207,1.184027,1.878575,-3.269355,0.031648,90.176619
14.607679,1.212766,1.873040,-3.270429,0.030742,90.176619
14.691152,1.239241,1.868032,-3.271535,0.031489,90.176619
14.774624,1.267850,1.859695,-3.272742,0.032241,90.176619
14.858097,1.295661,1.853930,-3.274243,0.032292,90.176619
14.941569,1.324741,1.847412,-3.276193,0.031561,90.176619
15.025042,1.353357,1.840002,-3.277231,0.031887,90.176619
15.108514,1.381397,1.833100,-3.278934,0.032281,90.176619
15.191987,1.410922,1.825195,-3.281189,0.031747,90.176619
15.275459,1.439766,1.819111,-3.282912,0.031068,90.176619
15.358932,1.467787,1.809697,-3.284955,0.032600,90.176619
15.442404,1.495494,1.801478,-3.286296,0.034010,90.176619
15.525876,1.524237,1.793508,-3.287901,0.034391,90.176619
15.609349,1.551712,1.786462,-3.288782,0.035500,90.176619
15.692821,1.578234,1.779048,-3.291394,0.037130,90.176619
15.776294,1.605947,1.770930,-3.294216,0.038135,90.176619
15.859766,1.635353,1.763994,-3.296028,0.037365,90.176619
15.943239,1.664671,1.756675,-3.298195,0.036795,90.176619
16.026711,1.693925,1.747576,-3.300686,0.037225,90.176619
16.110184,1.722663,1.741207,-3.303207,0.036548,90.176619
16.193656,1.752305,1.736736,-3.304759,0.034282,90.176619
16.277129,1.780658,1.730368,-3.306537,0.034099,90.176619
16.360601,1.809635,1.721903,-3.308898,0.034385,90.176619
16.444073,1.838670,1.712634,-3.311911,0.035057,90.176619
16.527546,1.867822,1.706119,-3.313028,0.034356,90.176619
16.611018,1.897881,1.697862,-3.316023,0.033728,90.176619
16.694491,1.926545,1.689656,-3.317624,0.034387,90.176619
16.777963,1.953846,1.682976,-3.319829,0.035044,90.176619
16.861436,1.983247,1.675137,-3.322166,0.034554,90.176619
16.944908,2.010660,1.669031,-3.324276,0.033805,90.176619
17.028381,2.038936,1.659948,-3.325614,0.033584,90.176619
17.111853,2.065828,1.651773,-3.327496,0.033090,90.176619
17.195326,2.092688,1.643383,-3.329031,0.032060,90.176619
17.278798,2.118739,1.635570,-3.331579,0.030554,90.176619
17.362270,2.146550,1.627985,-3.332971,0.026872,90.176619
17.445743,2.172488,1.617323,-3.333248,0.025811,90.176619
17.529215,2.195864,1.607777,-3.332673,0.025649,90.176619
17.612688,2.218082,1.596653,-3.333556,0.026524,90.176619
17.696160,2.240721,1.582369,-3.334116,0.027928,90.176619
17.779633,2.262215,1.571689,-3.335101,0.027788,90.176619
17.863105,2.283094,1.556639,-3.336022,0.029584,90.176619
17.946578,2.304266,1.541211,-3.337210,0.030637,90.176619
18.030050,2.325282,1.527518,-3.338144,0.030262,90.176619
18.113523,2.346004,1.513774,-3.339312,0.029474,90.176619
18.196995,2.367219,1.500278,-3.338711,0.027484,90.176619
18.280467,2.385653,1.486243,-3.339153,0.027562,90.176619
18.363940,2.401656,1.470591,-3.338365,0.029968,90.176619
18.447412,2.420862,1.455409,-3.338832,0.028561,90.176619
18.530885,2.440956,1.438323,-3.338634,0.026292,90.176619
18.614357,2.455733,1.421704,-3.338604,0.028271,90.176619
18.697830,2.472909,1.404307,-3.338389,0.027572,90.176619
18.781302,2.488495,1.386889,-3.338813,0.027846,90.176619
18.864775,2.505390,1.369121,-3.338069,0.026312,90.176619
18.948247,2.520078,1.350093,-3.337607,0.026606,90.176619
19.031720,2.535573,1.330499,-3.335800,0.025534,90.176619
19.115192,2.549284,1.309704,-3.335217,0.025848,90.176619
19.198664,2.562911,1.290649,-3.334450,0.025524,90.176619
19.282137,2.576691,1.266973,-3.334177,0.025135,90.176619
19.365609,2.591200,1.244481,-3.332383,0.023875,90.176619
19.449082,2.605892,1.224946,-3.332164,0.022142,90.176619
19.532554,2.620199,1.202197,-3.330486,0.021098,90.176619
19.616027,2.633654,1.182292,-3.328362,0.020459,90.176619
19.699499,2.646947,1.161993,-3.327013,0.020183,90.176619
19.782972,2.660620,1.139631,-3.325813,0.019694,90.176619
19.866444,2.673639,1.118359,-3.324346,0.019758,90.176619
19.949917,2.686309,1.096794,-3.323623,0.020241,90.176619
20.033389,2.701145,1.075047,-3.322467,0.018566,90.176619
20.116861,2.716651,1.054353,-3.322483,0.016282,90.176619
20.200334,2.729717,1.032403,-3.321507,0.016415,90.176619
20.283806,2.741355,1.012695,-3.320106,0.017741,90.176619
20.367279,2.753979,0.992607,-3.319053,0.018298,90.176619
20.450751,2.768097,0.970855,-3.318303,0.017372,90.176619
20.534224,2.781875,0.948298,-3.315934,0.016499,90.176619
20.617696,2.794640,0.927267,-3.315389,0.016947,90.176619
20.701169,2.807806,0.905729,-3.313650,0.016816,90.176619
20.784641,2.821569,0.884543,-3.312555,0.016198,90.176619
20.868114,2.833933,0.862641,-3.311019,0.016889,90.176619
20.951586,2.846383,0.841121,-3.308961,0.017474,90.176619
21.035058,2.860663,0.821202,-3.307996,0.016414,90.176619
21.118531,2.873929,0.801353,-3.307534,0.016584,90.176619
21.202003,2.887300,0.779844,-3.305075,0.016215,90.176619
21.285476,2.900156,0.760125,-3.303795,0.016895,90.176619
21.368948,2.914269,0.737976,-3.302257,0.015734,90.176619
21.452421,2.926461,0.717068,-3.301265,0.016784,90.176619
21.535893,2.939823,0.697401,-3.298536,0.017177,90.176619
21.619366,2.953025,0.674079,-3.297679,0.016452,90.176619
21.702838,2.965478,0.651895,-3.296212,0.016913,90.176619
21.786311,2.977631,0.630816,-3.294050,0.018016,90.176619
21.869783,2.990132,0.610157,-3.292067,0.018912,90.176619
21.953255,3.001774,0.589319,-3.290182,0.020591,90.176619
22.036728,3.015474,0.566210,-3.289072,0.019610,90.176619
22.120200,3.030867,0.543795,-3.287570,0.017286,90.176619
22.203673,3.043904,0.522583,-3.285374,0.017645,90.176619
22.287145,3.056945,0.501036,-3.285410,0.017424,90.176619
22.370618,3.071298,0.479104,-3.283280,0.016367,90.176619
22.454090,3.085105,0.457513,-3.282994,0.015468,90.176619
22.537563,3.097157,0.435983,-3.281350,0.016578,90.176619
22.621035,3.111179,0.414007,-3.280664,0.015515,90.176619
22.704508,3.124895,0.391846,-3.280225,0.014697,90.176619
22.787980,3.136990,0.369918,-3.279432,0.015598,90.176619
22.871452,3.149557,0.348466,-3.278331,0.016130,90.176619
22.954925,3.161215,0.327674,-3.276654,0.017694,90.176619
23.038397,3.174816,0.306828,-3.275855,0.017241,90.176619
23.121870,3.186233,0.286357,-3.276358,0.018947,90.176619
23.205342,3.200545,0.264382,-3.275206,0.017682,90.176619
23.288815,3.213617,0.241650,-3.274268,0.017559,90.176619
23.372287,3.226706,0.223217,-3.271612,0.018195,90.176619
23.455760,3.239923,0.203296,-3.269825,0.018618,90.176619
23.539232,3.254251,0.180742,-3.269829,0.017020,90.176619
23.622705,3.265865,0.158377,-3.268830,0.018217,90.176619
23.706177,3.279433,0.135697,-3.268009,0.017517,90.176619
23.789649,3.292449,0.114079,-3.266698,0.017595,90.176619
23.873122,3.305819,0.094877,-3.265416,0.017379,90.176619
23.956594,3.318564,0.072785,-3.264920,0.016105,90.176619
24.040067,3.330441,0.052182,-3.263263,0.015132,90.176619
24.123539,3.339089,0.032071,-3.262082,0.016442,90.176619
24.207012,3.348676,0.012842,-3.260285,0.016308,90.176619
24.290484,3.358053,-0.008805,-3.259388,0.014462,90.176619
24.373957,3.366006,-0.028649,-3.258416,0.013744,90.176619
24.457429,3.373070,-0.049026,-3.256881,0.012698,90.176619
24.540902,3.379273,-0.069855,-3.255237,0.011288,90.176619
24.624374,3.384354,-0.090254,-3.253296,0.010204,90.176619
24.707846,3.387904,-0.109609,-3.252270,0.009959,90.176619
24.791319,3.390682,-0.128861,-3.250250,0.009704,90.176619
24.874791,3.393873,-0.150400,-3.248770,0.006938,90.176619
24.958264,3.394292,-0.171061,-3.247426,0.006149,90.176619
25.041736,3.392691,-0.190849,-3.247062,0.006525,90.176619
25.125209,3.391352,-0.210804,-3.246659,0.005963,90.176619
25.208681,3.390162,-0.229025,-3.245390,0.004574,90.176619
25.292154,3.387620,-0.247539,-3.243332,0.003564,90.176619
25.375626,3.384229,-0.266924,-3.242141,0.002241,90.176619
25.459098,3.380513,-0.284525,-3.240097,0.001087,90.176619
25.542571,3.374158,-0.301862,-3.239342,0.001423,90.176619
25.626043,3.367708,-0.321818,-3.237679,0.000977,90.176619
25.709516,3.358837,-0.338835,-3.235487,0.001007,90.176619
25.792988,3.349568,-0.356586,-3.233886,0.001124,90.176619
25.876461,3.340973,-0.373311,-3.231675,0.002766,90.176619
25.959933,3.330687,-0.392585,-3.230192,0.003704,90.176619
26.043406,3.319341,-0.408687,-3.228604,0.004265,90.176619
26.126878,3.306897,-0.427040,-3.226077,0.005638,90.176619
26.210351,3.293487,-0.444123,-3.224404,0.006381,90.176619
26.293823,3.279865,-0.459221,-3.221962,0.007347,90.176619
26.377295,3.264437,-0.476048,-3.220742,0.006480,90.176619
26.460768,3.250820,-0.492768,-3.219919,0.007020,90.176619
26.544240,3.236205,-0.509970,-3.218031,0.007205,90.176619
26.627713,3.222816,-0.525273,-3.216409,0.008262,90.176619
26.711185,3.208501,-0.541245,-3.214056,0.008901,90.176619
26.794658,3.194500,-0.555706,-3.212217,0.010043,90.176619
26.878130,3.181963,-0.572153,-3.210306,0.012052,90.176619
26.961603,3.167963,-0.590911,-3.209062,0.012070,90.176619
27.045075,3.151340,-0.607994,-3.208081,0.009948,90.176619
27.128548,3.138075,-0.625025,-3.205971,0.011366,90.176619
27.212020,3.122984,-0.640658,-3.203830,0.011262,90.176619
27.295492,3.109491,-0.657328,-3.202162,0.012314,90.176619
27.378965,3.093566,-0.674238,-3.199974,0.011380,90.176619
27.462437,3.079715,-0.690483,-3.199154,0.011795,90.176619
27.545910,3.066304,-0.705624,-3.197574,0.013221,90.176619
27.629382,3.052420,-0.722906,-3.197509,0.013297,90.176619
27.712855,3.037519,-0.739092,-3.195472,0.013268,90.176619
27.796327,3.024243,-0.756470,-3.193275,0.014534,90.176619
27.879800,3.010713,-0.772420,-3.192253,0.015557,90.176619
27.963272,2.996067,-0.788187,-3.190998,0.015688,90.176619
28.046745,2.981225,-0.806334,-3.189898,0.015015,90.176619
28.130217,2.967515,-0.822870,-3.188767,0.015833,90.176619
28.213689,2.953399,-0.839643,-3.187074,0.016315,90.176619
28.297162,2.936892,-0.855795,-3.186164,0.014504,90.176619
28.380634,2.921304,-0.870856,-3.184171,0.014161,90.176619
28.464107,2.907619,-0.886749,-3.183230,0.015220,90.176619
28.547579,2.892749,-0.904604,-3.181068,0.014638,90.176619
28.631052,2.876459,-0.921245,-3.179307,0.013150,90.176619
28.714524,2.860259,-0.935995,-3.177492,0.012729,90.176619
28.797997,2.846974,-0.952060,-3.175790,0.014175,90.176619
28.881469,2.832818,-0.966724,-3.174360,0.015671,90.176619
28.964942,2.818512,-0.983627,-3.173669,0.015646,90.176619
29.048414,2.803600,-0.999494,-3.171820,0.015960,90.176619
29.131886,2.789936,-1.017518,-3.170570,0.015867,90.176619
29.215359,2.775197,-1.035063,-3.168976,0.015300,90.176619
29.298831,2.760542,-1.052041,-3.167149,0.015151,90.176619
29.382304,2.746359,-1.068212,-3.165354,0.015813,90.176619
29.465776,2.732335,-1.083996,-3.163921,0.016766,90.176619
29.549249,2.716650,-1.100111,-3.162812,0.016170,90.176619
29.632721,2.701067,-1.115830,-3.161471,0.016020,90.176619
29.716194,2.686990,-1.131650,-3.159448,0.017050,90.176619
29.799666,2.672719,-1.147131,-3.157023,0.018251,90.176619
29.883139,2.659136,-1.164287,-3.154369,0.018872,90.176619
29.966611,2.645233,-1.180546,-3.153051,0.019619,90.176619
30.050083,2.631710,-1.198516,-3.150917,0.019774,90.176619
30.133556,2.616764,-1.215377,-3.150142,0.019250,90.176619
30.217028,2.600044,-1.231226,-3.148371,0.018234,90.176619
30.300501,2.587035,-1.248330,-3.147410,0.019043,90.176619
30.383973,2.572351,-1.264725,-3.146215,0.019114,90.176619
30.467446,2.559459,-1.281838,-3.144328,0.020253,90.176619
30.550918,2.543958,-1.297493,-3.142960,0.020150,90.176619
30.634391,2.528995,-1.314691,-3.140740,0.019672,90.176619
30.717863,2.513512,-1.330899,-3.138915,0.019378,90.176619
30.801336,2.498741,-1.348214,-3.137588,0.018810,90.176619
30.884808,2.484340,-1.363116,-3.136750,0.020032,90.176619
30.968280,2.470264,-1.379012,-3.134874,0.021007,90.176619
31.051753,2.455798,-1.394628,-3.133127,0.021896,90.176619
31.135225,2.440140,-1.411342,-3.131205,0.021244,90.176619
31.218698,2.425000,-1.428371,-3.129655,0.020648,90.176619
31.302170,2.410804,-1.444312,-3.128112,0.021471,90.176619
31.385643,2.396524,-1.461751,-3.126477,0.021146,90.176619
31.469115,2.381464,-1.479718,-3.124600,0.019991,90.176619
31.552588,2.366395,-1.496384,-3.122542,0.019811,90.176619
31.636060,2.349799,-1.511588,-3.121808,0.019537,90.176619
31.719533,2.334823,-1.528749,-3.120063,0.018992,90.176619
31.803005,2.321415,-1.543986,-3.119575,0.020661,90.176619
31.886477,2.307318,-1.561237,-3.116892,0.020749,90.176619
31.969950,2.294431,-1.578161,-3.115148,0.021943,90.176619
32.053422,2.278531,-1.592808,-3.113819,0.022790,90.176619
32.136895,2.263688,-1.609816,-3.111639,0.023137,90.176619
32.220367,2.246493,-1.624301,-3.111068,0.023309,90.176619
32.303840,2.230186,-1.639975,-3.109020,0.023917,90.176619
32.387312,2.211864,-1.654516,-3.107942,0.023711,90.176619
32.470785,2.194371,-1.667649,-3.106080,0.025356,90.176619
32.554257,2.176040,-1.681490,-3.105105,0.026055,90.176619
32.637730,2.155270,-1.695701,-3.103512,0.024921,90.176619
32.721202,2.135384,-1.709132,-3.101959,0.025243,90.176619
32.804674,2.114443,-1.724643,-3.101532,0.023995,90.176619
32.888147,2.093687,-1.736785,-3.100288,0.024859,90.176619
32.971619,2.072871,-1.750014,-3.098399,0.025843,90.176619
33.055092,2.049436,-1.763853,-3.097530,0.024658,90.176619
33.138564,2.026393,-1.774003,-3.095595,0.025288,90.176619
33.222037,2.002443,-1.785290,-3.095451,0.025074,90.176619
33.305509,1.978590,-1.795470,-3.095305,0.025716,90.176619
33.388982,1.954787,-1.806664,-3.093732,0.026857,90.176619
33.472454,1.928288,-1.816782,-3.093134,0.025984,90.176619
33.555927,1.902795,-1.826278,-3.090678,0.026790,90.176619
33.639399,1.876674,-1.833202,-3.090443,0.027658,90.176619
33.722871,1.848621,-1.842469,-3.089409,0.026907,90.176619
33.806344,1.822337,-1.851336,-3.088280,0.028519,90.176619
33.889816,1.794329,-1.858035,-3.086940,0.029131,90.176619
33.973289,1.765683,-1.866134,-3.085196,0.029540,90.176619
34.056761,1.736684,-1.873051,-3.083558,0.030230,90.176619
34.140234,1.706797,-1.879042,-3.082588,0.030611,90.176619
34.223706,1.678246,-1.885781,-3.081988,0.032810,90.176619
34.307179,1.646830,-1.891462,-3.079431,0.032465,90.176619
34.390651,1.615835,-1.895503,-3.078031,0.032656,90.176619
34.474124,1.585311,-1.899894,-3.076398,0.033381,90.176619
34.557596,1.553638,-1.904085,-3.074415,0.033131,90.176619
34.641068,1.522894,-1.910662,-3.073024,0.033278,90.176619
34.724541,1.492192,-1.915993,-3.073008,0.033599,90.176619
34.808013,1.462694,-1.919902,-3.071370,0.035577,90.176619
34.891486,1.431689,-1.925816,-3.070609,0.035558,90.176619
34.974958,1.402090,-1.932088,-3.068998,0.036865,90.176619
35.058431,1.371248,-1.938781,-3.068652,0.036797,90.176619
35.141903,1.340863,-1.944484,-3.067062,0.037481,90.176619
35.225376,1.311604,-1.950252,-3.065422,0.039250,90.176619
35.308848,1.280403,-1.955626,-3.064847,0.039155,90.176619
35.392321,1.250548,-1.964112,-3.062569,0.039838,90.176619
35.475793,1.221501,-1.970260,-3.061574,0.041718,90.176619
35.559265,1.188611,-1.976222,-3.059548,0.039934,90.176619
35.642738,1.157516,-1.982534,-3.057933,0.039832,90.176619
35.726210,1.126987,-1.989417,-3.057508,0.040091,90.176619
35.809683,1.096740,-1.995335,-3.057114,0.040784,90.176619
35.893155,1.066539,-2.002354,-3.056177,0.041438,90.176619
35.976628,1.035147,-2.009776,-3.054841,0.040935,90.176619
36.060100,1.004843,-2.016980,-3.055234,0.041496,90.176619
36.143573,0.976412,-2.022964,-3.054124,0.044063,90.176619
36.227045,0.944903,-2.029459,-3.052392,0.043558,90.176619
36.310518,0.915053,-2.035477,-3.052168,0.044688,90.176619
36.393990,0.884043,-2.041886,-3.051906,0.044672,90.176619
36.477462,0.853537,-2.047992,-3.051155,0.045175,90.176619
36.560935,0.821726,-2.053389,-3.051090,0.044413,90.176619
